rhea_id,smiles_seq,canonical_reaction,has_reaction_smiles,precursor_class,product_skeleton_class
RHEA:10340,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>Nc1ccn([C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2O)c(=O)n1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>Nc1ccn(C2OC(CO)C(OP(=O)(O)O)C2O)c(=O)n1.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C10_bicyclic_highly_oxygenated
RHEA:10940,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]1(C(=C)C)CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,True,C10_GPP_like,C10_mono_hydrocarbon
RHEA:11328,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,True,C5_IPP_DMAPP_like,C10_acyclic_highly_oxygenated
RHEA:11656,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCS)C(*)=O.O=C([O-])[C@@H]1CCC[NH2+]1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]1CCC[NH2+]1)C(*)=O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O,*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCS)C(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.O=C([O-])C1CCC[NH2+]1>>*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C1CCC[NH2+]1)C(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C20_mono_highly_oxygenated
RHEA:12016,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1/C=C/[C@H](C(C)C)CC/C(C)=C/CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C15_mono_hydrocarbon
RHEA:12052,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC[C@]1(C)[C@]1(C)CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC1(C)C1(C)CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C15_bicyclic_hydrocarbon
RHEA:12192,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C/C1=C[C@@H](O)[C@@H](C(C)C)CC/C(C)=C/CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CC(O)C(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C15_mono_oxygenated
RHEA:12240,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].Cc1cccc(O)c1C(=O)[O-]>>O=C=O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.[H]O[H],CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].Cc1cccc(O)c1C(=O)[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O.O=C=O,True,C25_GFPP_like,C20_polycyclic_highly_oxygenated
RHEA:12516,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@H]1C/C=C(C)CC/C=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CCC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C15_mono_hydrocarbon
RHEA:12605,[H]C(=O)[C@H](O)COP(=O)([O-])[O-].CC(=O)C(=O)[O-].[H+].CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]>>O=C=O,CC(=O)C(=O)[O-].CC(=O)C(O)C(O)COP(=O)([O-])[O-].O=CC(O)COP(=O)([O-])[O-].[H+]>>O=C=O,True,C5_IPP_DMAPP_like,C5_acyclic_oxygenated
RHEA:12869,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]1(C(=C)C)CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,True,C10_GPP_like,C10_mono_hydrocarbon
RHEA:13369,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)C.O=P([O-])([O-])OP(=O)([O-])O,True,C5_IPP_DMAPP_like,C5_acyclic_hydrocarbon
RHEA:13525,[S]1[Fe][S][Fe+]1.CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2.O=O.[H+].[H][C@]12CC(=O)[C@](C)(C[C@H]1O)C2(C)C>>[S]1[Fe+][S][Fe+]1.[H]O[H],CC12CC(O)C(CC1=O)C2(C)C.CC12CCC(CC1=O)C2(C)C.O=O.[H+].[S]1[Fe][S][Fe+]1>>O.[S]1[Fe+][S][Fe+]1,True,C10_GPP_like,unknown
RHEA:13545,C=CC(C)(O)CC/C=C(C)CC/C=C(C)CCC=C(C)C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C=C/C=C(C)CC/C=C(C)CCC=C(C)C.C=CC(C)=O.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],C=CC(C)(O)CC/C=C(C)CC/C=C(C)CCC=C(C)C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C=C/C=C(C)CC/C=C(C)CCC=C(C)C.C=CC(C)=O.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],True,C20_GGPP_like,C15_polycyclic_highly_oxygenated
RHEA:13873,[H][C@@]12CCC(=C)[C@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C.[H][C@]12CCC(C(C)C)=CC1=CC[C@@]1([H])C(C)(C)CCC[C@]21C>>O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)C1=CC2=CCC3C(C)(C)CCCC3(C)C2CC1>>O=P([O-])([O-])OP(=O)([O-])O,True,C20_GGPP_like,unknown
RHEA:14009,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C[C@@H]1[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])C1(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)C.O=P([O-])([O-])OP(=O)([O-])O,True,C5_IPP_DMAPP_like,C10_mono_highly_oxygenated
RHEA:14485,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@]12C(=C)CCC[C@@]1(C)CC[C@@H](C(C)C)[C@@H]2O.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>C=C1CCCC2(C)CCC(C(C)C)C(O)C12.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C15_bicyclic_oxygenated
RHEA:14621,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(C)CC/C=C(C)CC[C@@H]1OC1(C)C>>[H][C@@]12CCC3=C(CC[C@@]4(C)[C@@]3(C)CC[C@]4([H])[C@H](C)CCC=C(C)C)[C@@]1(C)CC[C@H](O)C2(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,True,C30_long_prenyl_like,C_long_polycyclic_oxygenated
RHEA:14841,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12CCC(=C)[C@@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@]1(C)CCCC2(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],True,C20_GGPP_like,C20_bicyclic_highly_oxygenated
RHEA:14901,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=CCC/C(C)=C/C2C(CC/C(C)=C/CC1)C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CC2C(CCC(C)=CCC1)C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,True,C20_GGPP_like,C20_bicyclic_hydrocarbon
RHEA:15809,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1.O=P([O-])([O-])OP(=O)([O-])O,True,C10_GPP_like,C10_mono_highly_oxygenated
RHEA:16337,*c1c(*)c([H])c(*)c(-c2oc3c(*)c(*)c(*)c(*)c3c(=O)c2*)c1*.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>*c1c(*)c(O)c(*)c(-c2oc3c(*)c(*)c(*)c(*)c3c(=O)c2*)c1*.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],*c1c(*)c([H])c(*)c(-c2oc3c(*)c(*)c(*)c(*)c3c(=O)c2*)c1*.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>*c1c(*)c(O)c(*)c(-c2oc3c(*)c(*)c(*)c(*)c3c(=O)c2*)c1*.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],True,C15_FPP_like,C15_polycyclic_highly_oxygenated
RHEA:16345,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]12CC/C(C)=C/CC/C(C)=C/C[C@@]1(C)CC[C@H]2C(C)(C)O.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCC2(C)CCC(C(C)(C)O)C2CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,True,C20_GGPP_like,C20_bicyclic_oxygenated
RHEA:16561,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(C)CC/C=C(C)CCC=C(C)C.[H]O[H]>>[H][C@]12CC[C@@]3([H])[C@@](C)(CC[C@@]4([H])C(C)(C)CCC[C@]34C)[C@]1(C)CC[C@@]1([H])[C@@H](C(C)(C)O)CC[C@]21C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.O>>CC(C)(O)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCCC(C)(C)C3CCC21C,True,C30_long_prenyl_like,C_long_polycyclic_oxygenated
RHEA:16965,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,True,C10_GPP_like,C10_acyclic_hydrocarbon
RHEA:17637,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(C)CC/C=C(C)CCC=C(C)C>>C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C>>C=CCc1ccc(O)c(OC)c1,True,C30_long_prenyl_like,C10_mono_oxygenated
RHEA:17653,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C20_acyclic_highly_oxygenated
RHEA:17945,[H][C@@]1(C(=C)C)CC=C(C)CC1.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>CCCCCCCCCCCCCCN.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],[H][C@@]1(C(=C)C)CC=C(C)CC1.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>CCCCCCCCCCCCCCN.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],True,C10_GPP_like,C15_polycyclic_highly_oxygenated
RHEA:18081,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CC[C@@H](C)[C@@]13CC(C)(C)C[C@@]3([H])C=C2C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2CC(C)(C)CC23C(C)CCC13.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C15_polycyclic_hydrocarbon
RHEA:18209,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]1(OP(=O)([O-])OP(=O)([O-])[O-])CC2CCC1(C)C2(C)C,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1(C)C2CCC1(C)C(OP(=O)([O-])OP(=O)([O-])[O-])C2,True,C10_GPP_like,C10_bicyclic_highly_oxygenated
RHEA:18325,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CCC(C)=C[C@]1([H])[C@H](C(=C)C)CC[C@H]2C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C2CCC(C)=CC12.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C15_bicyclic_hydrocarbon
RHEA:18721,[H][C@]12CC[C@](C)(O)[C@@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@]1(C)CCCC2(C)C>>[H][C@@]12CC[C@](C)(C=C)O[C@@]1(C)CC[C@]1([H])C(C)(C)CCC[C@@]21C.O=P([O-])([O-])OP(=O)([O-])O,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1C(C)(O)CCC2C(C)(C)CCCC21C>>C=CC1(C)CCC2C(C)(CCC3C(C)(C)CCCC32C)O1.O=P([O-])([O-])OP(=O)([O-])O,True,C20_GGPP_like,C20_polycyclic_oxygenated
RHEA:18957,[H][C@]1(C(=C)C)CC=C(C)CC1.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C=C(C)[C@H]1CC=C(C)[C@H](O)C1.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],[H][C@]1(C(=C)C)CC=C(C)CC1.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C=C(C)[C@H]1CC=C(C)[C@H](O)C1.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],True,C10_GPP_like,C15_polycyclic_highly_oxygenated
RHEA:19361,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,True,C10_GPP_like,C15_acyclic_highly_oxygenated
RHEA:19525,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12C=C(C)CCC1=C(C)CC[C@H]2C(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(=C(C)CCC2C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C15_bicyclic_hydrocarbon
RHEA:19565,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>CC(C)C12CCC(C)(O)C1C2.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)C12CCC(C)(O)C1C2.O=P([O-])([O-])OP(=O)([O-])O,True,C10_GPP_like,C10_bicyclic_oxygenated
RHEA:19825,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@H]1CC=C2CCC[C@H](C)[C@@]2(C)C1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C2CCCC(C)C2(C)C1.O=P([O-])([O-])OP(=O)([O-])O,True,C15_FPP_like,C15_bicyclic_hydrocarbon
RHEA:20565,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC12CCC(C1)C(C)(C)C2O.O=P([O-])([O-])OP(=O)([O-])O,True,C10_GPP_like,C10_bicyclic_oxygenated
RHEA:20912,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12CCC(C)=C(CC[C@]3(C)CCC=C(C)[C@@]3([H])C1)C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC2(C)CCC3=C(C)CCC(CC12)C3(C)C.O=P([O-])([O-])OP(=O)([O-])O,True,C20_GGPP_like,C20_polycyclic_hydrocarbon
RHEA:21308,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(C)CC/C=C(C)CC[C@@H]1OC1(C)C>>[H][C@@]12CC[C@@]3([H])C(C)(C)[C@@H](O)CC[C@@]34C[C@@]14CC[C@@]1(C)[C@@]2(C)CC[C@]1([H])[C@H](C)CCC=C(C)C,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C,True,C30_long_prenyl_like,C_long_polycyclic_oxygenated
RHEA:22220,[H][C@]12CCC(=C)[C@@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@]1(C)CCCC2(C)C>>[H][C@@]12CC[C@@H]3C[C@@]1(CC[C@]1([H])C(C)(C)CCC[C@@]21C)CC3=C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3.O=P([O-])([O-])OP(=O)([O-])O,True,C20_GGPP_like,C20_polycyclic_hydrocarbon
RHEA:22228,CC(C)=CCC/C(C)=C/CC/C(C)=C/[C@H]1[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CC/C=C(C)CCC=C(C)C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(C)CC/C=C(C)CCC=C(C)C>>O=P([O-])([O-])OP(=O)([O-])O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O,True,C30_long_prenyl_like,C20_polycyclic_highly_oxygenated
