row,reaction_id,mapping_success,mapping_confidence,clipzyme_graph_prerequisite,clipzyme_supported,support_status
154,MARTS_EXT_RXN_98758b30deaf,True,0.2263792702249679,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
155,MARTS_EXT_RXN_9927ff5db9e4,True,0.0935279094594072,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
156,MARTS_EXT_RXN_9aca0b07537d,True,0.5145818449975642,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
157,MARTS_EXT_RXN_9bfd169ae97d,True,0.7570051356321731,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
158,MARTS_EXT_RXN_9c359e8d58c7,True,0.1272229492099926,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
159,MARTS_EXT_RXN_9c7db311ef6f,True,0.0577305213578559,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
160,MARTS_EXT_RXN_9d212bb94209,True,0.2006620937639598,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
161,MARTS_EXT_RXN_9e53a7397306,True,0.3435336105035512,False,False,clipzyme_graph_prereq_failed:reactant_product_map_sets_differ
162,MARTS_EXT_RXN_a034669a1e40,True,0.630879986882972,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
163,MARTS_EXT_RXN_a1bdb236418d,True,0.1625870766458144,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
164,MARTS_EXT_RXN_a330ce4c4099,True,0.49762995374087,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
165,MARTS_EXT_RXN_a3395ba9b8c6,True,0.7444973510854749,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
166,MARTS_EXT_RXN_a3e15b2ae79d,True,0.7348237492951301,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
167,MARTS_EXT_RXN_a40190329c75,True,0.3151526690973931,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
168,MARTS_EXT_RXN_a5374cc39ade,True,0.6019472459504074,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
169,MARTS_EXT_RXN_a78f2392f8c2,True,0.6101557406049244,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
170,MARTS_EXT_RXN_a835c7512bd8,True,0.7039884514029409,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
171,MARTS_EXT_RXN_a9c17147ad90,True,0.1983459147940134,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
172,MARTS_EXT_RXN_aaa305f17a30,True,0.4260975900675463,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
173,MARTS_EXT_RXN_aaf62036b97e,True,0.2000674532111732,True,True,encoded
174,MARTS_EXT_RXN_accbb7c49b47,True,0.0760501285041128,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
175,MARTS_EXT_RXN_ad8e38949c9e,True,0.3872034290286058,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
176,MARTS_EXT_RXN_aecc694cdc8f,True,0.1010800753280469,True,True,encoded
177,MARTS_EXT_RXN_af6c10b22452,True,0.6513692582040124,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
178,MARTS_EXT_RXN_b099e0d8d67d,True,0.4316039104239579,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
179,MARTS_EXT_RXN_b1f6de0feffa,True,0.1672816421243162,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
180,MARTS_EXT_RXN_b3860010df2b,True,0.3685951421312971,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
181,MARTS_EXT_RXN_b3c865336ac3,True,0.6572531856788681,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
182,MARTS_EXT_RXN_b44a6383dd2a,True,0.3918786334287373,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
183,MARTS_EXT_RXN_b72409fe507d,True,0.2035138358622885,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
184,MARTS_EXT_RXN_b89583d7f0d9,True,0.926360840344682,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
185,MARTS_EXT_RXN_bac5b3b4b30d,True,0.2073209874900036,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
186,MARTS_EXT_RXN_bb0c8b67ae81,True,0.6115703365801126,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
187,MARTS_EXT_RXN_be324f8633fc,True,0.1767476954281041,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
188,MARTS_EXT_RXN_be815318a50a,True,0.3494110716513952,False,False,clipzyme_graph_prereq_failed:unmapped_atoms
