split_id,query_id,budget,candidate_universe,candidate_count,n_positives,hit,positive_recall,best_positive_rank,reciprocal_rank,top1_is_uniprot,uniprot_above_best_positive
p0_r3,MARTS_RXN_86ad65662f492c15,20,canonical,1421,1,0,0.0,512,0.001953125,False,0
p0_r3,MARTS_RXN_86ad65662f492c15,20,expanded,7093,1,0,0.0,2033,0.0004918839153959665,False,1521
p0_r3,MARTS_RXN_8c6cae136e8be45f,20,canonical,1421,1,0,0.0,890,0.0011235955056179776,False,0
p0_r3,MARTS_RXN_8c6cae136e8be45f,20,expanded,7093,1,0,0.0,4300,0.00023255813953488373,False,3410
p0_r3,MARTS_RXN_9799d98e2a755a35,20,canonical,1421,1,0,0.0,1274,0.0007849293563579278,False,0
p0_r3,MARTS_RXN_9799d98e2a755a35,20,expanded,7093,1,0,0.0,6557,0.00015250876925423213,False,5283
p0_r4,MARTS_RXN_0bc621c08854694f,3,canonical,1421,1,0,0.0,743,0.0013458950201884253,False,0
p0_r4,MARTS_RXN_0bc621c08854694f,3,expanded,7093,1,0,0.0,2928,0.00034153005464480874,False,2185
p0_r4,MARTS_RXN_0fa82c3b7c55ea30,3,canonical,1421,1,0,0.0,21,0.047619047619047616,False,0
p0_r4,MARTS_RXN_0fa82c3b7c55ea30,3,expanded,7093,1,0,0.0,90,0.011111111111111112,False,69
p0_r4,MARTS_RXN_412a1f752827b429,3,canonical,1421,1,0,0.0,7,0.14285714285714285,False,0
p0_r4,MARTS_RXN_412a1f752827b429,3,expanded,7093,1,0,0.0,9,0.1111111111111111,False,2
p0_r4,MARTS_RXN_6290a24f780c8fab,3,canonical,1421,1,0,0.0,639,0.001564945226917058,False,0
p0_r4,MARTS_RXN_6290a24f780c8fab,3,expanded,7093,1,0,0.0,3122,0.00032030749519538755,True,2483
p0_r4,MARTS_RXN_78f709de4b7cf2ac,3,canonical,1421,1,0,0.0,8,0.125,False,0
p0_r4,MARTS_RXN_78f709de4b7cf2ac,3,expanded,7093,1,0,0.0,14,0.07142857142857142,False,6
p0_r4,MARTS_RXN_d0c235775bc5fa24,3,canonical,1421,1,0,0.0,60,0.016666666666666666,False,0
p0_r4,MARTS_RXN_d0c235775bc5fa24,3,expanded,7093,1,0,0.0,280,0.0035714285714285713,False,220
p0_r4,MARTS_RXN_ed3cf125a033969c,3,canonical,1421,1,0,0.0,295,0.003389830508474576,False,0
p0_r4,MARTS_RXN_ed3cf125a033969c,3,expanded,7093,1,0,0.0,1662,0.0006016847172081829,False,1367
p0_r4,MARTS_RXN_ed65fc0ae86103c3,3,canonical,1421,1,0,0.0,283,0.0035335689045936395,False,0
p0_r4,MARTS_RXN_ed65fc0ae86103c3,3,expanded,7093,1,0,0.0,1021,0.0009794319294809011,False,738
p0_r4,MARTS_RXN_fa03c166bbd74319,3,canonical,1421,1,0,0.0,327,0.0030581039755351682,False,0
p0_r4,MARTS_RXN_fa03c166bbd74319,3,expanded,7093,1,0,0.0,2914,0.00034317089910775565,False,2587
p0_r4,MARTS_RXN_0bc621c08854694f,10,canonical,1421,1,0,0.0,743,0.0013458950201884253,False,0
p0_r4,MARTS_RXN_0bc621c08854694f,10,expanded,7093,1,0,0.0,2928,0.00034153005464480874,False,2185
p0_r4,MARTS_RXN_0fa82c3b7c55ea30,10,canonical,1421,1,0,0.0,21,0.047619047619047616,False,0
p0_r4,MARTS_RXN_0fa82c3b7c55ea30,10,expanded,7093,1,0,0.0,90,0.011111111111111112,False,69
p0_r4,MARTS_RXN_412a1f752827b429,10,canonical,1421,1,1,1.0,7,0.14285714285714285,False,0
p0_r4,MARTS_RXN_412a1f752827b429,10,expanded,7093,1,1,1.0,9,0.1111111111111111,False,2
p0_r4,MARTS_RXN_6290a24f780c8fab,10,canonical,1421,1,0,0.0,639,0.001564945226917058,False,0
p0_r4,MARTS_RXN_6290a24f780c8fab,10,expanded,7093,1,0,0.0,3122,0.00032030749519538755,True,2483
p0_r4,MARTS_RXN_78f709de4b7cf2ac,10,canonical,1421,1,1,1.0,8,0.125,False,0
p0_r4,MARTS_RXN_78f709de4b7cf2ac,10,expanded,7093,1,0,0.0,14,0.07142857142857142,False,6
p0_r4,MARTS_RXN_d0c235775bc5fa24,10,canonical,1421,1,0,0.0,60,0.016666666666666666,False,0
p0_r4,MARTS_RXN_d0c235775bc5fa24,10,expanded,7093,1,0,0.0,280,0.0035714285714285713,False,220
p0_r4,MARTS_RXN_ed3cf125a033969c,10,canonical,1421,1,0,0.0,295,0.003389830508474576,False,0
p0_r4,MARTS_RXN_ed3cf125a033969c,10,expanded,7093,1,0,0.0,1662,0.0006016847172081829,False,1367
p0_r4,MARTS_RXN_ed65fc0ae86103c3,10,canonical,1421,1,0,0.0,283,0.0035335689045936395,False,0
p0_r4,MARTS_RXN_ed65fc0ae86103c3,10,expanded,7093,1,0,0.0,1021,0.0009794319294809011,False,738
p0_r4,MARTS_RXN_fa03c166bbd74319,10,canonical,1421,1,0,0.0,327,0.0030581039755351682,False,0
p0_r4,MARTS_RXN_fa03c166bbd74319,10,expanded,7093,1,0,0.0,2914,0.00034317089910775565,False,2587
