reaction_id,reaction_smiles,product_smiles,precursor_class,product_skeleton_class,n_positive_pairs,n_positive_enzymes,reaction_cluster,fold
RHEA:10340,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>Nc1ccn(C2OC(CO)C(OP(=O)(O)O)C2O)c(=O)n1.O=P([O-])([O-])OP(=O)([O-])O,Nc1ccn(C2OC(CO)C(OP(=O)(O)O)C2O)c(=O)n1,C15_FPP_like,C10_bicyclic_highly_oxygenated,4,4,C15_FPP_like::RHEA:10340,0
RHEA:10940,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CC=C(C)CC1,C10_GPP_like,C10_mono_hydrocarbon,6,6,C10_GPP_like::RHEA:10940,4
RHEA:11328,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C5_IPP_DMAPP_like,C10_acyclic_highly_oxygenated,2,2,C5_IPP_DMAPP_like::RHEA:11328,2
RHEA:11656,*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCS)C(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.O=C([O-])C1CCC[NH2+]1>>*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C1CCC[NH2+]1)C(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O,*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C1CCC[NH2+]1)C(*)=O,C15_FPP_like,C20_mono_highly_oxygenated,1,1,C15_FPP_like::RHEA:11656,0
RHEA:12016,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,C=C1C=CC(C(C)C)CCC(C)=CCC1,C15_FPP_like,C15_mono_hydrocarbon,9,9,C15_FPP_like::RHEA:12016,3
RHEA:12052,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC1(C)C1(C)CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCCC1(C)C1(C)CC=C(C)CC1,C15_FPP_like,C15_bicyclic_hydrocarbon,17,17,C15_FPP_like::RHEA:12052,1
RHEA:12192,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CC(O)C(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC(O)C(C(C)C)CCC(C)=CCC1,C15_FPP_like,C15_mono_oxygenated,1,1,C15_FPP_like::RHEA:12192,3
RHEA:12240,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].Cc1cccc(O)c1C(=O)[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O.O=C=O,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1,C25_GFPP_like,C20_polycyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:12240,2
RHEA:12516,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CCC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CC=C(C)CCC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,10,10,C15_FPP_like::RHEA:12516,1
RHEA:12605,CC(=O)C(=O)[O-].CC(=O)C(O)C(O)COP(=O)([O-])[O-].O=CC(O)COP(=O)([O-])[O-].[H+]>>O=C=O,O=C=O,C5_IPP_DMAPP_like,C5_acyclic_oxygenated,2,2,C5_IPP_DMAPP_like::RHEA:12605,4
RHEA:12869,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CC=C(C)CC1,C10_GPP_like,C10_mono_hydrocarbon,16,16,C10_GPP_like::RHEA:10940,4
RHEA:13369,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(=C)C,C5_IPP_DMAPP_like,C5_acyclic_hydrocarbon,4,4,C5_IPP_DMAPP_like::RHEA:13369,3
RHEA:13525,CC12CC(O)C(CC1=O)C2(C)C.CC12CCC(CC1=O)C2(C)C.O=O.[H+].[S]1[Fe][S][Fe+]1>>O.[S]1[Fe+][S][Fe+]1,,C10_GPP_like,unknown,1,1,C10_GPP_like::RHEA:13525,0
RHEA:13545,C=CC(C)(O)CC/C=C(C)CC/C=C(C)CCC=C(C)C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C=C/C=C(C)CC/C=C(C)CCC=C(C)C.C=CC(C)=O.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,C20_GGPP_like,C15_polycyclic_highly_oxygenated,3,3,C20_GGPP_like::RHEA:13545,1
RHEA:13873,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)C1=CC2=CCC3C(C)(C)CCCC3(C)C2CC1>>O=P([O-])([O-])OP(=O)([O-])O,,C20_GGPP_like,unknown,6,6,C20_GGPP_like::RHEA:13873,2
RHEA:14009,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)C,C5_IPP_DMAPP_like,C10_mono_highly_oxygenated,1,1,C5_IPP_DMAPP_like::RHEA:14009,2
RHEA:14485,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>C=C1CCCC2(C)CCC(C(C)C)C(O)C12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCCC2(C)CCC(C(C)C)C(O)C12,C15_FPP_like,C15_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:14485,1
RHEA:14621,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,CC(C)=CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(O)C(C)(C)C1CC3,C30_long_prenyl_like,C_long_polycyclic_oxygenated,13,13,C30_long_prenyl_like::RHEA:14621,2
RHEA:14841,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C20_GGPP_like,C20_bicyclic_highly_oxygenated,20,20,C20_GGPP_like::RHEA:14841,1
RHEA:14901,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CC2C(CCC(C)=CCC1)C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCCC(C)=CC2C(CCC(C)=CCC1)C2(C)C,C20_GGPP_like,C20_bicyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:14901,1
RHEA:15809,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1.O=P([O-])([O-])OP(=O)([O-])O,COc1cc(OC)nc(NC(=O)NS(=O)(=O)N(C)S(C)(=O)=O)n1,C10_GPP_like,C10_mono_highly_oxygenated,16,16,C10_GPP_like::RHEA:15809,1
RHEA:16337,*c1c(*)c([H])c(*)c(-c2oc3c(*)c(*)c(*)c(*)c3c(=O)c2*)c1*.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>*c1c(*)c(O)c(*)c(-c2oc3c(*)c(*)c(*)c(*)c3c(=O)c2*)c1*.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,C15_FPP_like,C15_polycyclic_highly_oxygenated,1,1,C15_FPP_like::RHEA:16337,0
RHEA:16345,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCC2(C)CCC(C(C)(C)O)C2CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2(C)CCC(C(C)(C)O)C2CCC(C)=CCC1,C20_GGPP_like,C20_bicyclic_oxygenated,2,2,C20_GGPP_like::RHEA:16345,4
RHEA:16561,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.O>>CC(C)(O)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCCC(C)(C)C3CCC21C,CC(C)(O)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCCC(C)(C)C3CCC21C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,5,5,C30_long_prenyl_like::RHEA:16561,2
RHEA:16965,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(=C)CCC=C(C)C,C10_GPP_like,C10_acyclic_hydrocarbon,44,44,C10_GPP_like::RHEA:16965,4
RHEA:17637,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C>>C=CCc1ccc(O)c(OC)c1,C=CCc1ccc(O)c(OC)c1,C30_long_prenyl_like,C10_mono_oxygenated,5,5,C30_long_prenyl_like::RHEA:17637,3
RHEA:17653,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C15_FPP_like,C20_acyclic_highly_oxygenated,45,45,C15_FPP_like::RHEA:17653,3
RHEA:17945,[H][C@@]1(C(=C)C)CC=C(C)CC1.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>CCCCCCCCCCCCCCN.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,C10_GPP_like,C15_polycyclic_highly_oxygenated,6,6,C10_GPP_like::RHEA:17945,3
RHEA:18081,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2CC(C)(C)CC23C(C)CCC13.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2CC(C)(C)CC23C(C)CCC13,C15_FPP_like,C15_polycyclic_hydrocarbon,4,4,C15_FPP_like::RHEA:18081,1
RHEA:18209,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1(C)C2CCC1(C)C(OP(=O)([O-])OP(=O)([O-])[O-])C2,CC1(C)C2CCC1(C)C(OP(=O)([O-])OP(=O)([O-])[O-])C2,C10_GPP_like,C10_bicyclic_highly_oxygenated,1,1,C10_GPP_like::RHEA:18209,1
RHEA:18325,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C2CCC(C)=CC12.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC(C)C2CCC(C)=CC12,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:18325,2
RHEA:18721,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1C(C)(O)CCC2C(C)(C)CCCC21C>>C=CC1(C)CCC2C(C)(CCC3C(C)(C)CCCC32C)O1.O=P([O-])([O-])OP(=O)([O-])O,C=CC1(C)CCC2C(C)(CCC3C(C)(C)CCCC32C)O1,C20_GGPP_like,C20_polycyclic_oxygenated,1,1,C20_GGPP_like::RHEA:18721,3
RHEA:18957,[H][C@]1(C(=C)C)CC=C(C)CC1.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C=C(C)[C@H]1CC=C(C)[C@H](O)C1.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,C10_GPP_like,C15_polycyclic_highly_oxygenated,5,5,C10_GPP_like::RHEA:17945,3
RHEA:19361,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C10_GPP_like,C15_acyclic_highly_oxygenated,25,25,C10_GPP_like::RHEA:19361,4
RHEA:19525,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(=C(C)CCC2C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2C(=C(C)CCC2C(C)C)CC1,C15_FPP_like,C15_bicyclic_hydrocarbon,8,8,C15_FPP_like::RHEA:19525,3
RHEA:19565,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)C12CCC(C)(O)C1C2.O=P([O-])([O-])OP(=O)([O-])O,CC(C)C12CCC(C)(O)C1C2,C10_GPP_like,C10_bicyclic_oxygenated,2,2,C10_GPP_like::RHEA:19565,4
RHEA:19825,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C2CCCC(C)C2(C)C1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CC=C2CCCC(C)C2(C)C1,C15_FPP_like,C15_bicyclic_hydrocarbon,5,5,C15_FPP_like::RHEA:19825,0
RHEA:20565,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC12CCC(C1)C(C)(C)C2O.O=P([O-])([O-])OP(=O)([O-])O,CC12CCC(C1)C(C)(C)C2O,C10_GPP_like,C10_bicyclic_oxygenated,4,4,C10_GPP_like::RHEA:20565,4
RHEA:20912,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC2(C)CCC3=C(C)CCC(CC12)C3(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCCC2(C)CCC3=C(C)CCC(CC12)C3(C)C,C20_GGPP_like,C20_polycyclic_hydrocarbon,3,3,C20_GGPP_like::RHEA:20912,2
RHEA:21308,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C,CC(C)=CCCC(C)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,12,12,C30_long_prenyl_like::RHEA:21308,0
RHEA:22220,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3.O=P([O-])([O-])OP(=O)([O-])O,C=C1CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3,C20_GGPP_like,C20_polycyclic_hydrocarbon,19,19,C20_GGPP_like::RHEA:22220,3
RHEA:22228,CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,C30_long_prenyl_like,C20_polycyclic_highly_oxygenated,5,5,C30_long_prenyl_like::RHEA:22228,0
RHEA:22232,CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1,C30_long_prenyl_like,C20_polycyclic_highly_oxygenated,5,5,C30_long_prenyl_like::RHEA:22228,0
RHEA:22408,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C5_IPP_DMAPP_like,C10_acyclic_highly_oxygenated,24,24,C5_IPP_DMAPP_like::RHEA:11328,2
RHEA:22436,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCCC(C)C=CC(C(C)(C)O)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCCC(C)C=CC(C(C)(C)O)CC1,C15_FPP_like,C15_mono_oxygenated,2,2,C15_FPP_like::RHEA:22436,4
RHEA:22672,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C,C15_FPP_like,C_long_mono_highly_oxygenated,5,5,C15_FPP_like::RHEA:17653,3
RHEA:23112,Cc1cccc(O)c1.Cc1cccc(O)c1C(=O)[O-].[H+]>>O=C=O,O=C=O,C10_GPP_like,C5_acyclic_oxygenated,1,1,C10_GPP_like::RHEA:23112,2
RHEA:24116,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>O=P([O-])([O-])OP(=O)([O-])O.[Cl][Au-]([Cl])([Cl])[Cl],,C10_GPP_like,unknown,10,10,C10_GPP_like::RHEA:24116,1
RHEA:24316,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C20_GGPP_like,C20_bicyclic_highly_oxygenated,23,23,C20_GGPP_like::RHEA:14841,1
RHEA:25282,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(C)CC/C=C(C)CCC=C(C)C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(C)CC/C=C(C)CC[C@@H]1OC1(C)C.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(C)CC/C=C(C)CC[C@@H]1OC1(C)C,C30_long_prenyl_like,C_long_mono_oxygenated,5,5,C30_long_prenyl_like::RHEA:25282,3
RHEA:25436,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCC=C(C)C1CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,4,4,C15_FPP_like::RHEA:12516,1
RHEA:25440,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C=C(C(C)C)CCC2(C)CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2C=C(C(C)C)CCC2(C)CCC1,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:25440,1
RHEA:25444,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(=C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC(=C(C)C)CCC(C)=CCC1,C15_FPP_like,C15_mono_hydrocarbon,4,4,C15_FPP_like::RHEA:25444,4
RHEA:25448,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(C(C)C)=CC2C(C)CCC12.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC(C(C)C)=CC2C(C)CCC12,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:25448,2
RHEA:25452,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CCC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CC=C(C)CCC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,4,4,C15_FPP_like::RHEA:12516,1
RHEA:25456,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C)(C)CCCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,C=C1C=CC(C)(C)CCCC(C)=CCC1,C15_FPP_like,C15_mono_hydrocarbon,1,1,C15_FPP_like::RHEA:25456,3
RHEA:25460,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)CCC(C(C)C)=CC12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCCC2(C)CCC(C(C)C)=CC12,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:25460,0
RHEA:25464,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C2CCC3C2C(C)(C)CCCC13C.O=P([O-])([O-])OP(=O)([O-])O,C=C1C2CCC3C2C(C)(C)CCCC13C,C15_FPP_like,C15_polycyclic_hydrocarbon,3,3,C15_FPP_like::RHEA:25464,3
RHEA:25468,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1.O=P([O-])([O-])OP(=O)([O-])O,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1,C15_FPP_like,C_long_polycyclic_highly_oxygenated,1,1,C15_FPP_like::RHEA:25468,4
RHEA:25472,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(CC1)C(C)=CCCC2(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2C(CC1)C(C)=CCCC2(C)C,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:25472,1
RHEA:25476,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC(C)(C)C2C=C(C)CCC12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCCC(C)(C)C2C=C(C)CCC12,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:25472,1
