reaction_id,reaction_signature,reaction_smiles,source
RHEA:65328,CC1Cc2c3c(cc(O)c2C(=O)O1)OC1(C)C(O)CC2C(C)(C)C(O)CCC2(C)C1C3>>CC1Cc2c3c(cc(O)c2C(=O)O1)OC1(C)C(O)CC2C(C)(C)C(=O)CCC2(C)C1C3,[H][C@@]12Cc3c(cc(O)c4c3C[C@@H](C)OC4=O)O[C@@]1(C)[C@@H](O)C[C@@]1([H])C(C)(C)[C@@H](O)CC[C@]21C.*>>[H][C@@]12Cc3c(cc(O)c4c3C[C@@H](C)OC4=O)O[C@@]1(C)[C@@H](O)C[C@@]1([H])C(C)(C)C(=O)CC[C@]21C.[H]*[H],current
RHEA:65332,CC1Cc2c3c(cc(O)c2C(=O)O1)OC1(C)C(O)CC2C(C)(C)C(=O)C=CC2(C)C1C3>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1,[H][C@@]12Cc3c(cc(O)c4c3C[C@@H](C)OC4=O)O[C@@]1(C)CC[C@@]1([H])C(C)(C)C(=O)C=C[C@]21C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].[H][C@@]12Cc3c(cc(O)c4c3C[C@@H](C)OC4=O)O[C@@]1(C)[C@@H](O)C[C@@]1([H])C(C)(C)C(=O)C=C[C@]21C>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H],current
RHEA:65336,CC1OC(=O)c2c(O)cc3c(c2C1O)CC1C2(C)C=CC(=O)C(C)(C)C2CC(O)C1(C)O3>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1,[H][C@@]12Cc3c(cc(O)c4c3[C@@H](O)[C@@H](C)OC4=O)O[C@@]1(C)CC[C@@]1([H])C(C)(C)C(=O)C=C[C@]21C.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.O=O.[H+].[H][C@@]12Cc3c(cc(O)c4c3[C@@H](O)[C@@H](C)OC4=O)O[C@@]1(C)[C@@H](O)C[C@@]1([H])C(C)(C)C(=O)C=C[C@]21C>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.[H]O[H],current
RHEA:65828,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCO,CC(C)=CCC/C(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>CC(C)=CCC/C(C)=CCO.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:66636,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(CC1)C(C)CCC2C(C)(C)O,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>CC1=CC[C@@]2(CC1)[C@H](C)CC[C@H]2C(C)(C)O.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:66640,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1(C)CC2C1CCC(C)(O)C1CCC21C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@]12CC[C@]1(C)[C@@]1([H])CC(C)(C)[C@@]1([H])CC[C@]2(C)O.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:66644,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(CO)=C1CC(C)(C)CC2C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]12CC(C)(C)C/C(=C(/C)CO)[C@@]1([H])CC[C@@H]2C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:66648,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1(O)CC2(CO1)OCC(O)C2O,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1(O)CC2(CO1)OC[C@@H](O)[C@@H]2O.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:66652,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC2C1=CC(C)(C)CC1CC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CC[C@@H](C)C1=CC(C)(C)C[C@H]1C[C@]12C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:66712,C=C(C)[C@H]1CC[C@]2(C)[C@@H]1CC[C@]1(C)C/C=C(\C)CC/C=C(\C)CC[C@H]12>>C=C(C)[C@H]1CC[C@]2(C)[C@@H]1CC[C@]1(C)C/C=C(\C(=O)[O-])CC/C=C(\C)CC[C@H]12,[H][C@@]12CC/C(C)=C/CC/C(C)=C/C[C@@]1(C)CC[C@]1([H])[C@@H](C(=C)C)CC[C@@]21C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>[H][C@@]12CC/C(C)=C/CC/C(C(=O)[O-])=C/C[C@@]1(C)CC[C@]1([H])[C@@H](C(=C)C)CC[C@@]21C.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:66832,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC4(C)CCC(C(C)C)C4C3C3CC3(C)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12C[C@@]1(C)[C@]1([H])CCC(C)=C1C[C@@]1(C)CC[C@]3(C)CC[C@H](C(C)C)[C@@]3([H])[C@@]12[H].O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:66836,CC1=C2C[C@@]3(C)CC[C@]4(C)CC[C@H](C(C)C)[C@H]4[C@@H]3[C@H]3C[C@@]3(C)[C@@H]2CC1>>CC(C)[C@H]1CC[C@@]2(C)CC[C@]3(CO)CC4=C(C(=O)[O-])CC[C@H]4[C@]4(C)C[C@@H]4[C@H]3[C@H]12,[H][C@]12C[C@@]1(C)[C@]1([H])CCC(C)=C1C[C@@]1(C)CC[C@]3(C)CC[C@H](C(C)C)[C@@]3([H])[C@@]12[H].Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>[H][C@]12C[C@@]1(C)[C@]1([H])CCC(C(=O)[O-])=C1C[C@@]1(CO)CC[C@]3(C)CC[C@H](C(C)C)[C@@]3([H])[C@@]12[H].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:66840,CC(C)[C@H]1CC[C@@]2(C)CC[C@]3(CO)CC4=C(C(=O)[O-])CC[C@H]4[C@]4(C)C[C@@H]4[C@H]3[C@H]12>>CC(C)[C@H]1CC[C@@]2(C)CC[C@]3(C(=O)[O-])CC4=C(C(=O)[O-])CC[C@H]4[C@]4(C)C[C@@H]4[C@H]3[C@H]12,[H][C@]12C[C@@]1(C)[C@]1([H])CCC(C(=O)[O-])=C1C[C@@]1(CO)CC[C@]3(C)CC[C@H](C(C)C)[C@@]3([H])[C@@]12[H].Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>[H][C@]12C[C@@]1(C)[C@]1([H])CCC(C(=O)[O-])=C1C[C@@]1(C(=O)[O-])CC[C@]3(C)CC[C@H](C(C)C)[C@@]3([H])[C@@]12[H].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:66844,CC(C)[C@H]1CC[C@@]2(C)CC[C@]3(CO)CC4=C(C(=O)[O-])CC[C@H]4[C@]4(C)C[C@@H]4[C@H]3[C@H]12>>CC(C)[C@H]1C[C@@H](O)[C@@]2(C)CC[C@]3(CO)CC4=C(C(=O)[O-])CC[C@H]4[C@]4(C)C[C@@H]4[C@H]3[C@H]12,[H][C@]12C[C@@]1(C)[C@]1([H])CCC(C(=O)[O-])=C1C[C@@]1(CO)CC[C@]3(C)CC[C@H](C(C)C)[C@@]3([H])[C@@]12[H].Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>[H][C@]12C[C@@]1(C)[C@]1([H])CCC(C(=O)[O-])=C1C[C@@]1(CO)CC[C@]3(C)[C@H](O)C[C@H](C(C)C)[C@@]3([H])[C@@]12[H].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:66860,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:66864,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC(C(C)C)C3CC2C23CCC(C)C2CCC13C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12C[C@]3([H])[C@H](C(C)C)CC[C@@]3(C)CC1=C(C)[C@]1(C)CC[C@@]3([H])[C@H](C)CC[C@@]213.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:66868,CC1=C2C[C@]3(C)CC[C@@H](C(C)C)[C@H]3C[C@@H]2[C@@]23CC[C@@H](C)[C@@H]2CC[C@@]13C>>CC1=C2C[C@]3(C(=O)[O-])CC[C@@H](C(C)C)[C@H]3C[C@@H]2[C@@]23CC[C@@H](C)[C@@H]2CC[C@@]13C,[H][C@]12C[C@]3([H])[C@H](C(C)C)CC[C@@]3(C)CC1=C(C)[C@]1(C)CC[C@@]3([H])[C@H](C)CC[C@@]213.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>[H][C@]12C[C@]3([H])[C@H](C(C)C)CC[C@@]3(C(=O)[O-])CC1=C(C)[C@]1(C)CC[C@@]3([H])[C@H](C)CC[C@@]213.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:66896,CC(C)=CCC[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@H](CC[C@@]3(C)O)/C(C)=C\C[C@@H]12>>CC(C)=CCC[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@H](C(=O)C[C@@]3(C)O)/C(C=O)=C\C[C@@H]12,[H][C@]12C[C@@]3(C)CC[C@]([H])([C@@H](C)CCC=C(C)C)[C@]3([H])C/C=C(/C)[C@@]1([H])CC[C@@]2(C)O.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>[H]C(=O)/C1=C/C[C@]2([H])[C@](C)(CC[C@]2([H])[C@@H](C)CCC=C(C)C)C[C@]2([H])[C@](C)(O)CC(=O)[C@]12[H].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:67036,CC(C)=CCCC(C)=CCCC(C)=CCC1(C)C(=O)C(C)=C([O-])C(C(=O)[O-])=C1C>>CC(=CCC1(C)C(=O)C(C)=C([O-])C(C(=O)[O-])=C1C)CCC=C(C)CCC1OC1(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/C[C@@]1(C)C(=O)C(C)=C([O-])C(C(=O)[O-])=C1C.O=C([O-])CCC(=O)C(=O)[O-].O=O>>CC1=C([O-])C(C(=O)[O-])=C(C)[C@@](C)(C/C=C(C)CC/C=C(C)CC[C@@H]2OC2(C)C)C1=O.O=C([O-])CCC(=O)[O-].O=C=O,current
RHEA:67040,,,current
RHEA:67044,CC1=C2OC3(CC2(C)C(C)=C(C(=O)[O-])C1=O)C(C)CCC1C(C)(C)C(O)CCC13C>>CC1=C2OC3(CC2(C)C(C)=C(C(=O)[O-])C1=O)C(C)CCC1C(C)(C)C(=O)CCC13C,[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)[O-])C(=O)C(C)=C4O3)[C@@]1(C)CC[C@H](O)C2(C)C.*>>[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)[O-])C(=O)C(C)=C4O3)[C@@]1(C)CCC(=O)C2(C)C.[H]*[H],current
RHEA:67048,CC1=C2OC3(CC2(C)C(C)=C(C(=O)[O-])C1=O)C(C)CCC1C(C)(C)C(=O)CCC13C>>CC1=C2OC3(CC2(C)C(C)=C(C(=O)[O-])C1=O)C(C)CCC1C(C)(C)OC(=O)CCC13C,[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)[O-])C(=O)C(C)=C4O3)[C@@]1(C)CCC(=O)C2(C)C.[H]*[H].O=O>>[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)[O-])C(=O)C(C)=C4O3)[C@@]1(C)CCC(=O)OC2(C)C.*.[H]O[H],current
RHEA:67052,,COC(=O)NC(C(=O)OC)C(Cc1c(C)nc2n(C)c3ncnc3c(=O)n12)OO.[H]*[H].O=O>>[H][C@@]12CC[C@H](C)[C@@]3(C[C@@]4(C)C(=C(C)C(=O)[C@@H](C(=O)OC)[C@@H]4C)O3)[C@@]1(C)CCC(=O)OC2(C)C.*.[H]O[H],current
RHEA:67056,CC1=C2O[C@@]3(C[C@]2(C)C(C)=C(C(=O)[O-])C1=O)[C@@H](C)CC[C@H]1C(C)(C)C(=O)CC[C@@]13C>>COC(=O)C1=C(C)[C@@]2(C)C[C@]3(OC2=C(C)C1=O)[C@@H](C)CC[C@H]1C(C)(C)C(=O)CC[C@@]13C,[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)[O-])C(=O)C(C)=C4O3)[C@@]1(C)CCC(=O)C2(C)C.Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@H]4OP(=O)(O)O[C@H]43)c2n1>>[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)OC)C(=O)C(C)=C4O3)[C@@]1(C)CCC(=O)C2(C)C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O,current
RHEA:67060,CC1=C2O[C@@]3(C[C@]2(C)C(C)=C(C(=O)[O-])C1=O)[C@@H](C)CC[C@H]1C(C)(C)OC(=O)CC[C@@]13C>>COC(=O)C1=C(C)[C@@]2(C)C[C@]3(OC2=C(C)C1=O)[C@@H](C)CC[C@H]1C(C)(C)OC(=O)CC[C@@]13C,[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)[O-])C(=O)C(C)=C4O3)[C@@]1(C)CCC(=O)OC2(C)C.Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@H]4OP(=O)(O)O[C@H]43)c2n1>>[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)OC)C(=O)C(C)=C4O3)[C@@]1(C)CCC(=O)OC2(C)C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O,current
RHEA:67064,COC(=O)C1=C(C)C2(C)CC3(OC2=C(C)C1=O)C(C)CCC1C(C)(C)OC(=O)CCC13C>>COC(=O)C1C(=O)C(C)=C2OC3(CC2(C)C1C)C(C)CCC1C(C)(C)OC(=O)CCC13C,[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)OC)C(=O)C(C)=C4O3)[C@@]1(C)CCC(=O)OC2(C)C.[H]*[H]>>[H][C@@]12CC[C@H](C)[C@@]3(C[C@@]4(C)C(=C(C)C(=O)[C@@H](C(=O)OC)[C@@H]4C)O3)[C@@]1(C)CCC(=O)OC2(C)C.*,current
RHEA:67068,,[H][C@@]12CC[C@H](C)[C@@]3(C[C@]4(C)C(C)=C(C(=O)OC)C(=O)C(C)=C4O3)[C@@]1(C)CCC(=O)C2(C)C.[H]*[H]>>COC(=O)NC(C(=O)OC)C(Cc1c(C)nc2n(C)c3ncnc3c(=O)n12)OO.*,current
RHEA:67096,COC(=O)C1C(=O)C(C)=C2OC3(CC2(C)C1C)C(C)CCC1C(C)(C)OC(=O)CCC13C>>COC(=O)C1C(=O)C(C)(O)C23OOCC45CCC(=O)OC(C)(C)C4CCC(C)C5(CC2(C)C1C)O3,[H][C@@]12CC[C@H](C)[C@@]3(C[C@@]4(C)C(=C(C)C(=O)[C@@H](C(=O)OC)[C@@H]4C)O3)[C@@]1(C)CCC(=O)OC2(C)C.O=C([O-])CCC(=O)C(=O)[O-].O=O>>[H][C@@]1(C(=O)OC)C(=O)[C@@](C)(O)[C@@]23OOC[C@]45CCC(=O)OC(C)(C)[C@]4([H])CC[C@H](C)[C@]5(C[C@]2(C)[C@H]1C)O3.O=C([O-])CCC(=O)[O-].O=C=O,current
RHEA:67100,CC1C2C(=O)OC(C)(C2O)C23OOCC45CCC(=O)OC(C)(C)C4CCC(C)C5(CC12C)O3>>CC1C2C(=O)OC(C)(OC34OCC56CCC(=O)OC(C)(C)C5CCC(C)C6(CC13C)O4)C2O,[H][C@]12C(=O)O[C@](C)([C@H]1O)[C@@]13OOC[C@]45CCC(=O)OC(C)(C)[C@]4([H])CC[C@H](C)[C@]5(C[C@]1(C)[C@H]2C)O3>>[H][C@@]12C(=O)O[C@@](C)(O[C@@]34OC[C@]56CCC(=O)OC(C)(C)[C@]5([H])CC[C@H](C)[C@]6(C[C@]3(C)[C@H]1C)O4)[C@H]2O,current
RHEA:67104,CC1C2C(=O)OC(C)(OC34OCC56CCC(=O)OC(C)(C)C5CCC(C)C6(CC13C)O4)C2O>>CC1C2C(=O)OC3(C)OC4(OC23)OC2(CC14C)C(C)CCC1C(C)(C)OC(=O)C=CC12CO,[H][C@@]12C(=O)O[C@@](C)(O[C@@]34OC[C@]56CCC(=O)OC(C)(C)[C@]5([H])CC[C@H](C)[C@]6(C[C@]3(C)[C@H]1C)O4)[C@H]2O.O=C([O-])CCC(=O)C(=O)[O-].O=O>>[H][C@]12C(=O)O[C@@]3(C)O[C@@]4(O[C@H]31)O[C@@]1(C[C@]4(C)[C@H]2C)[C@@H](C)CC[C@@]2([H])C(C)(C)OC(=O)C=C[C@]12CO.O=C([O-])CCC(=O)[O-].O=C=O.[H]O[H],current
RHEA:67400,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C(C3C(C)CCC13)C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12CC[C@@H](C)[C@@]1([H])C1C(CCC2=C)C1(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:67404,CC1=CCC(C(C)C)=CC1>>Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,CC1=CCC(C(C)C)=CC1.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>Cc1ccc(C(C)C)cc1O.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:67408,CC1=CCC(C(C)C)=CC1>>Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,CC1=CCC(C(C)C)=CC1.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>Cc1ccc(C(C)C)c(O)c1.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:67412,O=C(O)CCCCCCCC(O)C(O)CCCCCCO>>Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,O=C(O)CCCCCCCC(O)C(O)CCCCCCO.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>Cc1ccc(C(C)C)cc1O.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:67416,C=C(C)[C@H]1CC=C(C)CC1>>Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,[H][C@]1(C(=C)C)CC=C(C)CC1.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C=C(C)[C@@H]1CCC(C)=C[C@H]1O.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:67476,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CC[NH2+]C(CCC(=O)[O-])C(=O)[O-],CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>CC(C)=CC[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-].O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:68156,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CC[NH2+]C(CCC(=O)[O-])C(=O)[O-],CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>CC(C)=CCC/C(C)=C/C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-].O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:68160,CC(C)=CCC/C(C)=C/C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-]>>Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,CC(C)=CCC/C(C)=C/C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-].Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C/C(=CCC/C(C)=C/C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])CO.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:68164,CC(=CCC/C(C)=C/C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])CO>>Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,C/C(=CCC/C(C)=C/C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])CO.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C/C(C=O)=CCC/C(C)=C/C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:68168,CC(C=O)=CCC/C(C)=C/C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-]>>Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,C/C(C=O)=CCC/C(C)=C/C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-].Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C/C(=CC[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])CC/C=C(C)C(=O)[O-].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],current
RHEA:68400,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1C=C2C(C)CCC2C(C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1C=C2C(C)CCC2C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:68468,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=C1CC=C(C)CC1,CC(C)=CCC/C(C)=CCC/C(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C1/CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,current
