campaign_scope,plate_id,reaction_id,candidate_id,selection_role,original_well,randomized_well,relative_candidate_slot
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_71aa03bcb508,A0A561SAF2,uncertainty,H9,D9,DC1
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_71aa03bcb508,Q9C748,uncertainty,G9,B9,BC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,G0Y288,diversity,D6,F5,FC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,P14324,diversity,C6,A6,AC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,Q7XYS8,diversity,B6,G5,GC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,A0A0U5CNN8,exploitation,D5,C5,CC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,A0A343W969,exploitation,A5,D5,DC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,A0A343W970,exploitation,C5,B6,BC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,O81086,exploitation,E5,D6,DC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,P08836,exploitation,B5,C6,CC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,XP_055691875.1,exploitation,F5,B5,BC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,A0A140AZ72,uncertainty,A6,E5,EC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,A0A386JV86,uncertainty,H5,A5,AC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_d147768eaf20,Q58GE8,uncertainty,G5,H5,HC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,A0A1J0CQ86,diversity,C10,B9,BC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,marts_E00440,diversity,D10,D9,DC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,marts_E00881,diversity,B10,B10,BC2
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,Q49SP4,exploitation,B9,H9,HC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,WDE20676.1,exploitation,C9,A10,AC2
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,WDE20677.1,exploitation,A9,G9,GC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,WDE20679.1,exploitation,D9,E9,EC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,marts_E00649,exploitation,E9,A9,AC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,marts_E00650,exploitation,F9,F9,FC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,SRA.SRR18681978,uncertainty,H9,D10,DC2
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,UPI41561.1,uncertainty,A10,C10,CC2
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_0bc621c08854,WP_186376445,uncertainty,G9,C9,CC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,A0A562T706,diversity,B8,E7,EC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,Q8YN85,diversity,C8,H7,HC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,WP_157383393,diversity,D8,A7,AC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,A0A1H7UDD2,exploitation,A7,D8,DC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,A0A979G5X7,exploitation,E7,C7,CC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,C7PLV2,exploitation,B7,B7,BC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,J2T8D5,exploitation,F7,D7,DC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,P55539,exploitation,D7,B8,BC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,Q9K499,exploitation,C7,C8,CC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,A0A3N4M544,uncertainty,G7,A8,AC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,A7NH01,uncertainty,A8,F7,FC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_8d7f7dd54117,B2J4A4,uncertainty,H7,G7,GC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,A0A561SAF2,diversity,D12,B12,BC2
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,A0A7W5F0P0,diversity,C12,D12,DC2
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,J2T8D5,diversity,B12,C12,CC2
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,A0A1V0QSG9,exploitation,B11,B11,BC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,A0A2Z6FZ31,exploitation,C11,H11,HC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,A0A5N5W9J0,exploitation,A11,G11,GC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,C7PLV2,exploitation,E11,A11,AC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,O07333,exploitation,F11,E11,EC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,R9QMR5,exploitation,D11,F11,FC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,A0A1H1T2Q7,uncertainty,H11,D11,DC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,I2N045,uncertainty,A12,C11,CC1
canonical_discovery,TPS_DISCOVERY_P03,MARTS_EXT_RXN_27964350d2e0,M1V9Q0,uncertainty,G11,A12,AC2
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,UPI41561.1,diversity,B12,H11,HC1
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,marts_E00440,diversity,D12,A11,AC1
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,marts_E00793,diversity,C12,G11,GC1
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,7S5L_A,exploitation,F11,C11,CC1
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,B9S1N2,exploitation,B11,D11,DC1
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,M1VDX3,exploitation,C11,B12,BC2
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,marts_E00040,exploitation,E11,D12,DC2
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,marts_E00648,exploitation,D11,A12,AC2
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,marts_E00881,exploitation,A11,C12,CC2
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,F1A1D6,uncertainty,G11,E11,EC1
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,marts_E00039,uncertainty,A12,B11,BC1
canonical_discovery,TPS_DISCOVERY_P02,MARTS_EXT_RXN_45be1b4caa76,marts_E00794,uncertainty,H11,F11,FC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,A0A1L9WUM2,diversity,B10,B9,BC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,B5GRC8,diversity,D10,A10,AC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,G0Y286,diversity,C10,D9,DC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,A0A010YQZ8,exploitation,D9,H9,HC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,A0A094YZ24,exploitation,A9,C9,CC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,A0A0U5CJU6,exploitation,F9,D10,DC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,A0A1H7UDD2,exploitation,E9,G9,GC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,G0Y288,exploitation,B9,E9,EC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,O06728,exploitation,C9,F9,FC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,A0A142ZC57,uncertainty,H9,B10,BC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,A9JQL9,uncertainty,G9,C10,CC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_23432a8b720a,G0Y287,uncertainty,A10,A9,AC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,A0A345ZQ31,diversity,B12,E11,EC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,G9M5S5,diversity,D12,C11,CC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,M4HYC8,diversity,C12,F11,FC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,A0A1X9ISH5,exploitation,F11,A11,AC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,A4KAG7,exploitation,D11,C12,CC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,A4KAG8,exploitation,C11,B12,BC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,P9WEY6,exploitation,B11,B11,BC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,Q2QQJ5,exploitation,A11,A12,AC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,Q6Z5J6,exploitation,E11,D11,DC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,A0A135LYJ9,uncertainty,H11,D12,DC2
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,G9M5S4,uncertainty,A12,H11,HC1
canonical_discovery,TPS_DISCOVERY_P04,MARTS_EXT_RXN_79368a2476ac,G9M5S6,uncertainty,G11,G11,GC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_5e756bc9af81,C4IZV0,evidence_anchor,A1,B1,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_5e756bc9af81,A0ABQ3MBQ1,homology_named,B1,D1,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_5e756bc9af81,A0AAC9HPA1,named_predicted,C1,A1,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_5e756bc9af81,A0ABR1RXD4,sequence_diversity,D1,C1,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_0396c90bff0f,A0A109P4G8,evidence_anchor,A1,A1,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_0396c90bff0f,A0ABY7P7I7,homology_named,B1,C1,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_0396c90bff0f,A0A835CD47,named_predicted,C1,B1,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_0396c90bff0f,A0A7D5Q170,sequence_diversity,D1,D1,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_5ebefc2c5944,A0AAJ6N6A9,evidence_anchor,A2,C2,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_5ebefc2c5944,A0AAE0MCF7,homology_named,B2,A2,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_5ebefc2c5944,A0A8G1VGE4,named_predicted,C2,D2,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_5ebefc2c5944,A0A8H6X4P6,sequence_diversity,D2,B2,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_92f6ef4d14a5,A0A073JWZ7,best_available_evidence,A2,D2,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_92f6ef4d14a5,A0A8J2YFJ9,homology_named,B2,B2,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_92f6ef4d14a5,A0A401L677,named_predicted,C2,C2,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_92f6ef4d14a5,A0A023DK02,sequence_diversity,D2,A2,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_2a8513f7b1f9,A0A0B4L8B1,evidence_anchor,A3,D3,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_2a8513f7b1f9,A0A402AA57,homology_named,B3,C3,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_2a8513f7b1f9,A0A8H4N306,named_predicted,C3,B3,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_2a8513f7b1f9,A0A081XQ53,sequence_diversity,D3,A3,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_0304c0087056,A0A2B7YDW3,evidence_anchor,A4,D4,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_0304c0087056,A0AA39ZVW1,homology_named,B4,A4,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_0304c0087056,A0A3D8S4U0,named_predicted,C4,C4,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_0304c0087056,A0A146GGI9,sequence_diversity,D4,B4,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_4c4ba4bc0549,A0A178WKN4,evidence_anchor,A3,B3,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_4c4ba4bc0549,A0A445LB24,homology_named,B3,D3,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_4c4ba4bc0549,A0A1P8ARV6,named_predicted,C3,A3,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_4c4ba4bc0549,A0A1D6H0C1,sequence_diversity,D3,C3,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_455979525191,A0A1Q2T277,evidence_anchor,A4,A4,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_455979525191,A0ABQ8DC62,homology_named,B4,B4,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_455979525191,A0A0G4PTQ2,named_predicted,C4,D4,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_455979525191,A0A394DN91,sequence_diversity,D4,C4,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_000c8b710696,A0A2B7YDW3,evidence_anchor,A5,C5,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_000c8b710696,A0A423PWV2,homology_named,B5,B5,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_000c8b710696,A0AAV7ZQJ1,named_predicted,C5,A5,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_000c8b710696,A0A0C1V517,sequence_diversity,D5,D5,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_747e48195053,A0A1B0YNZ6,evidence_anchor,A5,D5,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_747e48195053,A0A9P6L8C9,homology_named,B5,A5,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_747e48195053,A0AAD8HV89,named_predicted,C5,C5,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_747e48195053,M5FSC0,sequence_diversity,D5,B5,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_22bda90ee992,A0A088CN86,evidence_anchor,A6,C6,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_22bda90ee992,A0A9W9SNV2,homology_named,B6,D6,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_22bda90ee992,A0A8T2Q035,named_predicted,C6,B6,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_22bda90ee992,G5CV36,sequence_diversity,D6,A6,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_c4cfcdfee60d,A0ABS0TW80,best_available_evidence,A7,B7,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_c4cfcdfee60d,A0ABU5FFV3,homology_named,B7,C7,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_c4cfcdfee60d,I2MV26,named_predicted,C7,A7,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_c4cfcdfee60d,A0A6A5SNU8,sequence_diversity,D7,D7,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_be815318a50a,A0A8T9VVV6,evidence_anchor,A8,B8,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_be815318a50a,A0A1V0U115,homology_named,B8,C8,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_be815318a50a,W6XUP0,named_predicted,C8,D8,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_be815318a50a,A0A7H8NGJ2,sequence_diversity,D8,A8,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_fc09735a9f8b,A0A8F9UAD9,evidence_anchor,A9,A9,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_fc09735a9f8b,A8NIJ1,homology_named,B9,B9,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_fc09735a9f8b,A0A4U6V6D5,named_predicted,C9,C9,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_fc09735a9f8b,A0ABQ5XSL6,sequence_diversity,D9,D9,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_4fcf7c82c333,A0A0M4M0A1,evidence_anchor,A6,D6,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_4fcf7c82c333,A0A1M7BT67,homology_named,B6,A6,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_4fcf7c82c333,S8AS28,named_predicted,C6,B6,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_4fcf7c82c333,R9WS05,sequence_diversity,D6,C6,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_66c7e35bfd6a,A0A0B4L8B1,evidence_anchor,A10,C10,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_66c7e35bfd6a,A0ABT4A0Q6,homology_named,B10,A10,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_66c7e35bfd6a,A0ABP6UJY8,named_predicted,C10,D10,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_66c7e35bfd6a,A0A5B8JBT0,sequence_diversity,D10,B10,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_6bd0977b42d0,A0A6B7LI86,evidence_anchor,A11,A11,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_6bd0977b42d0,A0ABR0SIR6,homology_named,B11,D11,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_6bd0977b42d0,A0AAV0J563,named_predicted,C11,C11,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_6bd0977b42d0,A0A9Q0SX83,sequence_diversity,D11,B11,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_aecc694cdc8f,A0A0N7KSJ7,evidence_anchor,A7,B7,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_aecc694cdc8f,A0A103XEQ4,homology_named,B7,D7,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_aecc694cdc8f,A0A1Q2T277,named_predicted,C7,A7,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_aecc694cdc8f,A0AAN8VD91,sequence_diversity,D7,C7,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_8d2492a66172,A0A482AQY0,evidence_anchor,A8,C8,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_8d2492a66172,A0A067KB09,homology_named,B8,B8,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_8d2492a66172,A0A443NJD0,named_predicted,C8,D8,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_8d2492a66172,A0A077HAK5,sequence_diversity,D8,A8,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_23b0ccdf5255,A0A7G5KLV4,evidence_anchor,A9,A9,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_23b0ccdf5255,A0AAP2CJ22,homology_named,B9,C9,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_23b0ccdf5255,A0A139X064,named_predicted,C9,B9,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_23b0ccdf5255,A0ABT7Z3V6,sequence_diversity,D9,D9,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_63e6da659221,G5EKM9,evidence_anchor,A10,B10,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_63e6da659221,A0A1E7LR79,homology_named,B10,C10,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_63e6da659221,A0A918YQ92,named_predicted,C10,D10,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_63e6da659221,A0A6A6GSH9,sequence_diversity,D10,A10,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_9c359e8d58c7,A0A6G7GHS9,evidence_anchor,A11,D11,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_9c359e8d58c7,A0ABR4FUT3,homology_named,B11,A11,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_9c359e8d58c7,A0AAN7AFX1,named_predicted,C11,B11,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_9c359e8d58c7,A0A2B7YZM9,sequence_diversity,D11,C11,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_cda281fba2bd,A0A7W7L8K6,best_available_evidence,A12,C12,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_cda281fba2bd,A0A2T0T6H6,homology_named,B12,D12,DC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_cda281fba2bd,A0ABV9ES13,named_predicted,C12,A12,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P02,MARTS_EXT_RXN_cda281fba2bd,A0ABT5FUT5,sequence_diversity,D12,B12,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_96ac57c79326,A0A2S1JL02,evidence_anchor,A12,A12,AC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_96ac57c79326,A0AAD5VA66,homology_named,B12,B12,BC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_96ac57c79326,A0A5P1FHD2,named_predicted,C12,C12,CC1
uniprot_rescue,TPS_UNIPROT_RESCUE_P01,MARTS_EXT_RXN_96ac57c79326,A0A0A7DNP0,sequence_diversity,D12,D12,DC1
