direction,budget,query_id,n_occurrences,best_positive_rank,benchmark_candidate_count,nonconformity_score,query_applicability_score,applicability_group,holdout_partition
reaction_to_enzyme,3,MARTS_RXN_4b410b511327a71c,1,40,1421,0.027464788732394368,0.42200594169471345,weak,test
reaction_to_enzyme,3,MARTS_RXN_4ceba15356bf3b90,1,679,1421,0.47746478873239434,0.4498988163030764,weak,test
reaction_to_enzyme,3,MARTS_RXN_4d9779092922e63a,1,895,1421,0.6295774647887324,0.41096103665018807,weak,test
reaction_to_enzyme,3,MARTS_RXN_4e8885af0277ca69,1,872,1421,0.6133802816901408,0.3488707686383845,weak,test
reaction_to_enzyme,3,MARTS_RXN_4f0796dda836bdc5,1,436,1421,0.30633802816901406,0.5604803984382869,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_4ffa9a18599ed8bf,2,376,1421,0.2640845070422535,0.48541919918704324,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_51c6e7c89344a669,3,200,1421,0.14014084507042254,0.6161955876402071,weak,test
reaction_to_enzyme,3,MARTS_RXN_5298c5c71be13322,1,181,1421,0.1267605633802817,0.5999564754555752,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_529b3e1ea6d5d85a,1,82,1421,0.05704225352112676,0.6059132370465043,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_54f511ec76329856,1,294,1421,0.2063380281690141,0.4885097463825963,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_55f4259a8324fd93,1,1350,1421,0.95,0.2598330632923694,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_574cd0378c5f164d,1,46,1421,0.03169014084507042,0.4150711252201145,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_5834b8bc5c28c360,1,215,1421,0.15070422535211267,0.6106163932437896,moderate,test
reaction_to_enzyme,3,MARTS_RXN_5904725d5317baab,1,101,1421,0.07042253521126761,0.40664770892773816,weak,test
reaction_to_enzyme,3,MARTS_RXN_5c2828b66ca05388,2,52,1421,0.03591549295774648,0.5991065399051989,weak,test
reaction_to_enzyme,3,MARTS_RXN_5e756bc9af8160fa,1,643,1421,0.45211267605633804,0.6883270629653653,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_5ebefc2c594480ea,2,324,1421,0.22746478873239437,0.4366652711214387,weak,test
reaction_to_enzyme,3,MARTS_RXN_5f75005031269547,1,525,1421,0.36901408450704226,0.6709488975349254,moderate,test
reaction_to_enzyme,3,MARTS_RXN_605fa04e84674359,1,1221,1421,0.8591549295774648,0.7558270027793533,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_6290a24f780c8fab,1,639,1421,0.44929577464788734,0.4470504062132109,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_6314ab7563ea004f,1,2,1421,0.0007042253521126761,0.630702499908468,moderate,test
reaction_to_enzyme,3,MARTS_RXN_6385ac1fa7a9794c,1,1006,1421,0.7077464788732394,0.38937644039455915,weak,test
reaction_to_enzyme,3,MARTS_RXN_66951c0e7ed9196f,1,893,1421,0.6281690140845071,0.534645537413474,weak,test
reaction_to_enzyme,3,MARTS_RXN_66c7e35bfd6ad52c,1,662,1421,0.46549295774647886,0.5073469133449704,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_66d9eb264140e204,1,26,1421,0.017605633802816902,0.5873599460075386,weak,test
reaction_to_enzyme,3,MARTS_RXN_68261f5fd64cc84a,1,76,1421,0.0528169014084507,0.5027864342462312,weak,test
reaction_to_enzyme,3,MARTS_RXN_68d7c7a6b97fc6da,3,22,1421,0.014788732394366197,0.7123418773905487,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_6b2dcf26c8922a57,1,268,1421,0.1880281690140845,0.5882377806997631,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_6c7d3c1df7ff6c27,1,118,1421,0.0823943661971831,0.43078961824112877,weak,test
reaction_to_enzyme,3,MARTS_RXN_6d6aa67d85ada1bf,2,26,1421,0.017605633802816902,0.649088304511656,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_714817f4ca78ea2c,1,1312,1421,0.9232394366197183,0.4745270276329969,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_71aa03bcb508917c,1,166,1421,0.11619718309859155,0.6740426966002374,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_71bb2acc38afd616,1,180,1421,0.126056338028169,0.42106789678759915,weak,test
reaction_to_enzyme,3,MARTS_RXN_7345bb901e40f13b,1,56,1421,0.03873239436619718,0.6515085853128653,moderate,test
reaction_to_enzyme,3,MARTS_RXN_747e481950538f21,2,511,1421,0.3591549295774648,0.5872517210631728,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_76627c4c8e958b6b,1,358,1421,0.25140845070422535,0.41763850998061375,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_769df5ece0f33f46,3,575,1421,0.4042253521126761,0.7191452511349578,moderate,test
reaction_to_enzyme,3,MARTS_RXN_771248cd18de39ed,1,114,1421,0.0795774647887324,0.5363943609910135,weak,test
reaction_to_enzyme,3,MARTS_RXN_781f3e745c61d66f,1,130,1421,0.09084507042253522,0.47098944286489025,weak,test
reaction_to_enzyme,3,MARTS_RXN_78399ec4fc85c2fe,1,168,1421,0.1176056338028169,0.44477068176657597,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_7844025b037230bb,1,132,1421,0.09225352112676057,0.49213675144613284,weak,test
reaction_to_enzyme,3,MARTS_RXN_78f709de4b7cf2ac,1,8,1421,0.004929577464788733,0.7478742938887573,moderate,test
reaction_to_enzyme,3,MARTS_RXN_79368a2476ac3bf7,1,6,1421,0.0035211267605633804,0.6947128063577616,moderate,test
reaction_to_enzyme,3,MARTS_RXN_7b0cfb7bb82c4ca3,2,978,1421,0.6880281690140845,0.5289799056545899,weak,test
reaction_to_enzyme,3,MARTS_RXN_7c41968d1cff8894,1,172,1421,0.12042253521126761,0.4043069777419624,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_848e51b53c9f935b,1,44,1421,0.03028169014084507,0.50343983115752,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_8551b0818261b1a3,1,53,1421,0.036619718309859155,0.5284511265432987,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_86983edabe8ca28b,1,7,1421,0.004225352112676056,0.6083411749659948,moderate,test
reaction_to_enzyme,3,MARTS_RXN_86a30d47d9f48e4c,1,10,1421,0.006338028169014085,0.5597222995016043,weak,test
reaction_to_enzyme,3,MARTS_RXN_86ad65662f492c15,1,379,1421,0.2661971830985915,0.8109117010296375,strong,calibration
reaction_to_enzyme,3,MARTS_RXN_86ce128d7d61cd1d,1,314,1421,0.22042253521126762,0.7143729827871922,moderate,test
reaction_to_enzyme,3,MARTS_RXN_87203dec8e34c9ec,1,8,1421,0.004929577464788733,0.766812967473889,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_877408d79e1b5e00,1,1053,1421,0.7408450704225352,0.3912094398250098,weak,test
reaction_to_enzyme,3,MARTS_RXN_8b03f1de5fceaefb,1,2,1421,0.0007042253521126761,0.764144956052176,moderate,test
reaction_to_enzyme,3,MARTS_RXN_8c6cae136e8be45f,1,1070,1421,0.7528169014084507,0.7867355121004765,moderate,test
reaction_to_enzyme,3,MARTS_RXN_8d049834636c4bf1,1,16,1421,0.01056338028169014,0.845266434737579,strong,calibration
reaction_to_enzyme,3,MARTS_RXN_8d2492a66172fc60,2,261,1421,0.18309859154929578,0.4066666617862408,weak,test
reaction_to_enzyme,3,MARTS_RXN_8d7f7dd54117072a,1,994,1421,0.6992957746478873,0.5098741433553599,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_908734b433c369e2,1,314,1421,0.22042253521126762,0.46571173567779733,weak,test
reaction_to_enzyme,3,MARTS_RXN_90bccccecf9cfb07,1,3,1421,0.0014084507042253522,0.3470318733645562,weak,test
reaction_to_enzyme,3,MARTS_RXN_9239c973f487b019,1,302,1421,0.2119718309859155,0.5526268326291979,weak,test
reaction_to_enzyme,3,MARTS_RXN_932a9e24c66214c5,1,531,1421,0.3732394366197183,0.48922118281841126,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_96ac57c793266e5e,2,533,1421,0.37464788732394366,0.5687270997029373,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_9799d98e2a755a35,1,1241,1421,0.8732394366197183,0.7786886078203825,moderate,test
reaction_to_enzyme,3,MARTS_RXN_9864ce62f34c27cb,1,400,1421,0.28098591549295776,0.5084509470602974,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_98758b30deafb117,1,589,1421,0.4140845070422535,0.3640527492644491,weak,test
reaction_to_enzyme,3,MARTS_RXN_9927ff5db9e4a239,1,38,1421,0.026056338028169014,0.47112844709909485,weak,test
reaction_to_enzyme,3,MARTS_RXN_9aca0b07537d223f,1,846,1421,0.5950704225352113,0.6287033094865341,moderate,test
reaction_to_enzyme,3,MARTS_RXN_9bfd169ae97ddf61,4,136,1421,0.09507042253521127,0.8440642923059534,strong,calibration
reaction_to_enzyme,3,MARTS_RXN_9c359e8d58c70d61,1,26,1421,0.017605633802816902,0.7954484830850761,moderate,test
reaction_to_enzyme,3,MARTS_RXN_9c7db311ef6f788e,1,523,1421,0.3676056338028169,0.5362067406288771,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_9d212bb942092d78,1,611,1421,0.4295774647887324,0.40992096284777113,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_a1bdb236418d6df7,1,3,1421,0.0014084507042253522,0.733640569576173,moderate,test
reaction_to_enzyme,3,MARTS_RXN_a330ce4c40995688,1,224,1421,0.15704225352112677,0.6724100914525215,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_a3395ba9b8c61185,1,27,1421,0.018309859154929577,0.7241008775416037,moderate,test
reaction_to_enzyme,3,MARTS_RXN_a3e15b2ae79d1153,1,284,1421,0.19929577464788734,0.7586539343917598,moderate,test
reaction_to_enzyme,3,MARTS_RXN_a40190329c758c7f,1,557,1421,0.39154929577464787,0.7641592167160915,moderate,test
reaction_to_enzyme,3,MARTS_RXN_a5374cc39ade96ae,1,93,1421,0.0647887323943662,0.5590895693086193,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_a78f2392f8c21c04,2,1069,1421,0.752112676056338,0.5117236177598143,weak,test
reaction_to_enzyme,3,MARTS_RXN_a835c7512bd8dffd,1,979,1421,0.6887323943661972,0.4210399158374128,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_a9c17147ad90cb93,1,243,1421,0.1704225352112676,0.6758901399717735,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_aaa305f17a3010cd,1,41,1421,0.028169014084507043,0.7257077227407558,moderate,test
reaction_to_enzyme,3,MARTS_RXN_ad8e38949c9e302b,1,155,1421,0.10845070422535211,0.3627147679050133,weak,test
reaction_to_enzyme,3,MARTS_RXN_b1f6de0feffa6a5e,1,8,1421,0.004929577464788733,0.45200473854883,weak,test
reaction_to_enzyme,3,MARTS_RXN_b3860010df2b771f,1,14,1421,0.009154929577464789,0.7089162171495815,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_b3c865336ac365fa,1,60,1421,0.04154929577464789,0.7435189674140995,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_b44a6383dd2aaa1e,1,1269,1421,0.8929577464788733,0.44591824391433293,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_b72409fe507d2e20,1,12,1421,0.007746478873239437,0.4123590219351558,weak,test
reaction_to_enzyme,3,MARTS_RXN_b89583d7f0d90b88,1,32,1421,0.021830985915492956,0.4812998399586158,weak,test
reaction_to_enzyme,3,MARTS_RXN_bac5b3b4b30df15d,1,3,1421,0.0014084507042253522,0.545647209063422,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_bb0c8b67ae81b96c,1,80,1421,0.05563380281690141,0.5919181737523261,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_be324f8633fc718b,2,36,1421,0.02464788732394366,0.5093585900252672,weak,test
reaction_to_enzyme,3,MARTS_RXN_be815318a50a29dc,1,424,1421,0.29788732394366196,0.6904065800263022,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_bf12f5d59166518d,1,561,1421,0.39436619718309857,0.7711745338528232,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_c0d41a7707a36816,1,294,1421,0.2063380281690141,0.6989109042548353,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_c29f1cca3044ee37,4,271,1421,0.19014084507042253,0.5814499368593803,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_c2e48d0936622fb5,1,500,1421,0.35140845070422533,0.6546981684966489,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_c38237fa511c255a,1,107,1421,0.07464788732394366,0.7806075289704417,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_c47716e3c171dcec,1,423,1421,0.2971830985915493,0.6040757393000505,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_c4cfcdfee60d6644,1,1088,1421,0.7654929577464789,0.29620946411299215,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_c7f62ba677aef5ac,1,412,1421,0.28943661971830986,0.4814416715616752,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_c82f9ce748cd25cd,1,24,1421,0.01619718309859155,0.713228581145405,moderate,test
reaction_to_enzyme,3,MARTS_RXN_c9b279de04421c5d,3,452,1421,0.3176056338028169,0.4784318642721459,weak,test
reaction_to_enzyme,3,MARTS_RXN_cab46dc67f5d9643,1,694,1421,0.4880281690140845,0.5639241593914109,weak,test
reaction_to_enzyme,3,MARTS_RXN_cda281fba2bde3f9,1,469,1421,0.3295774647887324,0.7463303798878085,moderate,test
reaction_to_enzyme,3,MARTS_RXN_cffca17c4e58c2b9,1,335,1421,0.2352112676056338,0.475968889208374,weak,test
reaction_to_enzyme,3,MARTS_RXN_d0c235775bc5fa24,1,60,1421,0.04154929577464789,0.715848526374049,moderate,test
reaction_to_enzyme,3,MARTS_RXN_d147768eaf206e54,1,538,1421,0.37816901408450704,0.4656501426368734,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_d1d507ef878dbc29,1,21,1421,0.014084507042253521,0.78381792020746,moderate,test
reaction_to_enzyme,3,MARTS_RXN_d4bafc235050ff51,1,293,1421,0.2056338028169014,0.5308920493538534,weak,test
reaction_to_enzyme,3,MARTS_RXN_d4f733465fb3692b,1,219,1421,0.15352112676056337,0.5409007371202895,weak,test
reaction_to_enzyme,3,MARTS_RXN_d86b1fdbc72dc191,3,1413,1421,0.9943661971830986,0.7459098524784852,moderate,test
reaction_to_enzyme,3,MARTS_RXN_dd89a5b3606fb5ca,3,1116,1421,0.7852112676056338,0.35543425013246793,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_de164cb3f0e10ea4,4,68,1421,0.047183098591549295,0.6857248615581512,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_df06835b65dd8073,1,22,1421,0.014788732394366197,0.7646567728439835,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_df3107f9c1032e3d,1,94,1421,0.06549295774647887,0.5408111280889298,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_e056c9e6d498412e,1,42,1421,0.028873239436619718,0.5970515101558379,weak,test
reaction_to_enzyme,3,MARTS_RXN_e266d387018a41d7,1,487,1421,0.34225352112676055,0.37637598639071196,weak,test
reaction_to_enzyme,3,MARTS_RXN_e71ff45cbd78c666,1,273,1421,0.19154929577464788,0.6355237930655269,moderate,test
reaction_to_enzyme,3,MARTS_RXN_e7770b1f70c76223,1,543,1421,0.3816901408450704,0.2723757325732492,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_e9ed9dc21c00f52b,1,25,1421,0.016901408450704224,0.5281483409546538,weak,test
reaction_to_enzyme,3,MARTS_RXN_eba646fdd0707683,1,999,1421,0.7028169014084507,0.7149774040488815,moderate,test
reaction_to_enzyme,3,MARTS_RXN_ecb0de88d8e06b4c,1,7,1421,0.004225352112676056,0.5801101208914833,weak,test
reaction_to_enzyme,3,MARTS_RXN_ed3cf125a033969c,1,295,1421,0.20704225352112676,0.5143540837908211,weak,test
reaction_to_enzyme,3,MARTS_RXN_ed65fc0ae86103c3,4,357,1421,0.2507042253521127,0.5992979291833842,weak,test
reaction_to_enzyme,3,MARTS_RXN_eddada43cb766fb4,1,70,1421,0.048591549295774646,0.4502397362054712,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_eec1da2d17062901,2,96,1421,0.06690140845070422,0.6472587384637802,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_efd2739d909f2991,1,212,1421,0.14859154929577464,0.45699198509886113,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_f0fe69f8e0b7d8e9,1,598,1421,0.4204225352112676,0.7062588082817476,moderate,test
reaction_to_enzyme,3,MARTS_RXN_f12698751b7a845b,1,6,1421,0.0035211267605633804,0.618251880526295,moderate,test
reaction_to_enzyme,3,MARTS_RXN_f5414ceb0f1f5ab4,1,37,1421,0.02535211267605634,0.43874584961721946,weak,test
reaction_to_enzyme,3,MARTS_RXN_f7cc3793e8fe05f4,1,231,1421,0.1619718309859155,0.8105027442444139,strong,calibration
reaction_to_enzyme,3,MARTS_RXN_fa03c166bbd74319,1,327,1421,0.2295774647887324,0.7675255570297552,moderate,calibration
reaction_to_enzyme,3,MARTS_RXN_fa0e122a530ffc89,1,30,1421,0.020422535211267606,0.4898639907402687,weak,test
reaction_to_enzyme,3,MARTS_RXN_faf8834b256f41eb,2,364,1421,0.2556338028169014,0.5019516644089695,weak,calibration
reaction_to_enzyme,3,MARTS_RXN_fb686c0d23a3ed03,2,1058,1421,0.7443661971830986,0.40305109658463895,weak,test
reaction_to_enzyme,3,MARTS_RXN_fd49ae10b01dfae9,1,531,1421,0.3732394366197183,0.7906112940995071,moderate,test
reaction_to_enzyme,10,MARTS_RXN_029b92fe95def7ba,1,1074,1421,0.7556338028169014,0.6982275708745405,moderate,test
reaction_to_enzyme,10,MARTS_RXN_0304c008705652f9,1,61,1421,0.04225352112676056,0.6771125348207,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_033964ff02d82d4e,1,107,1421,0.07464788732394366,0.47965344973374174,weak,test
reaction_to_enzyme,10,MARTS_RXN_035143e0b4ac708f,1,430,1421,0.302112676056338,0.5678818830415845,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_055064ae05a5ffc0,1,90,1421,0.06267605633802817,0.5130143032021749,weak,test
reaction_to_enzyme,10,MARTS_RXN_0601074748a9cf41,1,24,1421,0.01619718309859155,0.5105673697185936,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_0718113ff7068076,2,1059,1421,0.7450704225352113,0.5338626805021577,weak,test
reaction_to_enzyme,10,MARTS_RXN_07865104318f5787,1,857,1421,0.6028169014084507,0.6385148601186735,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_08a2e34a37c324e8,1,1,1421,0.0,0.4834369322563538,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_0aa1aeb0f8d8f23a,2,741,1421,0.5211267605633803,0.5345205082334354,weak,test
reaction_to_enzyme,10,MARTS_RXN_0b0f5e083f773cac,3,596,1421,0.41901408450704225,0.52797391040371,weak,test
reaction_to_enzyme,10,MARTS_RXN_0bc621c08854694f,1,743,1421,0.5225352112676056,0.5180507611868833,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_0d75732112ff40fa,1,22,1421,0.014788732394366197,0.6592720155130776,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_0e08d025745c0527,1,807,1421,0.5676056338028169,0.5241936392141274,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_0e80c1eb7cd88556,1,301,1421,0.2112676056338028,0.5685423668618005,weak,test
reaction_to_enzyme,10,MARTS_RXN_0fa82c3b7c55ea30,2,62,1421,0.04295774647887324,0.6371846166056122,weak,test
reaction_to_enzyme,10,MARTS_RXN_12ea767952411492,1,1265,1421,0.8901408450704226,0.6424029522749931,moderate,test
reaction_to_enzyme,10,MARTS_RXN_1428f098b24c82b2,1,823,1421,0.5788732394366197,0.6879567779700285,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_16e609c93e52c631,1,57,1421,0.03943661971830986,0.5429637229105155,weak,test
reaction_to_enzyme,10,MARTS_RXN_193d44981939312b,1,548,1421,0.3852112676056338,0.5709887182019974,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_1c2da1449873c23c,1,66,1421,0.045774647887323945,0.5348203084514789,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_1d852b407f95b2b1,1,70,1421,0.048591549295774646,0.6752251463548635,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_22bda90ee992550a,1,10,1421,0.006338028169014085,0.7844395186632349,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_237f1c153ad64a02,1,77,1421,0.05352112676056338,0.6743248858754523,moderate,test
reaction_to_enzyme,10,MARTS_RXN_23b0ccdf525591f4,1,53,1421,0.036619718309859155,0.5606216431671405,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_2554ee320331a2bb,2,1036,1421,0.7288732394366197,0.5099122135677738,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_27964350d2e04d49,1,371,1421,0.2605633802816901,0.467155355879348,weak,test
reaction_to_enzyme,10,MARTS_RXN_29704a84d49c8b3b,1,9,1421,0.005633802816901409,0.6803562155337263,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_2a8513f7b1f9b3aa,1,824,1421,0.5795774647887324,0.5729541112546086,weak,test
reaction_to_enzyme,10,MARTS_RXN_2d4d4df1341bbfa9,1,35,1421,0.023943661971830985,0.5249815747071338,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_2d848cafa6c3ce23,1,779,1421,0.547887323943662,0.36264700781801795,weak,test
reaction_to_enzyme,10,MARTS_RXN_2e27139e482a6dfd,4,239,1421,0.1676056338028169,0.49821056743826153,weak,test
reaction_to_enzyme,10,MARTS_RXN_2e59d1c7b929f7af,1,382,1421,0.26830985915492955,0.43222620178512916,weak,test
reaction_to_enzyme,10,MARTS_RXN_2e5de5bb57ab7647,1,141,1421,0.09859154929577464,0.7424280461705761,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_2ffb342ca0601b18,1,124,1421,0.08661971830985915,0.5164577266554733,weak,test
reaction_to_enzyme,10,MARTS_RXN_308ae5d61a8d303e,2,177,1421,0.12394366197183099,0.4937713687390956,weak,test
reaction_to_enzyme,10,MARTS_RXN_318de1e2f8806642,1,191,1421,0.13380281690140844,0.5704369718993305,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_324ed07f2f6e2223,1,3,1421,0.0014084507042253522,0.5690166381144709,weak,test
reaction_to_enzyme,10,MARTS_RXN_33b3f74378db9fa9,2,125,1421,0.08732394366197183,0.38616168060314193,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_37c622385e922d2e,1,2,1421,0.0007042253521126761,0.6013905654095564,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_380c83705f05e5c5,1,2,1421,0.0007042253521126761,0.48675876314675126,weak,test
reaction_to_enzyme,10,MARTS_RXN_3abc72608e40ec3b,1,320,1421,0.22464788732394367,0.7261315720696524,moderate,test
reaction_to_enzyme,10,MARTS_RXN_3ae1fc659b1448c6,2,238,1421,0.16690140845070423,0.4695376377044003,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_3d09cb5fb80099ee,1,34,1421,0.02323943661971831,0.4318588841504176,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_3fcdccf20787302c,1,158,1421,0.11056338028169015,0.6619707618742487,moderate,test
reaction_to_enzyme,10,MARTS_RXN_4016ec72d95af8ca,1,57,1421,0.03943661971830986,0.6184231141633825,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_412a1f752827b429,1,7,1421,0.004225352112676056,0.7783881393048195,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_4356ef28995dc307,1,8,1421,0.004929577464788733,0.507520038727689,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_45be1b4caa766730,1,1176,1421,0.8274647887323944,0.5467041877021375,weak,test
reaction_to_enzyme,10,MARTS_RXN_4959109219e54711,1,721,1421,0.5070422535211268,0.4681947774179101,weak,test
reaction_to_enzyme,10,MARTS_RXN_4b39e8d478cede47,1,18,1421,0.011971830985915493,0.5806191833571497,weak,test
reaction_to_enzyme,10,MARTS_RXN_4b410b511327a71c,1,40,1421,0.027464788732394368,0.42818556697069654,weak,test
reaction_to_enzyme,10,MARTS_RXN_4ceba15356bf3b90,1,679,1421,0.47746478873239434,0.4587217382842318,weak,test
reaction_to_enzyme,10,MARTS_RXN_4d9779092922e63a,1,895,1421,0.6295774647887324,0.4389008718243557,weak,test
reaction_to_enzyme,10,MARTS_RXN_4e8885af0277ca69,1,872,1421,0.6133802816901408,0.37512284293325027,weak,test
reaction_to_enzyme,10,MARTS_RXN_4f0796dda836bdc5,1,436,1421,0.30633802816901406,0.5712799248679298,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_4ffa9a18599ed8bf,2,376,1421,0.2640845070422535,0.4821581007531565,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_51c6e7c89344a669,3,200,1421,0.14014084507042254,0.6060114240960714,weak,test
reaction_to_enzyme,10,MARTS_RXN_5298c5c71be13322,1,181,1421,0.1267605633802817,0.5668223581031465,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_529b3e1ea6d5d85a,1,82,1421,0.05704225352112676,0.5326179011832246,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_54f511ec76329856,1,294,1421,0.2063380281690141,0.48957585391800046,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_55f4259a8324fd93,1,1350,1421,0.95,0.2619887724784647,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_574cd0378c5f164d,1,46,1421,0.03169014084507042,0.43020408629791035,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_5834b8bc5c28c360,1,215,1421,0.15070422535211267,0.5968551661749649,weak,test
reaction_to_enzyme,10,MARTS_RXN_5904725d5317baab,1,101,1421,0.07042253521126761,0.4224246873747639,weak,test
reaction_to_enzyme,10,MARTS_RXN_5c2828b66ca05388,2,52,1421,0.03591549295774648,0.67376151432819,moderate,test
reaction_to_enzyme,10,MARTS_RXN_5e756bc9af8160fa,1,643,1421,0.45211267605633804,0.6203971380815709,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_5ebefc2c594480ea,2,324,1421,0.22746478873239437,0.5199312021203407,weak,test
reaction_to_enzyme,10,MARTS_RXN_5f75005031269547,1,525,1421,0.36901408450704226,0.6454842208995074,moderate,test
reaction_to_enzyme,10,MARTS_RXN_605fa04e84674359,1,1221,1421,0.8591549295774648,0.667754210922611,moderate,calibration
reaction_to_enzyme,10,MARTS_RXN_6290a24f780c8fab,1,639,1421,0.44929577464788734,0.4762052276772729,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_6314ab7563ea004f,1,2,1421,0.0007042253521126761,0.6222403488733197,moderate,test
reaction_to_enzyme,10,MARTS_RXN_6385ac1fa7a9794c,1,1006,1421,0.7077464788732394,0.39309143934174395,weak,test
reaction_to_enzyme,10,MARTS_RXN_66951c0e7ed9196f,1,893,1421,0.6281690140845071,0.5632629066962089,weak,test
reaction_to_enzyme,10,MARTS_RXN_66c7e35bfd6ad52c,1,662,1421,0.46549295774647886,0.5142345128995488,weak,calibration
reaction_to_enzyme,10,MARTS_RXN_66d9eb264140e204,1,26,1421,0.017605633802816902,0.5660671436891027,weak,test
reaction_to_enzyme,10,MARTS_RXN_68261f5fd64cc84a,1,76,1421,0.0528169014084507,0.5711703817299613,weak,test
reaction_to_enzyme,10,MARTS_RXN_68d7c7a6b97fc6da,3,22,1421,0.014788732394366197,0.7443015113208652,moderate,calibration
