epoch,hard_negatives,random_negatives,loss,r2e_contrastive,e2r_contrastive,r2e_topk,e2r_topk
1,80,8,7.0803297996521,5.594289000829061,5.846577787399292,1.24406525293986,1.7983615318934123
2,80,8,4.422310344378153,3.731421422958374,2.843506332238515,1.0969097008307775,0.6314221973220507
3,80,8,3.516251035531362,3.0657448609670004,2.0693433264891308,0.8823305775721868,0.4393174265821775
4,80,8,2.998668944835663,2.679723111788432,1.696366399526596,0.7372905731201171,0.32616490945219995
5,80,8,2.643633608023326,2.383537981907527,1.5068091710408529,0.6267718359827995,0.2812466328342756
6,80,8,2.4153961022694905,2.190857567389806,1.3843250761429469,0.5665109813213348,0.23313533402979375
7,80,8,2.143958689769109,1.9626375257968902,1.20738434890906,0.5007841780781745,0.1911606952548027
8,80,8,2.0554553270339966,1.8759979446729025,1.2093314935763677,0.45926841646432875,0.1932314882054925
