epoch,hard_negatives,random_negatives,loss,r2e_contrastive,e2r_contrastive,r2e_topk,e2r_topk
1,80,8,7.060864432652791,5.557268198331197,5.85204050540924,1.2657180627187092,1.7638729423284532
2,80,8,4.4864651997884115,3.6880438844362895,3.1224488894144695,1.071424318353335,0.7270092512170474
3,80,8,3.4479272961616516,2.928636689980825,2.2407251397768655,0.8338322381178538,0.47327167391777036
4,80,8,2.9324393192927043,2.5355493148167927,1.8921310285727182,0.6807093168298404,0.37806328882773715
5,80,8,2.541303531328837,2.252321708202362,1.5872090140978494,0.5772387266159058,0.2814951108147701
6,80,8,2.317612067858378,2.04126531680425,1.493645570675532,0.5202599912881851,0.2548356554160515
7,80,8,2.0446710427602133,1.830722051858902,1.3015263646841049,0.444382514556249,0.20546642653644084
8,80,8,1.958865334590276,1.7504854242006938,1.2655866970618566,0.41846201494336127,0.2030870236456394
