row,1,2,3,4,5,6,7,8,9,10,11,12
A,MARTS_EXT_RXN_be815318a50a|uniprot_rescue_candidate|A0A8T9VVV6,MARTS_EXT_RXN_fc09735a9f8b|uniprot_rescue_candidate|A0A8F9UAD9,MARTS_EXT_RXN_4fcf7c82c333|uniprot_rescue_candidate|A0A0M4M0A1,MARTS_EXT_RXN_66c7e35bfd6a|uniprot_rescue_candidate|A0A0B4L8B1,MARTS_EXT_RXN_6bd0977b42d0|uniprot_rescue_candidate|A0A6B7LI86,MARTS_EXT_RXN_aecc694cdc8f|uniprot_rescue_candidate|A0A0N7KSJ7,MARTS_EXT_RXN_8d2492a66172|uniprot_rescue_candidate|A0A482AQY0,MARTS_EXT_RXN_23b0ccdf5255|uniprot_rescue_candidate|A0A7G5KLV4,MARTS_EXT_RXN_63e6da659221|uniprot_rescue_candidate|G5EKM9,MARTS_EXT_RXN_9c359e8d58c7|uniprot_rescue_candidate|A0A6G7GHS9,MARTS_EXT_RXN_cda281fba2bd|uniprot_rescue_candidate|A0A7W7L8K6,MARTS_EXT_RXN_96ac57c79326|uniprot_rescue_candidate|A0A2S1JL02
B,MARTS_EXT_RXN_be815318a50a|uniprot_rescue_candidate|A0A1V0U115,MARTS_EXT_RXN_fc09735a9f8b|uniprot_rescue_candidate|A8NIJ1,MARTS_EXT_RXN_4fcf7c82c333|uniprot_rescue_candidate|A0A1M7BT67,MARTS_EXT_RXN_66c7e35bfd6a|uniprot_rescue_candidate|A0ABT4A0Q6,MARTS_EXT_RXN_6bd0977b42d0|uniprot_rescue_candidate|A0ABR0SIR6,MARTS_EXT_RXN_aecc694cdc8f|uniprot_rescue_candidate|A0A103XEQ4,MARTS_EXT_RXN_8d2492a66172|uniprot_rescue_candidate|A0A067KB09,MARTS_EXT_RXN_23b0ccdf5255|uniprot_rescue_candidate|A0AAP2CJ22,MARTS_EXT_RXN_63e6da659221|uniprot_rescue_candidate|A0A1E7LR79,MARTS_EXT_RXN_9c359e8d58c7|uniprot_rescue_candidate|A0ABR4FUT3,MARTS_EXT_RXN_cda281fba2bd|uniprot_rescue_candidate|A0A2T0T6H6,MARTS_EXT_RXN_96ac57c79326|uniprot_rescue_candidate|A0AAD5VA66
C,MARTS_EXT_RXN_be815318a50a|uniprot_rescue_candidate|W6XUP0,MARTS_EXT_RXN_fc09735a9f8b|uniprot_rescue_candidate|A0A4U6V6D5,MARTS_EXT_RXN_4fcf7c82c333|uniprot_rescue_candidate|S8AS28,MARTS_EXT_RXN_66c7e35bfd6a|uniprot_rescue_candidate|A0ABP6UJY8,MARTS_EXT_RXN_6bd0977b42d0|uniprot_rescue_candidate|A0AAV0J563,MARTS_EXT_RXN_aecc694cdc8f|uniprot_rescue_candidate|A0A1Q2T277,MARTS_EXT_RXN_8d2492a66172|uniprot_rescue_candidate|A0A443NJD0,MARTS_EXT_RXN_23b0ccdf5255|uniprot_rescue_candidate|A0A139X064,MARTS_EXT_RXN_63e6da659221|uniprot_rescue_candidate|A0A918YQ92,MARTS_EXT_RXN_9c359e8d58c7|uniprot_rescue_candidate|A0AAN7AFX1,MARTS_EXT_RXN_cda281fba2bd|uniprot_rescue_candidate|A0ABV9ES13,MARTS_EXT_RXN_96ac57c79326|uniprot_rescue_candidate|A0A5P1FHD2
D,MARTS_EXT_RXN_be815318a50a|uniprot_rescue_candidate|A0A7H8NGJ2,MARTS_EXT_RXN_fc09735a9f8b|uniprot_rescue_candidate|A0ABQ5XSL6,MARTS_EXT_RXN_4fcf7c82c333|uniprot_rescue_candidate|R9WS05,MARTS_EXT_RXN_66c7e35bfd6a|uniprot_rescue_candidate|A0A5B8JBT0,MARTS_EXT_RXN_6bd0977b42d0|uniprot_rescue_candidate|A0A9Q0SX83,MARTS_EXT_RXN_aecc694cdc8f|uniprot_rescue_candidate|A0AAN8VD91,MARTS_EXT_RXN_8d2492a66172|uniprot_rescue_candidate|A0A077HAK5,MARTS_EXT_RXN_23b0ccdf5255|uniprot_rescue_candidate|A0ABT7Z3V6,MARTS_EXT_RXN_63e6da659221|uniprot_rescue_candidate|A0A6A6GSH9,MARTS_EXT_RXN_9c359e8d58c7|uniprot_rescue_candidate|A0A2B7YZM9,MARTS_EXT_RXN_cda281fba2bd|uniprot_rescue_candidate|A0ABT5FUT5,MARTS_EXT_RXN_96ac57c79326|uniprot_rescue_candidate|A0A0A7DNP0
E,MARTS_EXT_RXN_be815318a50a|positive_control_primary|UPI41561.1,MARTS_EXT_RXN_fc09735a9f8b|positive_control_primary|G0Y7D2,MARTS_EXT_RXN_4fcf7c82c333|positive_control_primary|H8ZM70,MARTS_EXT_RXN_66c7e35bfd6a|positive_control_primary|A0A3M8F3X6,MARTS_EXT_RXN_6bd0977b42d0|positive_control_primary|U5PZT6,MARTS_EXT_RXN_aecc694cdc8f|positive_control_primary|A8C981,MARTS_EXT_RXN_8d2492a66172|positive_control_primary|O81192,MARTS_EXT_RXN_23b0ccdf5255|positive_control_primary|MBW4630784.1,MARTS_EXT_RXN_63e6da659221|positive_control_primary|B1W019,MARTS_EXT_RXN_9c359e8d58c7|positive_control_primary|A0A2Z6AQX7,MARTS_EXT_RXN_cda281fba2bd|positive_control_primary|B5H135,MARTS_EXT_RXN_96ac57c79326|positive_control_primary|O23945
F,MARTS_EXT_RXN_be815318a50a|positive_control_replicate|UPI41561.1,MARTS_EXT_RXN_fc09735a9f8b|positive_control_replicate|G0Y7D2,MARTS_EXT_RXN_4fcf7c82c333|positive_control_replicate|H8ZM70,MARTS_EXT_RXN_66c7e35bfd6a|positive_control_replicate|A0A3M8F3X6,MARTS_EXT_RXN_6bd0977b42d0|positive_control_replicate|U5PZT6,MARTS_EXT_RXN_aecc694cdc8f|positive_control_replicate|A8C981,MARTS_EXT_RXN_8d2492a66172|positive_control_replicate|O81192,MARTS_EXT_RXN_23b0ccdf5255|positive_control_replicate|MBW4630784.1,MARTS_EXT_RXN_63e6da659221|positive_control_replicate|B1W019,MARTS_EXT_RXN_9c359e8d58c7|positive_control_replicate|A0A2Z6AQX7,MARTS_EXT_RXN_cda281fba2bd|positive_control_replicate|B5H135,MARTS_EXT_RXN_96ac57c79326|positive_control_replicate|O23945
G,MARTS_EXT_RXN_be815318a50a|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_fc09735a9f8b|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_4fcf7c82c333|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_66c7e35bfd6a|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_6bd0977b42d0|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_aecc694cdc8f|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_8d2492a66172|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_23b0ccdf5255|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_63e6da659221|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_9c359e8d58c7|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_cda281fba2bd|empty_vector_negative|EMPTY_VECTOR,MARTS_EXT_RXN_96ac57c79326|empty_vector_negative|EMPTY_VECTOR
H,MARTS_EXT_RXN_be815318a50a|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_fc09735a9f8b|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_4fcf7c82c333|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_66c7e35bfd6a|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_6bd0977b42d0|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_aecc694cdc8f|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_8d2492a66172|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_23b0ccdf5255|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_63e6da659221|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_9c359e8d58c7|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_cda281fba2bd|substrate_process_blank|NO_ENZYME,MARTS_EXT_RXN_96ac57c79326|substrate_process_blank|NO_ENZYME
