epoch,loss,contrastive_loss,topk_loss,anchor_loss,optimizer_steps
1.0,5.0291047507498465,4.9236644397135905,0.7273915482920851,0.034998161047209035,458.0
2.0,4.84660944772079,4.74256240436604,0.71206959951913,0.04533233750595276,458.0
