reaction_id,rhea_id,CANO_RXN_SMILES,status,n_true_enzymes,n_gate_candidates,n_gate_positive_candidates,gate_hit,positive_pair_coverage,topk_similar_reactions,topk_similarity_scores
RHEA:10340,RHEA:10340,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>Nc1ccn(C2OC(CO)C(OP(=O)(O)O)C2O)c(=O)n1.O=P([O-])([O-])OP(=O)([O-])O,ok,4,87,0,False,0.0,"[""CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3OP(=O)(O)O)c2n1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CC2CC(O)CC(O)=C2C(=O)O1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>C=CC1=C(CO)C2OC(O)CC3C(C)(C)CCCC3(C)C2CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>O=C([O-])C(=O)[O-].O=P([O-])([O-])OP(=O)([O-])O.[Na+].[Na+]"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1(O)CC2(CO1)OCC(O)C2O.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C(O)CCC12.O=P([O-])([O-])OP(=O)([O-])O"", ""C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)=CCCC(C)C1CCC(C)=CC1O.O=P([O-])([O-])OP(=O)([O-])O""]","[0.8477832491108058, 0.8139607022086018, 0.8120177522016747, 0.807588857146922, 0.8053573220832418, 0.8045199683885979, 0.8043086435539245, 0.8042680115106094, 0.8039077572318691, 0.8035101877506581]"
RHEA:10940,RHEA:10940,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,ok,6,104,2,True,0.3333333333333333,"[""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(=C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)=CCCC(C)=CCO.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCC(O)(C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1C=CC(C)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2CC1C2(C)C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(C(C)C)=CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2(C(C)C)CC12.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2CC1C2(C)C.O=P([O-])([O-])OP(=O)([O-])O""]","[0.841754327118205, 0.8367346938775511, 0.835593642420628, 0.8347738414669804, 0.8319855767980597, 0.8282813531644909, 0.8274881508238899, 0.8274881508238899, 0.8246211251235319, 0.8239086428417455]"
RHEA:11328,RHEA:11328,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,ok,2,80,1,True,0.5,"[""C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O"", ""C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O"", ""C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O"", ""C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O"", ""C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O"", ""C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].[NH3+]C(CCC(=O)[O-])C(=O)[O-]>>CC(C)=CC[NH2+]C(CCC(=O)[O-])C(=O)[O-].O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)=CCCC(C)=CCO.O=P([O-])([O-])OP(=O)([O-])O""]","[0.8716428985275737, 0.8539443308195732, 0.8425196255700512, 0.7687453370391666, 0.6928722715236171, 0.6507842403017371, 0.5777579854773457, 0.5747105924325476, 0.5126524163602469, 0.510094956241792]"
RHEA:11656,RHEA:11656,*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCS)C(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.O=C([O-])C1CCC[NH2+]1>>*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C1CCC[NH2+]1)C(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O,ok,1,40,0,False,0.0,"[""CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.O=C([O-])c1cccnc1>>CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)c1cccnc1.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O"", ""CC1(C)CCC(C(=O)[O-])[NH2+]C1.CC1CCC2C3(C)OC4(C)CC(O)C12CC4C3[NH2+]CCCCC[NH+](C)C.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O>>CC1CCC2C3(C)OC4(C)CC(OC(=O)C5CCC(C)(C)CN5)C12CC4C3[NH2+]CCCCC[NH+](C)C.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O.[H+]"", ""CC(C)=CCCC(C)=CCCC(C)=CCc1c(O)cc(C)c(C(=O)[O-])c1O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.[H]*[H]>>*.CC(C)=CCCC(C)=CCCC(C)=CCc1c(O)cc(C)c(C=O)c1O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O"", ""*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCS)C(*)=O.*NC(COP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC=CC=CC=CC=CC)C(*)=O.CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O.O=C=O"", ""CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)([O-])OP(=O)([O-])[O-])C1(C)CCC=C(C)CCC=C(C)C.CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3OP(=O)(O)O)c2n1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>Nc1ccn(C2OC(CO)C(OP(=O)(O)O)C2O)c(=O)n1.O=P([O-])([O-])OP(=O)([O-])O""]","[0.6260468057284454, 0.6014017207873501, 0.5442089045019186, 0.34901494019833845, 0.34590861317753696, 0.34566419361780815, 0.31375006525624705, 0.3135371280522789, 0.30531130906517573, 0.29345676272915194]"
RHEA:12016,RHEA:12016,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,ok,9,86,2,True,0.2222222222222222,"[""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)CCC=C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C)(C)CCCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CC(O)C(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC=C(C)CCC2C1CC2(C)C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CCC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(CCC(C)=CCC1)C2(C)C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC(C(C)C)C2C=C(C)CCC12.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC=C(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O""]","[0.8505478191304702, 0.8398703658332984, 0.8386690557601049, 0.8383032351069296, 0.8366212530812652, 0.8351951989853409, 0.8324375350561934, 0.8317122239489078, 0.8309985688361602, 0.8308038005557661]"
RHEA:12052,RHEA:12052,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC1(C)C1(C)CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,ok,17,9,0,False,0.0,"[""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC(C)(C)C12CC=C(C)CC2.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC(C)C12CC=C(C)CC2.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC=C(C2(C)CCCC2(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCC2(CC1)C(C)CCC2C(C)(C)O.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCCC(C)(C)C23CC13.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)CCC(=C(C)C)CC12.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC(C)(C)C2C=C(C)CCC12.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CC1C1(C)CCCC21C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2(C)CC1C1(C)CCCC21C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)CCC(C(C)C)=CC12.O=P([O-])([O-])OP(=O)([O-])O""]","[0.8838834764831843, 0.8456156209398373, 0.8448416398649536, 0.8440888459225887, 0.8366882195049964, 0.8366882195049964, 0.8365573780656901, 0.8360923714008752, 0.8360923714008752, 0.8338540040078958]"
RHEA:12192,RHEA:12192,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CC(O)C(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,ok,1,32,0,False,0.0,"[""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)=CCCC(C)C1CCC(C)=CC1O.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCC(C(C)(C)O)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CC2C(C(C)C)CCC(C)(O)C2CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)=CCCC(C)=CCCC(C)=CCO.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCCC(C)C=CC(C(C)(C)O)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)=CCCC(C)(O)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>C=CC(C)(O)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCC2(CC1)C(C)CCC2C(C)(C)O.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>C=C1CCCC2(C)CCC(C(C)C)C(O)C12.O=P([O-])([O-])OP(=O)([O-])O"", ""CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)C1CCC(C)C23CCC(C)(O)C2C13.O=P([O-])([O-])OP(=O)([O-])O""]","[0.8546840144421424, 0.8442751053505837, 0.8357332110189231, 0.8334245103446554, 0.8288737229499671, 0.8281060543120118, 0.82735357094033, 0.8242611423220702, 0.8228937932754978, 0.8191808809846192]"
