enzyme_id,uniprot_id,status,attempted_versions,downloaded_version,download_url,local_path,error
A0A1D6KUI6,A0A1D6KUI6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1D6KUI6.cif,
A0A1D6LTV0,A0A1D6LTV0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1D6LTV0.cif,
A0A1D8PI71,A0A1D8PI71,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1D8PI71.cif,
A0A1E1FFL0,A0A1E1FFL0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFL0.cif,
A0A1E1FFL1,A0A1E1FFL1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFL1.cif,
A0A1E1FFL4,A0A1E1FFL4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFL4.cif,
A0A1E1FFL6,A0A1E1FFL6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFL6.cif,
A0A1E1FFM3,A0A1E1FFM3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFM3.cif,
A0A1E1FFM8,A0A1E1FFM8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFM8.cif,
A0A1E1FFM9,A0A1E1FFM9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFM9.cif,
A0A1E1FFN3,A0A1E1FFN3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFN3.cif,
A0A1E1FFN4,A0A1E1FFN4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFN4.cif,
A0A1E1FFN5,A0A1E1FFN5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFN5.cif,
A0A1E1FFN7,A0A1E1FFN7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFN7.cif,
A0A1E1FFN8,A0A1E1FFN8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFN8.cif,
A0A1E1FFP5,A0A1E1FFP5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1E1FFP5.cif,
A0A1G9UQQ0,A0A1G9UQQ0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1G9UQQ0.cif,
A0A1G9VRW7,A0A1G9VRW7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1G9VRW7.cif,
A0A1L2D3T3,A0A1L2D3T3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L2D3T3.cif,
A0A1L5YKS7,A0A1L5YKS7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L5YKS7.cif,
A0A1L6Z3A0,A0A1L6Z3A0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L6Z3A0.cif,
A0A1L6Z3A5,A0A1L6Z3A5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L6Z3A5.cif,
A0A1L7U8F2,A0A1L7U8F2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L7U8F2.cif,
A0A1L7VFX3,A0A1L7VFX3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L7VFX3.cif,
A0A1L7VI12,A0A1L7VI12,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L7VI12.cif,
A0A1L7VZE7,A0A1L7VZE7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L7VZE7.cif,
A0A1L9UKS1,A0A1L9UKS1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L9UKS1.cif,
A0A1L9WQI2,A0A1L9WQI2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L9WQI2.cif,
A0A1L9WQK2,A0A1L9WQK2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L9WQK2.cif,
A0A1L9WUI2,A0A1L9WUI2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L9WUI2.cif,
A0A1L9WUM2,A0A1L9WUM2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L9WUM2.cif,
A0A1L9WUW3,A0A1L9WUW3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L9WUW3.cif,
A0A1L9WUX8,A0A1L9WUX8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1L9WUX8.cif,
A0A1P7Y0A2,A0A1P7Y0A2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1P7Y0A2.cif,
A0A1P7Y0A8,A0A1P7Y0A8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1P7Y0A8.cif,
A0A1P7Y0C9,A0A1P7Y0C9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1P7Y0C9.cif,
A0A1P7Y0D0,A0A1P7Y0D0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1P7Y0D0.cif,
A0A1P7Y0D4,A0A1P7Y0D4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1P7Y0D4.cif,
A0A1S5RW73,A0A1S5RW73,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1S5RW73.cif,
A0A1U8QGE6,A0A1U8QGE6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1U8QGE6.cif,
A0A1U8QHE3,A0A1U8QHE3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1U8QHE3.cif,
A0A1U8QLK0,A0A1U8QLK0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1U8QLK0.cif,
A0A1V0E492,A0A1V0E492,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0E492.cif,
A0A1V0E4A6,A0A1V0E4A6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0E4A6.cif,
A0A1V0QSF3,A0A1V0QSF3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSF3.cif,
A0A1V0QSF4,A0A1V0QSF4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSF4.cif,
A0A1V0QSF6,A0A1V0QSF6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSF6.cif,
A0A1V0QSF8,A0A1V0QSF8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSF8.cif,
A0A1V0QSF9,A0A1V0QSF9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSF9.cif,
A0A1V0QSG0,A0A1V0QSG0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSG0.cif,
A0A1V0QSG1,A0A1V0QSG1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSG1.cif,
A0A1V0QSG6,A0A1V0QSG6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSG6.cif,
A0A1V0QSG9,A0A1V0QSG9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSG9.cif,
A0A1V0QSH1,A0A1V0QSH1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSH1.cif,
A0A1V0QSH2,A0A1V0QSH2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSH2.cif,
A0A1V0QSH7,A0A1V0QSH7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V0QSH7.cif,
A0A1V1FNM9,A0A1V1FNM9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V1FNM9.cif,
A0A1V1FNZ5,A0A1V1FNZ5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V1FNZ5.cif,
A0A1V1FVQ6,A0A1V1FVQ6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1V1FVQ6.cif,
A0A1W6GW06,A0A1W6GW06,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1W6GW06.cif,
A0A1W6GW18,A0A1W6GW18,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1W6GW18.cif,
A0A1W6GW32,A0A1W6GW32,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1W6GW32.cif,
A0A1W6QDI6,A0A1W6QDI6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1W6QDI6.cif,
A0A1W6QDI7,A0A1W6QDI7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1W6QDI7.cif,
A0A1W6QDJ1,A0A1W6QDJ1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1W6QDJ1.cif,
A0A1X9IRP7,A0A1X9IRP7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1X9IRP7.cif,
A0A1X9IRQ7,A0A1X9IRQ7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1X9IRQ7.cif,
A0A1X9IRT6,A0A1X9IRT6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1X9IRT6.cif,
A0A1X9ISH5,A0A1X9ISH5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1X9ISH5.cif,
A0A1X9ISN9,A0A1X9ISN9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1X9ISN9.cif,
A0A1X9ISP7,A0A1X9ISP7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1X9ISP7.cif,
A0A1Y0BRF1,A0A1Y0BRF1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y0BRF1.cif,
A0A1Y0BRF2,A0A1Y0BRF2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y0BRF2.cif,
A0A1Y0BRF3,A0A1Y0BRF3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y0BRF3.cif,
A0A1Y0BRF4,A0A1Y0BRF4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y0BRF4.cif,
A0A1Y0BRF5,A0A1Y0BRF5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y0BRF5.cif,
A0A1Y0BRF7,A0A1Y0BRF7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y0BRF7.cif,
A0A1Y0BRF8,A0A1Y0BRF8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y0BRF8.cif,
A0A1Y0BRF9,A0A1Y0BRF9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y0BRF9.cif,
A0A1Y0BRG0,A0A1Y0BRG0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y0BRG0.cif,
A0A1Y1C7Q5,A0A1Y1C7Q5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y1C7Q5.cif,
A0A1Y1C7S2,A0A1Y1C7S2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Y1C7S2.cif,
A0A1Z3GBK8,A0A1Z3GBK8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Z3GBK8.cif,
A0A1Z3GC64,A0A1Z3GC64,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Z3GC64.cif,
A0A1Z3GCD1,A0A1Z3GCD1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A1Z3GCD1.cif,
A0A284RNH4,A0A284RNH4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A284RNH4.cif,
A0A291LSD6,A0A291LSD6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A291LSD6.cif,
A0A291SJC7,A0A291SJC7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A291SJC7.cif,
A0A2I1BSU0,A0A2I1BSU0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BSU0.cif,
A0A2I1BSV1,A0A2I1BSV1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BSV1.cif,
A0A2I1BSV7,A0A2I1BSV7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BSV7.cif,
A0A2I1BSV9,A0A2I1BSV9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BSV9.cif,
A0A2I1BSW0,A0A2I1BSW0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BSW0.cif,
A0A2I1BSW6,A0A2I1BSW6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BSW6.cif,
A0A2I1BSW8,A0A2I1BSW8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BSW8.cif,
A0A2I1BSX0,A0A2I1BSX0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BSX0.cif,
A0A2I1BSZ6,A0A2I1BSZ6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BSZ6.cif,
A0A2I1BT01,A0A2I1BT01,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BT01.cif,
A0A2I1BT09,A0A2I1BT09,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BT09.cif,
A0A2I1BT15,A0A2I1BT15,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BT15.cif,
A0A2I1BT56,A0A2I1BT56,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I1BT56.cif,
A0A2I6PIZ1,A0A2I6PIZ1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PIZ1.cif,
A0A2I6PIZ2,A0A2I6PIZ2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PIZ2.cif,
A0A2I6PIZ6,A0A2I6PIZ6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PIZ6.cif,
A0A2I6PIZ7,A0A2I6PIZ7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PIZ7.cif,
A0A2I6PIZ8,A0A2I6PIZ8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PIZ8.cif,
A0A2I6PIZ9,A0A2I6PIZ9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PIZ9.cif,
A0A2I6PJ00,A0A2I6PJ00,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PJ00.cif,
A0A2I6PJ01,A0A2I6PJ01,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PJ01.cif,
A0A2I6PJ02,A0A2I6PJ02,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PJ02.cif,
A0A2I6PJ07,A0A2I6PJ07,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PJ07.cif,
A0A2I6PJ08,A0A2I6PJ08,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PJ08.cif,
A0A2I6PJ12,A0A2I6PJ12,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PJ12.cif,
A0A2I6PJ13,A0A2I6PJ13,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2I6PJ13.cif,
A0A2K9RFY0,A0A2K9RFY0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2K9RFY0.cif,
A0A2K9RFZ2,A0A2K9RFZ2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2K9RFZ2.cif,
A0A2K9RFZ7,A0A2K9RFZ7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2K9RFZ7.cif,
A0A2K9RFZ8,A0A2K9RFZ8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2K9RFZ8.cif,
A0A2K9RFZ9,A0A2K9RFZ9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2K9RFZ9.cif,
A0A2K9RG07,A0A2K9RG07,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2K9RG07.cif,
A0A2L0VXR0,A0A2L0VXR0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2L0VXR0.cif,
A0A2P1DP74,A0A2P1DP74,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DP74.cif,
A0A2P1DP75,A0A2P1DP75,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DP75.cif,
A0A2P1DP77,A0A2P1DP77,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DP77.cif,
A0A2P1DP82,A0A2P1DP82,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DP82.cif,
A0A2P1DP87,A0A2P1DP87,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DP87.cif,
A0A2P1DP90,A0A2P1DP90,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DP90.cif,
A0A2P1DP91,A0A2P1DP91,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DP91.cif,
A0A2P1DP94,A0A2P1DP94,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DP94.cif,
A0A2P1DP98,A0A2P1DP98,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DP98.cif,
A0A2P1DPA5,A0A2P1DPA5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P1DPA5.cif,
A0A2P2GK84,A0A2P2GK84,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2P2GK84.cif,
A0A2R4QKX7,A0A2R4QKX7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2R4QKX7.cif,
A0A2U8U2K8,A0A2U8U2K8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2U8U2K8.cif,
A0A2U8U2L0,A0A2U8U2L0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2U8U2L0.cif,
A0A2U8U2L2,A0A2U8U2L2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2U8U2L2.cif,
A0A2U8U2L3,A0A2U8U2L3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2U8U2L3.cif,
A0A2U8U2L4,A0A2U8U2L4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2U8U2L4.cif,
A0A2U8U2L5,A0A2U8U2L5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2U8U2L5.cif,
A0A2U8U2L6,A0A2U8U2L6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2U8U2L6.cif,
A0A2U8U2M1,A0A2U8U2M1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2U8U2M1.cif,
A0A2U8U2M8,A0A2U8U2M8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2U8U2M8.cif,
A0A2Z4HPY0,A0A2Z4HPY0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z4HPY0.cif,
A0A2Z4HPY4,A0A2Z4HPY4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z4HPY4.cif,
A0A2Z4HPY5,A0A2Z4HPY5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z4HPY5.cif,
A0A2Z4HPZ0,A0A2Z4HPZ0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z4HPZ0.cif,
A0A2Z4HPZ5,A0A2Z4HPZ5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z4HPZ5.cif,
A0A2Z4HPZ6,A0A2Z4HPZ6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z4HPZ6.cif,
A0A2Z4HPZ7,A0A2Z4HPZ7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z4HPZ7.cif,
A0A2Z4HPZ8,A0A2Z4HPZ8,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z4HPZ8.cif,
A0A2Z6AQX6,A0A2Z6AQX6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z6AQX6.cif,
A0A2Z6AQX7,A0A2Z6AQX7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z6AQX7.cif,
A0A2Z6E9B9,A0A2Z6E9B9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z6E9B9.cif,
A0A2Z6FZ19,A0A2Z6FZ19,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z6FZ19.cif,
A0A2Z6FZ20,A0A2Z6FZ20,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z6FZ20.cif,
A0A2Z6FZ31,A0A2Z6FZ31,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z6FZ31.cif,
A0A2Z6FZX4,A0A2Z6FZX4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A2Z6FZX4.cif,
A0A343W969,A0A343W969,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A343W969.cif,
A0A343W970,A0A343W970,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A343W970.cif,
A0A345BJQ0,A0A345BJQ0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A345BJQ0.cif,
A0A348AUV5,A0A348AUV5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348AUV5.cif,
A0A348AUV6,A0A348AUV6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348AUV6.cif,
A0A348AUV7,A0A348AUV7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348AUV7.cif,
A0A348AUV9,A0A348AUV9,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348AUV9.cif,
A0A348AUW0,A0A348AUW0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348AUW0.cif,
A0A348AUW1,A0A348AUW1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348AUW1.cif,
A0A348B779,A0A348B779,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B779.cif,
A0A348B780,A0A348B780,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B780.cif,
A0A348B781,A0A348B781,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B781.cif,
A0A348B782,A0A348B782,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B782.cif,
A0A348B784,A0A348B784,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B784.cif,
A0A348B785,A0A348B785,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B785.cif,
A0A348B788,A0A348B788,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B788.cif,
A0A348B790,A0A348B790,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B790.cif,
A0A348B793,A0A348B793,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B793.cif,
A0A348B794,A0A348B794,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348B794.cif,
A0A348DU52,A0A348DU52,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348DU52.cif,
A0A348FUE1,A0A348FUE1,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A348FUE1.cif,
A0A385AJM2,A0A385AJM2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A385AJM2.cif,
A0A385AJM4,A0A385AJM4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A385AJM4.cif,
A0A385AJM5,A0A385AJM5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A385AJM5.cif,
A0A385AJM6,A0A385AJM6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A385AJM6.cif,
A0A385AJN0,A0A385AJN0,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A385AJN0.cif,
A0A386JV86,A0A386JV86,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A386JV86.cif,
A0A386KZ50,A0A386KZ50,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A386KZ50.cif,
A0A386KZI3,A0A386KZI3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A386KZI3.cif,
A0A3G1DJL2,A0A3G1DJL2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G1DJL2.cif,
A0A3G1QTS7,A0A3G1QTS7,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G1QTS7.cif,
A0A3G1QTT3,A0A3G1QTT3,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G1QTT3.cif,
A0A3G1QTU5,A0A3G1QTU5,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G1QTU5.cif,
A0A3G9GNJ4,A0A3G9GNJ4,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G9GNJ4.cif,
A0A3G9GNK2,A0A3G9GNK2,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G9GNK2.cif,
A0A3G9GQ29,A0A3G9GQ29,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G9GQ29.cif,
A0A3G9GR23,A0A3G9GR23,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G9GR23.cif,
A0A3G9GUR6,A0A3G9GUR6,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G9GUR6.cif,
A0A3G9GX61,A0A3G9GX61,existing,,,,/home/runnel/igem-pocket/data/terpene_cage_screen/structures/A0A3G9GX61.cif,
