split_id,direction,budget,query_id,n_positives,hit,positive_recall,best_positive_rank,reciprocal_rank,query_nearest_train_similarity,ensemble_top1_vote_fraction,ensemble_top1_rank_std,ensemble_top1_score_std,ensemble_top1_margin_z,ensemble_topk_jaccard,ensemble_topk_vote_mean,ensemble_boundary_margin_z
p1_r2,reaction_to_enzyme,3,MARTS_RXN_23b0ccdf525591f4,1,0,0.0,53,0.0188679245283018,0.7839999794960022,0.6666666666666666,2.8284270763397217,0.0333938412368297,0.2729560414890059,0.1333333333333333,0.4444444444444444,0.0752050212250709
p1_r2,reaction_to_enzyme,10,MARTS_RXN_23b0ccdf525591f4,1,0,0.0,53,0.0188679245283018,0.7839999794960022,0.6666666666666666,2.8284270763397217,0.0333938412368297,0.2729560414890059,0.2009803921568627,0.6,0.0153151089196721
p1_r2,reaction_to_enzyme,20,MARTS_RXN_23b0ccdf525591f4,1,0,0.0,60,0.0166666666666666,0.7839999794960022,0.3333333333333333,3.0912060737609863,0.0384449027478694,0.0687271751254395,0.4001251635660237,0.7666666666666667,0.0221768293030868
p1_r2,reaction_to_enzyme,3,MARTS_RXN_3d09cb5fb80099ee,1,0,0.0,34,0.0294117647058823,0.7756097316741943,0.3333333333333333,5.436502456665039,0.1082817241549491,0.2892947599402318,0.0666666666666666,0.4444444444444444,0.1248665286132735
p1_r2,reaction_to_enzyme,10,MARTS_RXN_3d09cb5fb80099ee,1,0,0.0,34,0.0294117647058823,0.7756097316741943,0.3333333333333333,5.436502456665039,0.1082817241549491,0.2892947599402318,0.0721247563352826,0.3,0.0052249574268595
p1_r2,reaction_to_enzyme,20,MARTS_RXN_3d09cb5fb80099ee,1,0,0.0,25,0.04,0.7756097316741943,0.3333333333333333,0.942808985710144,0.0273063275963068,0.5499117469106706,0.177149647737883,0.4666666666666667,0.009857658392844
p1_r2,reaction_to_enzyme,3,MARTS_RXN_51c6e7c89344a669,1,0,0.0,200,0.005,0.7666666507720947,1.0,0.0,0.0128222787752747,0.6519425559362707,0.3,0.6666666666666666,0.2287726993122202
p1_r2,reaction_to_enzyme,10,MARTS_RXN_51c6e7c89344a669,1,0,0.0,200,0.005,0.7666666507720947,1.0,0.0,0.0128222787752747,0.6519425559362707,0.5079365079365079,0.7666666666666667,0.0329355213900762
p1_r2,reaction_to_enzyme,20,MARTS_RXN_51c6e7c89344a669,1,0,0.0,152,0.006578947368421,0.7666666507720947,1.0,0.0,0.0206452459096908,0.7191821219950896,0.4869306087696892,0.8166666666666667,0.0832599443222314
p1_r2,reaction_to_enzyme,3,MARTS_RXN_5904725d5317baab,1,0,0.0,101,0.0099009900990099,0.7555555701255798,0.3333333333333333,35.40558624267578,0.0662898495793342,0.0632028925318757,0.0,0.3333333333333333,0.0347392957863016
p1_r2,reaction_to_enzyme,10,MARTS_RXN_5904725d5317baab,1,0,0.0,101,0.0099009900990099,0.7555555701255798,0.3333333333333333,35.40558624267578,0.0662898495793342,0.0632028925318757,0.037037037037037,0.4,0.039502607896043
p1_r2,reaction_to_enzyme,20,MARTS_RXN_5904725d5317baab,1,0,0.0,83,0.0120481927710843,0.7555555701255798,0.3333333333333333,25.616832733154297,0.0746949613094329,0.1859925041431902,0.0673705379587732,0.4333333333333333,0.0204142494473489
p1_r2,reaction_to_enzyme,3,MARTS_RXN_7c41968d1cff8894,2,0,0.0,172,0.005813953488372,0.7714285850524902,0.3333333333333333,7.257180213928223,0.0475352630019187,0.1838061037628605,0.0,0.2222222222222222,0.005864967980872
p1_r2,reaction_to_enzyme,10,MARTS_RXN_7c41968d1cff8894,2,0,0.0,172,0.005813953488372,0.7714285850524902,0.3333333333333333,7.257180213928223,0.0475352630019187,0.1838061037628605,0.142156862745098,0.4666666666666667,0.0005316959621838
p1_r2,reaction_to_enzyme,20,MARTS_RXN_7c41968d1cff8894,2,0,0.0,159,0.0062893081761006,0.7714285850524902,0.3333333333333333,2.494438409805298,0.0493714250624179,0.1357961440015551,0.2555043522785458,0.6,0.075041680415485
p1_r2,reaction_to_enzyme,3,MARTS_RXN_c82f9ce748cd25cd,3,0,0.0,24,0.0416666666666666,0.7931034564971924,0.6666666666666666,0.9428090453147888,0.0150303272530436,0.1629214455998643,0.6666666666666666,0.8888888888888888,0.2880623299517588
p1_r2,reaction_to_enzyme,10,MARTS_RXN_c82f9ce748cd25cd,3,0,0.0,24,0.0416666666666666,0.7931034564971924,0.6666666666666666,0.9428090453147888,0.0150303272530436,0.1629214455998643,0.6744366744366744,0.9,0.1264765115217548
p1_r2,reaction_to_enzyme,20,MARTS_RXN_c82f9ce748cd25cd,3,0,0.0,26,0.0384615384615384,0.7931034564971924,1.0,0.0,0.0073510440997779,0.2886748654096158,0.582716049382716,0.8166666666666667,0.0503046723678839
p1_r2,reaction_to_enzyme,3,MARTS_RXN_d147768eaf206e54,1,0,0.0,538,0.0018587360594795,0.7674418687820435,0.3333333333333333,2.624669313430786,0.0354373268783092,0.250600920174976,0.0666666666666666,0.4444444444444444,0.0969243402359293
p1_r2,reaction_to_enzyme,10,MARTS_RXN_d147768eaf206e54,1,0,0.0,538,0.0018587360594795,0.7674418687820435,0.3333333333333333,2.624669313430786,0.0354373268783092,0.250600920174976,0.1184210526315789,0.4333333333333333,0.0063383424679934
p1_r2,reaction_to_enzyme,20,MARTS_RXN_d147768eaf206e54,1,0,0.0,594,0.0016835016835016,0.7674418687820435,0.3333333333333333,2.4944381713867188,0.0372868627309799,0.1333137449843315,0.165266106442577,0.4666666666666667,0.0016718917232238
p1_r2,reaction_to_enzyme,3,MARTS_RXN_d86b1fdbc72dc191,2,0,0.0,779,0.0012836970474967,0.7777777910232544,1.0,0.0,0.0080019980669021,0.4537966743748362,0.5,0.7777777777777778,0.0411174827453839
p1_r2,reaction_to_enzyme,10,MARTS_RXN_d86b1fdbc72dc191,2,0,0.0,779,0.0012836970474967,0.7777777910232544,1.0,0.0,0.0080019980669021,0.4537966743748362,0.5445665445665445,0.8333333333333334,0.1181761206036113
p1_r2,reaction_to_enzyme,20,MARTS_RXN_d86b1fdbc72dc191,2,0,0.0,832,0.001201923076923,0.7777777910232544,0.6666666666666666,0.471404492855072,0.016270712018013,0.053236636496872,0.3837048023180763,0.7166666666666667,0.0346586897521342
p1_r2,reaction_to_enzyme,3,MARTS_RXN_de164cb3f0e10ea4,1,0,0.0,28,0.0357142857142857,0.6797980070114136,1.0,0.0,0.0277932714670896,0.3403948285311176,1.0,1.0,0.6108900374110087
p1_r2,reaction_to_enzyme,10,MARTS_RXN_de164cb3f0e10ea4,1,0,0.0,28,0.0357142857142857,0.6797980070114136,1.0,0.0,0.0277932714670896,0.3403948285311176,0.5018315018315018,0.8,0.0819554687544273
p1_r2,reaction_to_enzyme,20,MARTS_RXN_de164cb3f0e10ea4,1,0,0.0,25,0.04,0.6797980070114136,1.0,0.0,0.0294441748410463,0.339038898161846,0.5937149270482603,0.85,0.054097966898898
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_0b638c2b22dcaae7,1,0,0.0,34,0.0294117647058823,0.9963142275810242,1.0,0.0,0.0007821893086656,0.0356861917319245,0.3999999999999999,0.6666666666666666,0.0
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_0b638c2b22dcaae7,1,0,0.0,32,0.03125,0.9963142275810242,0.3333333333333333,4.027682304382324,0.0010015796869993,0.058641183004985,0.2810457516339869,0.6666666666666666,0.0769588005659873
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_3534041da06b8aed,1,0,0.0,14,0.0714285714285714,0.977813959121704,0.6666666666666666,0.9428090453147888,0.0068190200254321,0.0286175299480526,0.3999999999999999,0.6666666666666666,0.004769888156007
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_3534041da06b8aed,1,0,0.0,17,0.0588235294117647,0.977813959121704,0.0,0.471404492855072,2.5014154743985276e-05,0.0048924103242568,0.6744366744366744,0.8666666666666667,0.281208696339361
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_4cce5a1aa0ed9f97,1,0,0.0,63,0.0158730158730158,0.9943836331367492,0.6666666666666666,1.8856180906295776,0.0097696362063288,0.0170189246911907,0.5,0.7777777777777778,0.0170189246911907
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_4cce5a1aa0ed9f97,1,0,0.0,89,0.0112359550561797,0.9943836331367492,0.3333333333333333,1.247219204902649,0.0003868764615617,0.1694669320920419,0.6239316239316239,0.8666666666666667,0.3201310797397251
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_5e6411c2b357058d,1,0,0.0,38,0.0263157894736842,0.9901120662689208,0.0,0.471404492855072,0.0020695314742624,0.0086460093210909,0.3999999999999999,0.7777777777777778,0.0118887578125883
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_5e6411c2b357058d,1,0,0.0,47,0.0212765957446808,0.9901120662689208,1.0,0.0,0.0002469612518325,0.0856102296624627,0.3739316239316239,0.7,0.0292546663961368
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_6c84ffa9b93cf31c,1,0,0.0,14,0.0714285714285714,0.9946038126945496,1.0,0.0,0.0020694995764642,0.0366108683388484,0.6666666666666666,0.8888888888888888,0.0219664683984635
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_6c84ffa9b93cf31c,1,0,0.0,23,0.0434782608695652,0.9946038126945496,0.0,2.8674418926239014,0.0006884300382807,0.1146217362709825,0.365079365079365,0.7333333333333333,0.0784582317555037
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_b988403c3b400a3b,2,0,0.0,91,0.0109890109890109,0.9888843894004822,1.0,0.0,0.0,0.0374529964667637,0.6666666666666666,0.8888888888888888,0.0210674366407015
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_b988403c3b400a3b,2,0,0.0,70,0.0142857142857142,0.9888843894004822,1.0,0.0,0.0,0.0901798512498645,0.6317016317016316,0.8666666666666667,0.0081518509604397
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_c170b88c2051d11a,1,0,0.0,44,0.0227272727272727,0.993556261062622,0.6666666666666666,1.4142135381698608,0.0125151695683598,0.0033515786155023,0.3999999999999999,0.7777777777777778,0.1038999002470685
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_c170b88c2051d11a,1,0,0.0,125,0.008,0.993556261062622,1.0,0.0,0.000126786500914,0.2613784424860957,0.4334554334554334,0.7666666666666667,0.0848281148394498
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_cd18e080281db05d,1,0,0.0,121,0.0082644628099173,0.9907162189483644,1.0,0.0,0.0051292311400175,0.0589381771637177,0.6666666666666666,0.8888888888888888,0.0616173558147844
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_cd18e080281db05d,1,0,0.0,108,0.0092592592592592,0.9907162189483644,1.0,0.0,0.0,0.0944715635718948,0.5018315018315018,0.8333333333333334,0.2491133952689848
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_d0cdcfc0acab8e9d,1,0,0.0,17,0.0588235294117647,0.9760282635688782,0.6666666666666666,0.471404492855072,0.0035844969097524,0.0474470976382673,0.3,0.6666666666666666,0.0174802547067571
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_d0cdcfc0acab8e9d,1,0,0.0,19,0.0526315789473684,0.9760282635688782,0.3333333333333333,2.943920373916626,0.0005999713321216,0.174912900445572,0.5384615384615384,0.8333333333333334,0.3020104572671222
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_e5691963c0a5dfcc,1,1,1.0,3,0.3333333333333333,0.9682685136795044,1.0,0.0,0.0028202780522406,0.0546362600206043,0.6666666666666666,0.8888888888888888,0.1178998851010676
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_e5691963c0a5dfcc,1,1,1.0,5,0.2,0.9682685136795044,0.6666666666666666,0.9428090453147888,7.844670471968129e-05,0.0037881689385311,0.6666666666666666,0.8666666666666667,0.3108151438315442
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_ef40d07ad9494dec,1,0,0.0,76,0.0131578947368421,0.993318498134613,1.0,0.0,0.0,0.2204580300478067,0.3,0.4444444444444444,0.0126696784288806
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_ef40d07ad9494dec,1,0,0.0,87,0.0114942528735632,0.993318498134613,1.0,0.0,0.0,0.4742476559639278,0.47008547008547,0.7666666666666667,0.100503953837738
p1_r2,enzyme_to_reaction,3,MARTS_SEQ_fe7b4de0a978089e,1,0,0.0,38,0.0263157894736842,0.9732394218444824,0.0,2.1602468490600586,0.0135706337168812,0.0027991773662458,0.0666666666666666,0.3333333333333333,0.0363868926772599
p1_r2,enzyme_to_reaction,10,MARTS_SEQ_fe7b4de0a978089e,1,0,0.0,50,0.02,0.9732394218444824,0.3333333333333333,8.286535263061523,0.0018993623089045,0.5013096792517799,0.179193899782135,0.6,0.0663711031904169
p1_r3,reaction_to_enzyme,3,MARTS_RXN_237f1c153ad64a02,1,0,0.0,77,0.0129870129870129,0.7777777910232544,0.6666666666666666,0.471404492855072,0.0472050011157989,0.4767649389898889,0.6666666666666666,0.8888888888888888,0.0593781842974299
p1_r3,reaction_to_enzyme,10,MARTS_RXN_237f1c153ad64a02,1,0,0.0,77,0.0129870129870129,0.7777777910232544,0.6666666666666666,0.471404492855072,0.0472050011157989,0.4767649389898889,0.4761904761904762,0.8,0.0827882776312596
p1_r3,reaction_to_enzyme,20,MARTS_RXN_237f1c153ad64a02,1,0,0.0,60,0.0166666666666666,0.7777777910232544,0.6666666666666666,0.471404492855072,0.0407580286264419,0.541741232453012,0.3824884792626728,0.7166666666666667,0.0020779350479901
p1_r3,reaction_to_enzyme,3,MARTS_RXN_2554ee320331a2bb,1,0,0.0,400,0.0025,0.800000011920929,0.6666666666666666,108.89444732666016,0.2901027500629425,0.2073333337215264,0.3333333333333333,0.5555555555555556,0.2606787769737793
p1_r3,reaction_to_enzyme,10,MARTS_RXN_2554ee320331a2bb,1,0,0.0,400,0.0025,0.800000011920929,0.6666666666666666,108.89444732666016,0.2901027500629425,0.2073333337215264,0.2145748987854251,0.5333333333333333,0.0571986847850903
p1_r3,reaction_to_enzyme,20,MARTS_RXN_2554ee320331a2bb,1,0,0.0,414,0.002415458937198,0.800000011920929,0.3333333333333333,0.471404492855072,0.0389978885650634,0.4584089639999913,0.2605042016806723,0.6166666666666667,0.0534371711724219
p1_r3,reaction_to_enzyme,3,MARTS_RXN_3ae1fc659b1448c6,1,0,0.0,238,0.0042016806722689,0.747826099395752,0.6666666666666666,0.471404492855072,0.0201941132545471,0.1940620453849671,0.5,0.7777777777777778,0.1276404188879278
p1_r3,reaction_to_enzyme,10,MARTS_RXN_3ae1fc659b1448c6,1,0,0.0,238,0.0042016806722689,0.747826099395752,0.6666666666666666,0.471404492855072,0.0201941132545471,0.1940620453849671,0.5811965811965812,0.8,0.0440843937666755
p1_r3,reaction_to_enzyme,20,MARTS_RXN_3ae1fc659b1448c6,1,0,0.0,310,0.0032258064516129,0.747826099395752,0.3333333333333333,0.8164966106414795,0.0309753641486167,0.2516900804363365,0.4638447971781305,0.7666666666666667,0.0193866669098711
p1_r3,reaction_to_enzyme,3,MARTS_RXN_6d6aa67d85ada1bf,1,0,0.0,8,0.125,0.7888888716697693,1.0,0.0,0.0228463429957628,0.1830292776240252,0.6666666666666666,0.8888888888888888,0.0969308873573373
p1_r3,reaction_to_enzyme,10,MARTS_RXN_6d6aa67d85ada1bf,1,1,1.0,8,0.125,0.7888888716697693,1.0,0.0,0.0228463429957628,0.1830292776240252,0.6317016317016316,0.8666666666666667,0.1200758918905265
p1_r3,reaction_to_enzyme,20,MARTS_RXN_6d6aa67d85ada1bf,1,1,1.0,7,0.1428571428571428,0.7888888716697693,1.0,0.0,0.0066213649697601,0.1728565570320712,0.6685990338164252,0.8666666666666667,0.0051855008142647
p1_r3,reaction_to_enzyme,3,MARTS_RXN_86ce128d7d61cd1d,1,0,0.0,314,0.0031847133757961,0.7122806906700134,1.0,0.0,0.045768417418003,0.0566698592867583,0.3999999999999999,0.7777777777777778,0.0591882856273038
p1_r3,reaction_to_enzyme,10,MARTS_RXN_86ce128d7d61cd1d,1,0,0.0,314,0.0031847133757961,0.7122806906700134,1.0,0.0,0.045768417418003,0.0566698592867583,0.5811965811965812,0.8333333333333334,0.3535776517763027
p1_r3,reaction_to_enzyme,20,MARTS_RXN_86ce128d7d61cd1d,1,0,0.0,369,0.002710027100271,0.7122806906700134,0.3333333333333333,0.8164966106414795,0.0346796847879886,0.0231104290711975,0.3229646697388633,0.6333333333333333,0.0129773375816296
p1_r3,reaction_to_enzyme,3,MARTS_RXN_877408d79e1b5e00,1,0,0.0,1053,0.0009496676163342,0.7039999961853027,0.0,2.1602468490600586,0.008618296124041,0.047039724333096,0.0666666666666666,0.4444444444444444,0.0266872340687799
p1_r3,reaction_to_enzyme,10,MARTS_RXN_877408d79e1b5e00,1,0,0.0,1053,0.0009496676163342,0.7039999961853027,0.0,2.1602468490600586,0.008618296124041,0.047039724333096,0.2387177093059445,0.6,0.0052373402428889
p1_r3,reaction_to_enzyme,20,MARTS_RXN_877408d79e1b5e00,1,0,0.0,1119,0.000893655049151,0.7039999961853027,0.0,3.2998316287994385,0.0392885468900203,0.028800994954628,0.2406417112299465,0.6,0.0595753584726806
p1_r3,reaction_to_enzyme,3,MARTS_RXN_9d212bb942092d78,1,0,0.0,611,0.0016366612111292,0.7103448510169983,0.3333333333333333,3.2998316287994385,0.0107786431908607,0.1653154210272024,0.0,0.3333333333333333,0.0532146795032091
p1_r3,reaction_to_enzyme,10,MARTS_RXN_9d212bb942092d78,1,0,0.0,611,0.0016366612111292,0.7103448510169983,0.3333333333333333,3.2998316287994385,0.0107786431908607,0.1653154210272024,0.2069716775599128,0.6,0.041435100668527
p1_r3,reaction_to_enzyme,20,MARTS_RXN_9d212bb942092d78,1,0,0.0,586,0.0017064846416382,0.7103448510169983,0.0,2.054804563522339,0.0146008534356951,0.0816561701557753,0.1540616246498599,0.55,0.0046898077555964
p1_r3,reaction_to_enzyme,3,MARTS_RXN_c47716e3c171dcec,1,0,0.0,423,0.0023640661938534,0.7200000286102295,0.6666666666666666,0.471404492855072,0.0427971556782722,0.5530133741544905,0.3,0.6666666666666666,0.0664039199226781
p1_r3,reaction_to_enzyme,10,MARTS_RXN_c47716e3c171dcec,1,0,0.0,423,0.0023640661938534,0.7200000286102295,0.6666666666666666,0.471404492855072,0.0427971556782722,0.5530133741544905,0.2254901960784313,0.5666666666666667,0.0001920987757183
p1_r3,reaction_to_enzyme,20,MARTS_RXN_c47716e3c171dcec,1,0,0.0,587,0.0017035775127768,0.7200000286102295,0.6666666666666666,0.471404492855072,0.0549124777317047,0.8300365513162935,0.2804771856495994,0.6833333333333333,0.0312906609603592
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_2e255e55f5ae5e4b,1,0,0.0,324,0.0030864197530864,0.9911160469055176,0.3333333333333333,0.8164966106414795,0.0143592581152915,0.3237285835063758,0.2,0.4444444444444444,0.0687562564905719
p1_r3,enzyme_to_reaction,10,MARTS_SEQ_2e255e55f5ae5e4b,1,0,0.0,316,0.0031645569620253,0.9911160469055176,0.6666666666666666,1.8856180906295776,0.0011230191448703,0.0263467612950601,0.5079365079365079,0.8333333333333334,0.0309860868313975
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_3f5a62fdc1e6df9d,1,0,0.0,147,0.0068027210884353,0.991566002368927,0.3333333333333333,1.247219204902649,0.0128051377832889,0.0397723772543409,0.2333333333333333,0.6666666666666666,0.0035095721138037
p1_r3,enzyme_to_reaction,10,MARTS_SEQ_3f5a62fdc1e6df9d,1,0,0.0,166,0.0060240963855421,0.991566002368927,0.3333333333333333,1.6996731758117676,0.0004635574005078,0.0199980763356399,0.6744366744366744,0.8666666666666667,0.1492741220304411
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_7b18607bd967dbf1,1,0,0.0,67,0.0149253731343283,0.9959630370140076,1.0,0.0,0.0,0.030506315109845,0.6666666666666666,0.7777777777777778,0.0117332175720495
p1_r3,enzyme_to_reaction,10,MARTS_SEQ_7b18607bd967dbf1,1,0,0.0,56,0.0178571428571428,0.9959630370140076,1.0,0.0,8.101853745756671e-05,0.0637511952271962,0.6666666666666666,0.9,0.1073049780847143
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_876842bea25aa1c8,1,0,0.0,73,0.0136986301369863,0.9929978847503662,0.0,0.942808985710144,0.0051292139105498,0.0270798899081714,0.2333333333333333,0.4444444444444444,0.0077369525864799
p1_r3,enzyme_to_reaction,10,MARTS_SEQ_876842bea25aa1c8,1,0,0.0,62,0.0161290322580645,0.9929978847503662,0.6666666666666666,3.2998316287994385,0.0008142588776536,0.1535470487621701,0.6317016317016316,0.8333333333333334,0.0282999050128329
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_ba195380448cbc4a,1,0,0.0,223,0.0044843049327354,0.9922974705696106,0.3333333333333333,0.8164966106414795,0.0034095356240868,0.0088375478890916,0.3999999999999999,0.7777777777777778,0.0287221496862084
p1_r3,enzyme_to_reaction,10,MARTS_SEQ_ba195380448cbc4a,1,0,0.0,316,0.0031645569620253,0.9922974705696106,1.0,0.0,7.436486339429393e-05,0.4114922683797891,0.4652014652014651,0.8,0.1080546986758785
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_e5691963c0a5dfcc,1,1,1.0,3,0.3333333333333333,0.9682685136795044,1.0,0.0,0.0007821893086656,0.0172561462596886,1.0,1.0,0.1236727158680902
p1_r3,enzyme_to_reaction,10,MARTS_SEQ_e5691963c0a5dfcc,1,1,1.0,2,0.5,0.9682685136795044,1.0,0.0,0.0,0.1314274639373877,0.6666666666666666,0.8333333333333334,0.0163837447086384
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_e89fa451d89c44d8,1,0,0.0,70,0.0142857142857142,0.9908331036567688,0.3333333333333333,0.471404492855072,0.0027096318081021,0.0092731912439857,0.6666666666666666,0.8888888888888888,0.0973703818375952
p1_r3,enzyme_to_reaction,10,MARTS_SEQ_e89fa451d89c44d8,1,0,0.0,107,0.0093457943925233,0.9908331036567688,0.0,0.942808985710144,0.0004335824341978,0.0054888879307989,0.5445665445665445,0.8333333333333334,0.1452856669479593
p1_r3,enzyme_to_reaction,3,MARTS_SEQ_f7bba90c18ddf98b,1,0,0.0,81,0.0123456790123456,0.9933626055717468,0.3333333333333333,0.471404492855072,0.0013547915732488,0.0022128596878681,0.6666666666666666,0.8888888888888888,0.030978604901908
p1_r3,enzyme_to_reaction,10,MARTS_SEQ_f7bba90c18ddf98b,1,0,0.0,155,0.0064516129032258,0.9933626055717468,0.3333333333333333,0.8164966106414795,0.0001381069305352,0.0269211887017523,0.8181818181818182,0.9333333333333332,0.0157076089857415
p1_r4,reaction_to_enzyme,3,MARTS_RXN_0aa1aeb0f8d8f23a,1,0,0.0,741,0.0013495276653171,0.7739130258560181,0.6666666666666666,0.9428090453147888,0.0397831015288829,0.3776459708846374,0.5,0.7777777777777778,0.1254691524017068
p1_r4,reaction_to_enzyme,10,MARTS_RXN_0aa1aeb0f8d8f23a,1,0,0.0,741,0.0013495276653171,0.7739130258560181,0.6666666666666666,0.9428090453147888,0.0397831015288829,0.3776459708846374,0.2532679738562091,0.6333333333333333,0.0199314031337149
p1_r4,reaction_to_enzyme,20,MARTS_RXN_0aa1aeb0f8d8f23a,1,0,0.0,808,0.0012376237623762,0.7739130258560181,0.6666666666666666,1.4142135381698608,0.0264592058956623,0.129870809731087,0.5033509700176367,0.8166666666666667,0.0058090898533681
p1_r4,reaction_to_enzyme,3,MARTS_RXN_308ae5d61a8d303e,1,0,0.0,28,0.0357142857142857,0.7621621489524841,0.0,3.5590262413024902,0.0279270354658365,0.0674454700378382,0.1333333333333333,0.4444444444444444,0.0142554811498904
p1_r4,reaction_to_enzyme,10,MARTS_RXN_308ae5d61a8d303e,1,0,0.0,28,0.0357142857142857,0.7621621489524841,0.0,3.5590262413024902,0.0279270354658365,0.0674454700378382,0.3739316239316239,0.7333333333333333,0.01796208417418
p1_r4,reaction_to_enzyme,20,MARTS_RXN_308ae5d61a8d303e,1,0,0.0,26,0.0384615384615384,0.7621621489524841,0.0,2.8284270763397217,0.0256809219717979,0.1192755449440808,0.336405529953917,0.6833333333333333,0.1030966580136394
p1_r4,reaction_to_enzyme,3,MARTS_RXN_714817f4ca78ea2c,1,0,0.0,1312,0.0007621951219512,0.7309091091156006,0.3333333333333333,2.943920373916626,0.0741747841238975,0.0406265877747208,0.1333333333333333,0.5555555555555556,0.0746810746626199
p1_r4,reaction_to_enzyme,10,MARTS_RXN_714817f4ca78ea2c,1,0,0.0,1312,0.0007621951219512,0.7309091091156006,0.3333333333333333,2.943920373916626,0.0741747841238975,0.0406265877747208,0.2777777777777777,0.6,0.0102531530442685
p1_r4,reaction_to_enzyme,20,MARTS_RXN_714817f4ca78ea2c,1,0,0.0,1309,0.0007639419404125,0.7309091091156006,0.3333333333333333,4.189935207366943,0.0309915579855442,0.1995687869575231,0.2508145975887911,0.6,0.0036153257036874
p1_r4,reaction_to_enzyme,3,MARTS_RXN_7345bb901e40f13b,1,0,0.0,56,0.0178571428571428,0.7181817889213562,0.6666666666666666,0.471404492855072,0.0757399797439575,1.0515422957014862,0.5,0.7777777777777778,0.1014896210327662
p1_r4,reaction_to_enzyme,10,MARTS_RXN_7345bb901e40f13b,1,0,0.0,56,0.0178571428571428,0.7181817889213562,0.6666666666666666,0.471404492855072,0.0757399797439575,1.0515422957014862,0.2037037037037037,0.6,0.0092307495337672
p1_r4,reaction_to_enzyme,20,MARTS_RXN_7345bb901e40f13b,1,0,0.0,43,0.0232558139534883,0.7181817889213562,1.0,0.0,0.0735509246587753,1.1688542716595824,0.3208812260536398,0.6666666666666666,0.0652614486416685
p1_r4,reaction_to_enzyme,3,MARTS_RXN_d4bafc235050ff51,1,0,0.0,293,0.0034129692832764,0.7241379022598267,0.3333333333333333,1.247219204902649,0.0706613808870315,0.1394394507699239,0.2333333333333333,0.6666666666666666,0.3067606772266364
p1_r4,reaction_to_enzyme,10,MARTS_RXN_d4bafc235050ff51,1,0,0.0,293,0.0034129692832764,0.7241379022598267,0.3333333333333333,1.247219204902649,0.0706613808870315,0.1394394507699239,0.5128205128205128,0.7666666666666667,0.0441281487012137
p1_r4,reaction_to_enzyme,20,MARTS_RXN_d4bafc235050ff51,1,0,0.0,272,0.0036764705882352,0.7241379022598267,0.6666666666666666,0.471404492855072,0.0450447089970111,0.1392072199043153,0.6480862133036046,0.8833333333333333,0.058463175250549
p1_r4,enzyme_to_reaction,3,MARTS_SEQ_4d73f2c2cebedc27,1,0,0.0,416,0.0024038461538461,0.9887603521347046,0.6666666666666666,1.4142135381698608,0.0195549577474594,0.0529875491423212,0.1333333333333333,0.5555555555555556,0.017663241495114
p1_r4,enzyme_to_reaction,10,MARTS_SEQ_4d73f2c2cebedc27,1,0,0.0,439,0.0022779043280182,0.9887603521347046,0.0,1.4142135381698608,0.0003868214262183,0.0459492617966163,0.6744366744366744,0.9,0.1153179072932042
p1_r4,enzyme_to_reaction,3,MARTS_SEQ_79d91ed587e26e50,1,0,0.0,66,0.0151515151515151,0.98988676071167,1.0,0.0,0.006109167356044,0.1832951700386463,0.3999999999999999,0.6666666666666666,0.0150657271082652
p1_r4,enzyme_to_reaction,10,MARTS_SEQ_79d91ed587e26e50,1,0,0.0,101,0.0099009900990099,0.98988676071167,1.0,0.0,0.0002853660262189,0.0555368451644735,0.2254901960784313,0.6,0.1463920389517845
p1_r4,enzyme_to_reaction,3,MARTS_SEQ_afa481e38da84c57,1,0,0.0,68,0.0147058823529411,0.9865760207176208,1.0,0.0,0.0064025688916444,0.2050183269962863,0.3,0.5555555555555556,0.0208937237079116
