epoch,hard_negatives,random_negatives,loss,r2e_contrastive,e2r_contrastive,r2e_topk,e2r_topk
1,80,8,7.128290788332621,5.716500393549601,6.024988516171773,1.2506210545698802,1.4793642024199167
2,80,8,4.665225966771444,3.7547014236450194,3.4631457567214965,1.0844491561253866,0.7962560673554738
3,80,8,3.4673421502113344,2.9169619997342426,2.3287428438663484,0.828063553571701,0.4906713960071405
4,80,8,2.8805267214775085,2.5010831197102865,1.8494701087474823,0.6737241521477699,0.34440207183361055
5,80,8,2.497578140099843,2.236593407392502,1.5186276197433473,0.5678131207823753,0.263017638027668
6,80,8,2.225901836156845,2.002317416667938,1.3755426277716956,0.49235427131255466,0.22322956745823225
7,80,8,1.9389191369215648,1.7617527147134144,1.222335340579351,0.4066123974819978,0.18120983677605787
8,80,8,1.8770392060279846,1.7291684428850809,1.1301242023706437,0.3983423113822937,0.16248139993598062
