reaction_id,reaction_smiles,source_layer
RHEA:18229,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=C([O-])CO>>NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.O=CC(=O)[O-].[H+],rhea_general
RHEA:18237,O=C([O-])c1cc(O)ccc1O.O=O>>O=C([O-])C=CC(=O)CC(=O)C(=O)[O-].[H+],rhea_general
RHEA:18241,[NH3+]CCCCC([NH3+])C(=O)[O-]>>CC([NH3+])CCC([NH3+])C(=O)[O-],rhea_general
RHEA:18245,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(O)C(=O)NCCC(=O)NCCS.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O>>CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.[H+],rhea_general
RHEA:18253,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O=C([O-])CC(O)C(=O)[O-]>>CC(=O)C(=O)[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.O=C=O,rhea_general
RHEA:18257,Cc1c2[nH]c(c1CCC(=O)[O-])Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(C)c1CCC(=O)[O-])C2.O=O.[H+].[H+]>>C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(C)c1CCC(=O)[O-])Cc1[nH]c(c(C)c1C=C)C2.O.O.O=C=O.O=C=O,rhea_general
RHEA:18261,CC(=O)C12NC(=CC3=[NH+]C(=C(CCC(=O)[O-])C3(C)CC(=O)[O-])CC3(C)N=C(CC4=NC1=C(CC(=O)[O-])C4(C)CCC(=O)[O-])C(CCC(=O)[O-])=C3CC(=O)[O-])C(CCC(=O)[O-])C2(C)CC(=O)[O-].C[S+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O>>CC(=O)[O-].CC12CC3=C(CCC(=O)[O-])C(C)(CC(=O)[O-])C(=[NH+]3)C=C3NC(C)(C4=C(CC(=O)[O-])C(C)(CCC(=O)[O-])C(=N4)CC(=N1)C(CCC(=O)[O-])=C2CC(=O)[O-])C(C)(CC(=O)[O-])C3CCC(=O)[O-].Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.[H+].[H+],rhea_general
RHEA:18265,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)C1=CCCCC1O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1>>CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)C1=CCCCC1=O.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+],rhea_general
RHEA:18273,O.O=O.[NH3+]CCCC[NH3+]>>OO.[NH3+]CCCC=O.[NH4+],rhea_general
RHEA:18277,*S.C[S+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O>>*SC.Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.[H+],rhea_general
RHEA:18281,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=C([O-])CCC(=O)[O-]>>NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.O=C([O-])C=CC(=O)[O-].[H+],rhea_general
RHEA:18285,O.[1*]C(=O)NC(CC(=O)[O-])C(=O)[O-]>>[1*]C(=O)[O-].[NH3+]C(CC(=O)[O-])C(=O)[O-],rhea_general
RHEA:18289,O=C([O-])C(O)C(O)C(=O)[O-]>>O.O=C([O-])CC(=O)C(=O)[O-],rhea_general
RHEA:18293,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.O=C([O-])C(=O)[O-]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)C(=O)[O-].Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O,rhea_general
RHEA:18297,*NC(=O)c1ccccc1C(=O)[O-].O>>*[NH3+].O=C([O-])c1ccccc1C(=O)[O-],rhea_general
RHEA:18309,O.[1*]C(NC([2*])=O)C(=O)[O-]>>*C([NH3+])C(=O)[O-].[1*]C(=O)[O-],rhea_general
RHEA:18313,N#CC(O)c1ccccc1>>C#N.O=Cc1ccccc1,rhea_general
RHEA:18317,*C([NH3+])C(=O)[O-]>>*C([NH3+])C(=O)[O-],rhea_general
RHEA:18321,CC(C)CC([NH3+])C(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-]>>CC(C)CC(=O)C(=O)[O-].[NH3+]C(CCC(=O)[O-])C(=O)[O-],rhea_general
RHEA:18325,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CCC(C)=C[C@]1([H])[C@H](C(=C)C)CC[C@H]2C.O=P([O-])([O-])OP(=O)([O-])O,project_model_catalog
RHEA:18337,O=P([O-])([O-])OCC1OC(O)C(O)C1O.O=c1cc[nH]c(=O)[nH]1>>O.O=c1[nH]cc(C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1,rhea_general
RHEA:18341,O.O=C1OC(CO)C(O)C1O>>O=C([O-])C(O)C(O)C(O)CO.[H+],rhea_general
RHEA:18345,*C1OC(=O)C1*>>*C=C*.O=C=O,rhea_general
RHEA:18349,*P(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.[NH3+]C(CC(=O)[O-])C(=O)[O-]>>*P(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OC(=O)C([NH3+])CC(=O)[O-].Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O,rhea_general
RHEA:18353,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.O.[K+].[Na+]>>Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])O.[H+].[K+].[Na+],rhea_general
RHEA:18357,C[NH+]1C2CCC1CC(O)C2.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1>>C[NH+]1C2CCC1CC(=O)C2.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+],rhea_general
RHEA:18365,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O=C([O-])CC(O)C(=O)[O-]>>CC(=O)C(=O)[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.O=C=O,rhea_general
RHEA:18369,O=O.O=P([O-])([O-])OCC(O)CO>>O=C(CO)COP(=O)([O-])[O-].OO,rhea_general
RHEA:18373,*C(=O)OCC(COP(=O)([O-])OC1C(O)C(O)C(OP(=O)([O-])[O-])C(O)C1O)OC(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O>>*C(=O)OCC(COP(=O)([O-])OC1C(O)C(O)C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C1O)OC(*)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.[H+],rhea_general
RHEA:18377,C[NH2+]C1C(OC2C(OC3C(O)C(O)C(NC(N)=[NH2+])C(O)C3NC(N)=[NH2+])OC(C)C2(O)C=O)OC(CO)C(O)C1O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O>>C[NH2+]C1C(OC2C(OC3C(O)C(O)C(NC(N)=[NH2+])C(O)C3NC(N)=[NH2+])OC(C)C2(O)C=O)OC(CO)C(O)C1OP(=O)([O-])[O-].Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.[H+],rhea_general
RHEA:18381,C=C(OP(=O)([O-])[O-])C(=O)[O-].O=C(CO)CO>>CC(=O)C(=O)[O-].O=C(CO)COP(=O)([O-])[O-],rhea_general
RHEA:18385,CC(C)=O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.O.O.O.O=C([O-])O>>CC(=O)CC(=O)[O-].Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])O.O=P([O-])([O-])O.O=P([O-])([O-])O.O=P([O-])([O-])O.[H+].[H+].[H+].[H+],rhea_general
RHEA:18393,CC(=O)C(=O)[O-].CC(C[NH3+])C(=O)[O-]>>CC(C=O)C(=O)[O-].CC([NH3+])C(=O)[O-],rhea_general
RHEA:18401,Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)([O-])[O-])c1[nH]c(=O)[nH]c(=O)c1N2.O=O.ON=CCc1ccc(O)cc1>>Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)([O-])[O-])c2cc1C.N#CC(O)c1ccc(O)cc1.O.O.[H+],rhea_general
RHEA:18405,CC([NH3+])C(=O)[O-].NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O>>CC(=O)C(=O)[O-].NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+].[NH4+],rhea_general
RHEA:18409,CC(C)CCCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC21C.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1>>CC(C)CCCC(C)C1CCC2C3=CCC4C(C)C(=O)CCC4(C)C3CCC21C.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+],rhea_general
RHEA:18417,*C(=O)NC(COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC.CC(=O)NC1C(O)CC(OP(=O)([O-])OCC2OC(n3ccc(N)nc3=O)C(O)C2O)(C(=O)[O-])OC1C(O)C(O)CO>>*C(=O)NC(COC1OC(CO)C(OC2OC(CO)C(O)C(OC3(C(=O)[O-])CC(O)C(NC(C)=O)C(C(O)C(O)CO)O3)C2O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC.Nc1ccn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)n1.[H+],rhea_general
RHEA:18421,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-].O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl>>CC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS,rhea_general
RHEA:18425,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1.O=C([O-])C1(O)CC(O)C(O)C(O)C1>>NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.O=C1CC(O)(C(=O)[O-])CC(O)C1O.[H+],rhea_general
RHEA:18437,CC(O)(CO)C(O)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O>>CC(CO)(OP(=O)([O-])[O-])C(O)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O.Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.[H+],rhea_general
RHEA:18441,O=C1C=C2CC(C(=O)[O-])NC2=CC1=O.[H+]>>O=C=O.Oc1cc2cc[nH]c2cc1O,rhea_general
RHEA:18445,O.O=c1[nH]cnc2c1ncn2C1OC(COP(=O)([O-])[O-])C(O)C1O>>NC(=O)c1ncn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c1NC=O,rhea_general
RHEA:18449,*.O.[O-][As](O)O>>O=[As]([O-])([O-])O.[H+].[H]*[H],rhea_general
RHEA:18457,O=C(CO)C(O)C(O)COP(=O)([O-])[O-]>>CC(=O)C(O)COP(=O)([O-])[O-].O=C[O-].[H+],rhea_general
RHEA:18461,*OCC(O)COP(=O)([O-])OCC[N+](C)(C)C.CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]>>*OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(C)=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS,rhea_general
RHEA:18469,NC(=O)CCC([NH3+])C(=O)[O-].[1*]C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]>>*C(=O)NC(CCC(N)=O)C(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS.[H+],rhea_general
RHEA:18473,N=c1c2ncn(C3OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C3O)c2ncn1C1OC(COP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OP(=O)([O-])O>>Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O.O=P([O-])([O-])OCC1OC(OP(=O)([O-])OP(=O)([O-])[O-])C(O)C1O,rhea_general
RHEA:18493,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccccc1.[NH3+]CC(=O)[O-]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS.O=C([O-])CNC(=O)c1ccccc1.[H+],rhea_general
RHEA:18497,O=C(CO)C(O)C(O)COP(=O)([O-])[O-]>>O=C(CO)C(O)C(O)COP(=O)([O-])[O-],rhea_general
RHEA:18501,CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1>>C=C(C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+],rhea_general
RHEA:18509,NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.OO.[H+]>>NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O.O,rhea_general
RHEA:18521,C[S+](CCC([NH3+])C(=O)[O-])CC1OC(n2cnc3c(N)ncnc32)C(O)C1O.O=C(CC(=O)c1ccc(O)cc1O)c1ccc([O-])cc1>>COc1cc(O)ccc1C(=O)CC(=O)c1ccc([O-])cc1.Nc1ncnc2c1ncn2C1OC(CSCCC([NH3+])C(=O)[O-])C(O)C1O.[H+],rhea_general
RHEA:18525,CC(C)CCO.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1>>CC(C)CC=O.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+],rhea_general
RHEA:18529,CC(C)CCO.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1>>CC(C)CC=O.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.[H+],rhea_general
RHEA:18533,[H+].[NH3+]C(Cc1c[nH]c2ccc(O)cc12)C(=O)[O-]>>O=C=O.[NH3+]CCc1c[nH]c2ccc(O)cc12,rhea_general
RHEA:18537,NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1.O.O=Cc1ccccc1O>>NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1.O=C([O-])c1ccccc1O.[H+].[H+],rhea_general
RHEA:18561,CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1>>CC(C)=CCCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3.NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+],rhea_general
