protein_id,reaction_id,source,evidence_type
B6K412,MARTS_EXT_RXN_000c8b710696,project_catalog,project_recorded_association
P33247,MARTS_EXT_RXN_000c8b710696,project_catalog,project_recorded_association
P33990,MARTS_EXT_RXN_000c8b710696,project_catalog,project_recorded_association
P54924,MARTS_EXT_RXN_000c8b710696,project_catalog,project_recorded_association
P55348,MARTS_EXT_RXN_000c8b710696,project_catalog,project_recorded_association
Q9X839,MARTS_EXT_RXN_012d56c064db,project_catalog,project_recorded_association
F2XFB2,MARTS_EXT_RXN_0216267ce7f4,project_catalog,project_recorded_association
H8ZM70,MARTS_EXT_RXN_0216267ce7f4,project_catalog,project_recorded_association
M4HXU6,MARTS_EXT_RXN_0216267ce7f4,project_catalog,project_recorded_association
M4HY05,MARTS_EXT_RXN_0216267ce7f4,project_catalog,project_recorded_association
M4HYC6,MARTS_EXT_RXN_0216267ce7f4,project_catalog,project_recorded_association
Q38710,MARTS_EXT_RXN_0216267ce7f4,project_catalog,project_recorded_association
Q50EK2,MARTS_EXT_RXN_0216267ce7f4,project_catalog,project_recorded_association
WP_205789436,MARTS_EXT_RXN_029b92fe95de,project_catalog,project_recorded_association
B0Y565,MARTS_EXT_RXN_0304c0087056,project_catalog,project_recorded_association
WP_109642683,MARTS_EXT_RXN_033964ff02d8,project_catalog,project_recorded_association
P9WJ61,MARTS_EXT_RXN_035143e0b4ac,project_catalog,project_recorded_association
E2E2P0,MARTS_EXT_RXN_0396c90bff0f,project_catalog,project_recorded_association
A0A561SAF2,MARTS_EXT_RXN_055064ae05a5,project_catalog,project_recorded_association
A0A7M3M6K6,MARTS_EXT_RXN_0601074748a9,project_catalog,project_recorded_association
A0A0M8XX89,MARTS_EXT_RXN_0718113ff706,project_catalog,project_recorded_association
A0A1Q5GJH1,MARTS_EXT_RXN_0718113ff706,project_catalog,project_recorded_association
A0A495JMV3,MARTS_EXT_RXN_0718113ff706,project_catalog,project_recorded_association
WP_091046421.1,MARTS_EXT_RXN_0718113ff706,project_catalog,project_recorded_association
A0A2A2D8W5,MARTS_EXT_RXN_07865104318f,project_catalog,project_recorded_association
Q7XYS8,MARTS_EXT_RXN_08a2e34a37c3,project_catalog,project_recorded_association
A0A5Q0QP64,MARTS_EXT_RXN_0aa1aeb0f8d8,project_catalog,project_recorded_association
A0A8H7DPD2,MARTS_EXT_RXN_0aa1aeb0f8d8,project_catalog,project_recorded_association
A9GK58,MARTS_EXT_RXN_0aa1aeb0f8d8,project_catalog,project_recorded_association
WP_157383393,MARTS_EXT_RXN_0aa1aeb0f8d8,project_catalog,project_recorded_association
marts_E00597,MARTS_EXT_RXN_0aa1aeb0f8d8,project_catalog,project_recorded_association
A0A1N6E2E2,MARTS_EXT_RXN_0b0f5e083f77,project_catalog,project_recorded_association
XP_055691875.1,MARTS_EXT_RXN_0b0f5e083f77,project_catalog,project_recorded_association
marts_E01311,MARTS_EXT_RXN_0b0f5e083f77,project_catalog,project_recorded_association
marts_E00439,MARTS_EXT_RXN_0bc621c08854,project_catalog,project_recorded_association
B8PD44,MARTS_EXT_RXN_0d75732112ff,project_catalog,project_recorded_association
BDI63083.1,MARTS_EXT_RXN_0d75732112ff,project_catalog,project_recorded_association
BDI63091.1,MARTS_EXT_RXN_0d75732112ff,project_catalog,project_recorded_association
BDI63099.1,MARTS_EXT_RXN_0d75732112ff,project_catalog,project_recorded_association
BDI63110.1,MARTS_EXT_RXN_0d75732112ff,project_catalog,project_recorded_association
BDI63116.1,MARTS_EXT_RXN_0d75732112ff,project_catalog,project_recorded_association
BDI63117.1,MARTS_EXT_RXN_0d75732112ff,project_catalog,project_recorded_association
A0A0M4MMY1,MARTS_EXT_RXN_0e08d025745c,project_catalog,project_recorded_association
WP_150521282,MARTS_EXT_RXN_0e80c1eb7cd8,project_catalog,project_recorded_association
A0A097ZQD1,MARTS_EXT_RXN_0fa82c3b7c55,project_catalog,project_recorded_association
A0A5P0YYU2,MARTS_EXT_RXN_0fa82c3b7c55,project_catalog,project_recorded_association
Q39978,MARTS_EXT_RXN_12ea76795241,project_catalog,project_recorded_association
Q39979,MARTS_EXT_RXN_12ea76795241,project_catalog,project_recorded_association
Q39980,MARTS_EXT_RXN_12ea76795241,project_catalog,project_recorded_association
Q9FVL2,MARTS_EXT_RXN_12ea76795241,project_catalog,project_recorded_association
Q9XJ32,MARTS_EXT_RXN_12ea76795241,project_catalog,project_recorded_association
A9GK58,MARTS_EXT_RXN_1428f098b24c,project_catalog,project_recorded_association
G5CV42,MARTS_EXT_RXN_1428f098b24c,project_catalog,project_recorded_association
Q5W283,MARTS_EXT_RXN_1428f098b24c,project_catalog,project_recorded_association
WP_150521282,MARTS_EXT_RXN_16e609c93e52,project_catalog,project_recorded_association
B5H135,MARTS_EXT_RXN_193d44981939,project_catalog,project_recorded_association
A0A1I1IX82,MARTS_EXT_RXN_1c2da1449873,project_catalog,project_recorded_association
A0AA82WP13,MARTS_EXT_RXN_1c2da1449873,project_catalog,project_recorded_association
A0A401VY17,MARTS_EXT_RXN_1d852b407f95,project_catalog,project_recorded_association
Q49SP3,MARTS_EXT_RXN_1da1a2f90d9e,project_catalog,project_recorded_association
A0A2P2GK84,MARTS_EXT_RXN_1f7cef5e91c2,project_catalog,project_recorded_association
F8JSS1,MARTS_EXT_RXN_1f7cef5e91c2,project_catalog,project_recorded_association
E2IUA8,MARTS_EXT_RXN_219616d40b4a,project_catalog,project_recorded_association
Q49SP3,MARTS_EXT_RXN_2250a8a7fe50,project_catalog,project_recorded_association
G5CV51,MARTS_EXT_RXN_22bda90ee992,project_catalog,project_recorded_association
M5AW86,MARTS_EXT_RXN_23432a8b720a,project_catalog,project_recorded_association
A0A979G5X7,MARTS_EXT_RXN_237f1c153ad6,project_catalog,project_recorded_association
MBW4630784.1,MARTS_EXT_RXN_23b0ccdf5255,project_catalog,project_recorded_association
P9WEP0,MARTS_EXT_RXN_247c337c8f65,project_catalog,project_recorded_association
A0A8F4PPH7,MARTS_EXT_RXN_2554ee320331,project_catalog,project_recorded_association
WP_109642681,MARTS_EXT_RXN_2554ee320331,project_catalog,project_recorded_association
WP_150521282,MARTS_EXT_RXN_27964350d2e0,project_catalog,project_recorded_association
R9UPX9,MARTS_EXT_RXN_29704a84d49c,project_catalog,project_recorded_association
F2XFB2,MARTS_EXT_RXN_29bbf964d264,project_catalog,project_recorded_association
M4HY05,MARTS_EXT_RXN_29bbf964d264,project_catalog,project_recorded_association
Q50EK2,MARTS_EXT_RXN_29bbf964d264,project_catalog,project_recorded_association
A0A3M8F3X6,MARTS_EXT_RXN_2a8513f7b1f9,project_catalog,project_recorded_association
A0A7W5F0P0,MARTS_EXT_RXN_2d4d4df1341b,project_catalog,project_recorded_association
A0A1M3U1M9,MARTS_EXT_RXN_2d848cafa6c3,project_catalog,project_recorded_association
7S5L_A,MARTS_EXT_RXN_2e27139e482a,project_catalog,project_recorded_association
A0A076GAU5,MARTS_EXT_RXN_2e27139e482a,project_catalog,project_recorded_association
A0A1L1WGD9,MARTS_EXT_RXN_2e27139e482a,project_catalog,project_recorded_association
A0A2A2D8W5,MARTS_EXT_RXN_2e27139e482a,project_catalog,project_recorded_association
E3W208,MARTS_EXT_RXN_2e27139e482a,project_catalog,project_recorded_association
marts_E00001,MARTS_EXT_RXN_2e27139e482a,project_catalog,project_recorded_association
QNC49769.1,MARTS_EXT_RXN_2e59d1c7b929,project_catalog,project_recorded_association
A0A5P1ZG13,MARTS_EXT_RXN_2e5de5bb57ab,project_catalog,project_recorded_association
A0A1D6IY18,MARTS_EXT_RXN_2ffb342ca060,project_catalog,project_recorded_association
Q1EG72,MARTS_EXT_RXN_2ffb342ca060,project_catalog,project_recorded_association
Q5GJ60,MARTS_EXT_RXN_2ffb342ca060,project_catalog,project_recorded_association
A0A010YQZ8,MARTS_EXT_RXN_308ae5d61a8d,project_catalog,project_recorded_association
A0A1L1WGB8,MARTS_EXT_RXN_308ae5d61a8d,project_catalog,project_recorded_association
B5H135,MARTS_EXT_RXN_318de1e2f880,project_catalog,project_recorded_association
A0A0M4MMY1,MARTS_EXT_RXN_324ed07f2f6e,project_catalog,project_recorded_association
Q9UVY5,MARTS_EXT_RXN_324ed07f2f6e,project_catalog,project_recorded_association
A0A1V0D8Y5,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
C7ASI9,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
F1CKI6,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
F1CKI8,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
F1CKI9,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
F2XF94,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
Q84SM8,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
Q8L5J7,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
R9QMR6,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
R9QMW4,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
R9QMW8,MARTS_EXT_RXN_33b3f74378db,project_catalog,project_recorded_association
BDI63106.1,MARTS_EXT_RXN_37c622385e92,project_catalog,project_recorded_association
A0A401VY17,MARTS_EXT_RXN_380c83705f05,project_catalog,project_recorded_association
F0ZPL2,MARTS_EXT_RXN_38d26f0aa1b1,project_catalog,project_recorded_association
F2XFB2,MARTS_EXT_RXN_3abc72608e40,project_catalog,project_recorded_association
H8ZM70,MARTS_EXT_RXN_3abc72608e40,project_catalog,project_recorded_association
M4HXU6,MARTS_EXT_RXN_3abc72608e40,project_catalog,project_recorded_association
M4HY05,MARTS_EXT_RXN_3abc72608e40,project_catalog,project_recorded_association
M4HYC6,MARTS_EXT_RXN_3abc72608e40,project_catalog,project_recorded_association
Q50EK2,MARTS_EXT_RXN_3abc72608e40,project_catalog,project_recorded_association
Q675L4,MARTS_EXT_RXN_3abc72608e40,project_catalog,project_recorded_association
Q947C4,MARTS_EXT_RXN_3abc72608e40,project_catalog,project_recorded_association
QND75952.1,MARTS_EXT_RXN_3abc72608e40,project_catalog,project_recorded_association
A0A5Q0QP64,MARTS_EXT_RXN_3ae1fc659b14,project_catalog,project_recorded_association
A5BEB8,MARTS_EXT_RXN_3ae1fc659b14,project_catalog,project_recorded_association
A9GK58,MARTS_EXT_RXN_3ae1fc659b14,project_catalog,project_recorded_association
B8PD44,MARTS_EXT_RXN_3ae1fc659b14,project_catalog,project_recorded_association
marts_E00595,MARTS_EXT_RXN_3ae1fc659b14,project_catalog,project_recorded_association
Q9LUE2,MARTS_EXT_RXN_3bed24cf1ac1,project_catalog,project_recorded_association
A0A140AZ63,MARTS_EXT_RXN_3d09cb5fb800,project_catalog,project_recorded_association
A0A7W5F0P0,MARTS_EXT_RXN_3fcdccf20787,project_catalog,project_recorded_association
A0A0F4GLU2,MARTS_EXT_RXN_4016ec72d95a,project_catalog,project_recorded_association
P9WEP0,MARTS_EXT_RXN_4016ec72d95a,project_catalog,project_recorded_association
G0Y287,MARTS_EXT_RXN_412a1f752827,project_catalog,project_recorded_association
P37268,MARTS_EXT_RXN_412a1f752827,project_catalog,project_recorded_association
Q32KR6,MARTS_EXT_RXN_412a1f752827,project_catalog,project_recorded_association
B8PD44,MARTS_EXT_RXN_42bfdab7b6fd,project_catalog,project_recorded_association
A0A1Z2LDZ7,MARTS_EXT_RXN_4356ef28995d,project_catalog,project_recorded_association
Q9C5M3,MARTS_EXT_RXN_455979525191,project_catalog,project_recorded_association
marts_E00826,MARTS_EXT_RXN_45be1b4caa76,project_catalog,project_recorded_association
A0A1X9ISH5,MARTS_EXT_RXN_480dcc05c335,project_catalog,project_recorded_association
A0A3M8F3X6,MARTS_EXT_RXN_4959109219e5,project_catalog,project_recorded_association
BDI63124.1,MARTS_EXT_RXN_4b39e8d478ce,project_catalog,project_recorded_association
A0A562T706,MARTS_EXT_RXN_4b410b511327,project_catalog,project_recorded_association
P0C8Y0,MARTS_EXT_RXN_4c4ba4bc0549,project_catalog,project_recorded_association
WP_150521282,MARTS_EXT_RXN_4ceba15356bf,project_catalog,project_recorded_association
Q49SP3,MARTS_EXT_RXN_4cfa7e6347ac,project_catalog,project_recorded_association
marts_E01311,MARTS_EXT_RXN_4d9779092922,project_catalog,project_recorded_association
G0Y287,MARTS_EXT_RXN_4e8885af0277,project_catalog,project_recorded_association
KIA64332.1,MARTS_EXT_RXN_4f0796dda836,project_catalog,project_recorded_association
F2XFB2,MARTS_EXT_RXN_4fcf7c82c333,project_catalog,project_recorded_association
H8ZM70,MARTS_EXT_RXN_4fcf7c82c333,project_catalog,project_recorded_association
M4HXU6,MARTS_EXT_RXN_4fcf7c82c333,project_catalog,project_recorded_association
M4HYC6,MARTS_EXT_RXN_4fcf7c82c333,project_catalog,project_recorded_association
Q38710,MARTS_EXT_RXN_4fcf7c82c333,project_catalog,project_recorded_association
BDI63107.1,MARTS_EXT_RXN_4ffa9a18599e,project_catalog,project_recorded_association
BDI63109.1,MARTS_EXT_RXN_4ffa9a18599e,project_catalog,project_recorded_association
BDI63124.1,MARTS_EXT_RXN_4ffa9a18599e,project_catalog,project_recorded_association
BDO24661.1,MARTS_EXT_RXN_4ffa9a18599e,project_catalog,project_recorded_association
Q49SP3,MARTS_EXT_RXN_510852dd5fb5,project_catalog,project_recorded_association
A0A6A6W5M9,MARTS_EXT_RXN_51c6e7c89344,project_catalog,project_recorded_association
P9WEV6,MARTS_EXT_RXN_51c6e7c89344,project_catalog,project_recorded_association
WP_030431358.1,MARTS_EXT_RXN_51c6e7c89344,project_catalog,project_recorded_association
WP_051165600.1,MARTS_EXT_RXN_51c6e7c89344,project_catalog,project_recorded_association
WP_051714436,MARTS_EXT_RXN_51c6e7c89344,project_catalog,project_recorded_association
A0A1L1WGD9,MARTS_EXT_RXN_5298c5c71be1,project_catalog,project_recorded_association
E3W208,MARTS_EXT_RXN_5298c5c71be1,project_catalog,project_recorded_association
A0A097ZIE0,MARTS_EXT_RXN_529b3e1ea6d5,project_catalog,project_recorded_association
A0A7L7S8U7,MARTS_EXT_RXN_529b3e1ea6d5,project_catalog,project_recorded_association
F0ZL92,MARTS_EXT_RXN_529b3e1ea6d5,project_catalog,project_recorded_association
J9RLZ7,MARTS_EXT_RXN_529b3e1ea6d5,project_catalog,project_recorded_association
WP_150521282,MARTS_EXT_RXN_54f511ec7632,project_catalog,project_recorded_association
Q7Z859,MARTS_EXT_RXN_55f4259a8324,project_catalog,project_recorded_association
marts_E01335,MARTS_EXT_RXN_574cd0378c5f,project_catalog,project_recorded_association
WP_109642683,MARTS_EXT_RXN_5834b8bc5c28,project_catalog,project_recorded_association
A0A250IBE0,MARTS_EXT_RXN_5904725d5317,project_catalog,project_recorded_association
A0A5S9I252,MARTS_EXT_RXN_5aa1e407cf39,project_catalog,project_recorded_association
A0A5N5W9J0,MARTS_EXT_RXN_5c2828b66ca0,project_catalog,project_recorded_association
A0A7W5F0P0,MARTS_EXT_RXN_5c2828b66ca0,project_catalog,project_recorded_association
Q49SP3,MARTS_EXT_RXN_5d4a8a447c7e,project_catalog,project_recorded_association
G1DGI7,MARTS_EXT_RXN_5d8d9a77365d,project_catalog,project_recorded_association
A0A345ZQ25,MARTS_EXT_RXN_5e756bc9af81,project_catalog,project_recorded_association
A5BEB8,MARTS_EXT_RXN_5ebefc2c5944,project_catalog,project_recorded_association
BDI63083.1,MARTS_EXT_RXN_5ebefc2c5944,project_catalog,project_recorded_association
BDI63091.1,MARTS_EXT_RXN_5ebefc2c5944,project_catalog,project_recorded_association
BDI63099.1,MARTS_EXT_RXN_5ebefc2c5944,project_catalog,project_recorded_association
BDI63110.1,MARTS_EXT_RXN_5ebefc2c5944,project_catalog,project_recorded_association
BDI63116.1,MARTS_EXT_RXN_5ebefc2c5944,project_catalog,project_recorded_association
BDI63117.1,MARTS_EXT_RXN_5ebefc2c5944,project_catalog,project_recorded_association
XDF46152.1,MARTS_EXT_RXN_5ebefc2c5944,project_catalog,project_recorded_association
A0A286R621,MARTS_EXT_RXN_5f7500503126,project_catalog,project_recorded_association
A0A1D6KUI6,MARTS_EXT_RXN_6029eb5c9a03,project_catalog,project_recorded_association
XP_055691875.1,MARTS_EXT_RXN_605fa04e8467,project_catalog,project_recorded_association
MZ367365.1,MARTS_EXT_RXN_6290a24f780c,project_catalog,project_recorded_association
A0A6M6CCF6,MARTS_EXT_RXN_6314ab7563ea,project_catalog,project_recorded_association
O81192,MARTS_EXT_RXN_6314ab7563ea,project_catalog,project_recorded_association
A0A1M3U1M9,MARTS_EXT_RXN_6385ac1fa7a9,project_catalog,project_recorded_association
B1W019,MARTS_EXT_RXN_63e6da659221,project_catalog,project_recorded_association
A0A979G646,MARTS_EXT_RXN_66951c0e7ed9,project_catalog,project_recorded_association
A0A3M8F3X6,MARTS_EXT_RXN_66c7e35bfd6a,project_catalog,project_recorded_association
A0A7W5F0P0,MARTS_EXT_RXN_66d9eb264140,project_catalog,project_recorded_association
A0A2L0VXR0,MARTS_EXT_RXN_6705f601fdae,project_catalog,project_recorded_association
A0A6S6QR11,MARTS_EXT_RXN_6705f601fdae,project_catalog,project_recorded_association
A0A097ZQD0,MARTS_EXT_RXN_68261f5fd64c,project_catalog,project_recorded_association
A0A0N9I8A9,MARTS_EXT_RXN_68261f5fd64c,project_catalog,project_recorded_association
A0A142ZC57,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
A0A144YEA5,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
A0A1D8PI71,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
A0A1P7Y0A2,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
A0A1P7Y0C9,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
A0A1P7Y0D4,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
A0A345BJQ0,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
A0A3G1DJL2,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
A0SJQ5,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
C9E894,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
D0VFU8,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
D2K762,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
G0Y287,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
O48666,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
O74165,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
P29704,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
P36596,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
P37268,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
P53798,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
P53799,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
P53800,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
P78589,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
Q02769,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
Q32KR6,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
Q4WAG4,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
Q54DR1,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
Q752X9,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
Q92459,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
Q9HGZ6,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
Q9SDW9,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
Q9Y753,MARTS_EXT_RXN_68d7c7a6b97f,project_catalog,project_recorded_association
C0PPM5,MARTS_EXT_RXN_697ad0951949,project_catalog,project_recorded_association
A0A3M8F3X6,MARTS_EXT_RXN_6b2dcf26c892,project_catalog,project_recorded_association
U5PZT6,MARTS_EXT_RXN_6bd0977b42d0,project_catalog,project_recorded_association
D5SK09,MARTS_EXT_RXN_6c1cbb35db92,project_catalog,project_recorded_association
Q9SYN1,MARTS_EXT_RXN_6c228262ac8f,project_catalog,project_recorded_association
D5SLU6,MARTS_EXT_RXN_6c7d3c1df7ff,project_catalog,project_recorded_association
D5KXJ0,MARTS_EXT_RXN_6d6aa67d85ad,project_catalog,project_recorded_association
P37269,MARTS_EXT_RXN_6d6aa67d85ad,project_catalog,project_recorded_association
P37272,MARTS_EXT_RXN_6d6aa67d85ad,project_catalog,project_recorded_association
A0A1M3U1M9,MARTS_EXT_RXN_714817f4ca78,project_catalog,project_recorded_association
N4V6D4,MARTS_EXT_RXN_7160470e8992,project_catalog,project_recorded_association
WP_109642683,MARTS_EXT_RXN_71aa03bcb508,project_catalog,project_recorded_association
A0A2E1AC30,MARTS_EXT_RXN_71bb2acc38af,project_catalog,project_recorded_association
A0A010YQZ8,MARTS_EXT_RXN_7345bb901e40,project_catalog,project_recorded_association
O64405,MARTS_EXT_RXN_7345bb901e40,project_catalog,project_recorded_association
A0A5Q0QP64,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
A9GK58,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
BDI63083.1,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
BDI63084.1,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
BDI63091.1,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
BDI63099.1,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
BDI63108.1,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
BDI63110.1,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
BDI63116.1,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
E9E766,MARTS_EXT_RXN_747e48195053,project_catalog,project_recorded_association
O50406,MARTS_EXT_RXN_76499a11d465,project_catalog,project_recorded_association
WP_150521282,MARTS_EXT_RXN_76627c4c8e95,project_catalog,project_recorded_association
A0A1I1IX82,MARTS_EXT_RXN_769df5ece0f3,project_catalog,project_recorded_association
A0A250IBE0,MARTS_EXT_RXN_769df5ece0f3,project_catalog,project_recorded_association
A0A3N4M544,MARTS_EXT_RXN_769df5ece0f3,project_catalog,project_recorded_association
WP_020942948,MARTS_EXT_RXN_769df5ece0f3,project_catalog,project_recorded_association
marts_E00593,MARTS_EXT_RXN_771248cd18de,project_catalog,project_recorded_association
marts_E00596,MARTS_EXT_RXN_771248cd18de,project_catalog,project_recorded_association
A0A097ZQA4,MARTS_EXT_RXN_781f3e745c61,project_catalog,project_recorded_association
UPI0005AE096B,MARTS_EXT_RXN_78399ec4fc85,project_catalog,project_recorded_association
A0A1L7NYG2,MARTS_EXT_RXN_7844025b0372,project_catalog,project_recorded_association
G0Y287,MARTS_EXT_RXN_78f709de4b7c,project_catalog,project_recorded_association
A0A8T0VMU7,MARTS_EXT_RXN_79368a2476ac,project_catalog,project_recorded_association
A0A075FBG7,MARTS_EXT_RXN_7b0cfb7bb82c,project_catalog,project_recorded_association
A0A1W6QDI7,MARTS_EXT_RXN_7b0cfb7bb82c,project_catalog,project_recorded_association
A0A1X9ISH5,MARTS_EXT_RXN_7b0cfb7bb82c,project_catalog,project_recorded_association
A0A678QA10,MARTS_EXT_RXN_7b0cfb7bb82c,project_catalog,project_recorded_association
C8XPS0,MARTS_EXT_RXN_7b0cfb7bb82c,project_catalog,project_recorded_association
G9MAN7,MARTS_EXT_RXN_7b0cfb7bb82c,project_catalog,project_recorded_association
W8QEG7,MARTS_EXT_RXN_7b0cfb7bb82c,project_catalog,project_recorded_association
W8QMF8,MARTS_EXT_RXN_7b0cfb7bb82c,project_catalog,project_recorded_association
X5AHD9,MARTS_EXT_RXN_7b0cfb7bb82c,project_catalog,project_recorded_association
F0ZPL2,MARTS_EXT_RXN_7c05abd7a600,project_catalog,project_recorded_association
A0A345ZQ26,MARTS_EXT_RXN_7c41968d1cff,project_catalog,project_recorded_association
A0A345ZQ29,MARTS_EXT_RXN_7c41968d1cff,project_catalog,project_recorded_association
Q08IT1,MARTS_EXT_RXN_832dbc506db6,project_catalog,project_recorded_association
A0A067N7X3,MARTS_EXT_RXN_848e51b53c9f,project_catalog,project_recorded_association
A0A2H3DQV4,MARTS_EXT_RXN_848e51b53c9f,project_catalog,project_recorded_association
BDI63111.1,MARTS_EXT_RXN_848e51b53c9f,project_catalog,project_recorded_association
BDO24661.1,MARTS_EXT_RXN_848e51b53c9f,project_catalog,project_recorded_association
A0A561SAF2,MARTS_EXT_RXN_8551b0818261,project_catalog,project_recorded_association
A0A8F4PNJ7,MARTS_EXT_RXN_86983edabe8c,project_catalog,project_recorded_association
A0A8F4PQP7,MARTS_EXT_RXN_86983edabe8c,project_catalog,project_recorded_association
A0A8F4SK79,MARTS_EXT_RXN_86983edabe8c,project_catalog,project_recorded_association
A0A8F4SKT7,MARTS_EXT_RXN_86983edabe8c,project_catalog,project_recorded_association
A0A8F4SKU0,MARTS_EXT_RXN_86983edabe8c,project_catalog,project_recorded_association
A0A1H0BVV7,MARTS_EXT_RXN_86a30d47d9f4,project_catalog,project_recorded_association
Q54TW4,MARTS_EXT_RXN_86ad65662f49,project_catalog,project_recorded_association
WP_205789436,MARTS_EXT_RXN_86ad65662f49,project_catalog,project_recorded_association
A0A2A3HMH3,MARTS_EXT_RXN_86ce128d7d61,project_catalog,project_recorded_association
G0Y288,MARTS_EXT_RXN_87203dec8e34,project_catalog,project_recorded_association
B5GTQ6,MARTS_EXT_RXN_877408d79e1b,project_catalog,project_recorded_association
P0C565,MARTS_EXT_RXN_890006655690,project_catalog,project_recorded_association
A0A5N5W9J0,MARTS_EXT_RXN_8b03f1de5fce,project_catalog,project_recorded_association
A0A8F4PPI6,MARTS_EXT_RXN_8c6cae136e8b,project_catalog,project_recorded_association
G0Y286,MARTS_EXT_RXN_8d049834636c,project_catalog,project_recorded_association
A0A1S3ZET1,MARTS_EXT_RXN_8d2492a66172,project_catalog,project_recorded_association
F2XFA8,MARTS_EXT_RXN_8d2492a66172,project_catalog,project_recorded_association
G1JUH1,MARTS_EXT_RXN_8d2492a66172,project_catalog,project_recorded_association
O81192,MARTS_EXT_RXN_8d2492a66172,project_catalog,project_recorded_association
Q4QSN3,MARTS_EXT_RXN_8d2492a66172,project_catalog,project_recorded_association
Q948Z0,MARTS_EXT_RXN_8d2492a66172,project_catalog,project_recorded_association
R9QMY8,MARTS_EXT_RXN_8d2492a66172,project_catalog,project_recorded_association
A0A979G646,MARTS_EXT_RXN_8d7f7dd54117,project_catalog,project_recorded_association
Q9FR95,MARTS_EXT_RXN_8e685e0c0b69,project_catalog,project_recorded_association
WNV55396.1,MARTS_EXT_RXN_908734b433c3,project_catalog,project_recorded_association
A0A5N5W9J0,MARTS_EXT_RXN_90bccccecf9c,project_catalog,project_recorded_association
B5H135,MARTS_EXT_RXN_9239c973f487,project_catalog,project_recorded_association
Q796C3,MARTS_EXT_RXN_92f6ef4d14a5,project_catalog,project_recorded_association
B5H135,MARTS_EXT_RXN_932a9e24c662,project_catalog,project_recorded_association
Q9LUE0,MARTS_EXT_RXN_95048e61f00d,project_catalog,project_recorded_association
C0PTH8,MARTS_EXT_RXN_96ac57c79326,project_catalog,project_recorded_association
