row,reaction_id
156,MARTS_EXT_RXN_9aca0b07537d
157,MARTS_EXT_RXN_9bfd169ae97d
158,MARTS_EXT_RXN_9c359e8d58c7
159,MARTS_EXT_RXN_9c7db311ef6f
160,MARTS_EXT_RXN_9d212bb94209
161,MARTS_EXT_RXN_9e53a7397306
162,MARTS_EXT_RXN_a034669a1e40
163,MARTS_EXT_RXN_a1bdb236418d
164,MARTS_EXT_RXN_a330ce4c4099
165,MARTS_EXT_RXN_a3395ba9b8c6
166,MARTS_EXT_RXN_a3e15b2ae79d
167,MARTS_EXT_RXN_a40190329c75
168,MARTS_EXT_RXN_a5374cc39ade
169,MARTS_EXT_RXN_a78f2392f8c2
170,MARTS_EXT_RXN_a835c7512bd8
171,MARTS_EXT_RXN_a9c17147ad90
172,MARTS_EXT_RXN_aaa305f17a30
173,MARTS_EXT_RXN_aaf62036b97e
174,MARTS_EXT_RXN_accbb7c49b47
175,MARTS_EXT_RXN_ad8e38949c9e
176,MARTS_EXT_RXN_aecc694cdc8f
177,MARTS_EXT_RXN_af6c10b22452
178,MARTS_EXT_RXN_b099e0d8d67d
179,MARTS_EXT_RXN_b1f6de0feffa
180,MARTS_EXT_RXN_b3860010df2b
181,MARTS_EXT_RXN_b3c865336ac3
182,MARTS_EXT_RXN_b44a6383dd2a
183,MARTS_EXT_RXN_b72409fe507d
184,MARTS_EXT_RXN_b89583d7f0d9
185,MARTS_EXT_RXN_bac5b3b4b30d
186,MARTS_EXT_RXN_bb0c8b67ae81
187,MARTS_EXT_RXN_be324f8633fc
188,MARTS_EXT_RXN_be815318a50a
189,MARTS_EXT_RXN_bf12f5d59166
190,MARTS_EXT_RXN_c0d41a7707a3
191,MARTS_EXT_RXN_c29f1cca3044
192,MARTS_EXT_RXN_c2e48d093662
193,MARTS_EXT_RXN_c33f8bcece70
194,MARTS_EXT_RXN_c38237fa511c
195,MARTS_EXT_RXN_c47716e3c171
196,MARTS_EXT_RXN_c4cfcdfee60d
197,MARTS_EXT_RXN_c7f62ba677ae
198,MARTS_EXT_RXN_c82f9ce748cd
199,MARTS_EXT_RXN_c9b279de0442
200,MARTS_EXT_RXN_cab46dc67f5d
201,MARTS_EXT_RXN_cda281fba2bd
202,MARTS_EXT_RXN_cded9fefc276
203,MARTS_EXT_RXN_cffca17c4e58
204,MARTS_EXT_RXN_d0c235775bc5
205,MARTS_EXT_RXN_d147768eaf20
206,MARTS_EXT_RXN_d1d507ef878d
207,MARTS_EXT_RXN_d4bafc235050
208,MARTS_EXT_RXN_d4f733465fb3
209,MARTS_EXT_RXN_d86b1fdbc72d
210,MARTS_EXT_RXN_d91651d1ef35
211,MARTS_EXT_RXN_dbc26311dec1
212,MARTS_EXT_RXN_dd89a5b3606f
213,MARTS_EXT_RXN_de164cb3f0e1
214,MARTS_EXT_RXN_df06835b65dd
215,MARTS_EXT_RXN_df3107f9c103
216,MARTS_EXT_RXN_e056c9e6d498
217,MARTS_EXT_RXN_e266d387018a
218,MARTS_EXT_RXN_e275424c414b
219,MARTS_EXT_RXN_e71ff45cbd78
220,MARTS_EXT_RXN_e7770b1f70c7
221,MARTS_EXT_RXN_e778d2d951ff
222,MARTS_EXT_RXN_e9ed9dc21c00
223,MARTS_EXT_RXN_eba646fdd070
224,MARTS_EXT_RXN_ecb0de88d8e0
225,MARTS_EXT_RXN_ed3cf125a033
226,MARTS_EXT_RXN_ed65fc0ae861
227,MARTS_EXT_RXN_eddada43cb76
228,MARTS_EXT_RXN_eec1da2d1706
229,MARTS_EXT_RXN_efd2739d909f
230,MARTS_EXT_RXN_f0fe69f8e0b7
231,MARTS_EXT_RXN_f12698751b7a
232,MARTS_EXT_RXN_f5414ceb0f1f
233,MARTS_EXT_RXN_f7cc3793e8fe
