Enzyme_uniprot_ids	Enzyme_genbank_ids	Enzyme_marts_ids	Substrate_smiles	Substrate_name	Substrate_marts_id	Product_smiles	Product_name	Product_marts_id	Reaction_type	Evidence	Publication	Mechanism_marts_id	step_reaction_smiles	step_reaction_signature	step_index
W6HUT3;Q8L5K4;O64961;F2XF94;E2E2P0;E2E2N3;A0A7G5KLV0		marts_E00000;marts_E00223;marts_E00543;marts_E00732;marts_E00787;marts_E00792;marts_E01019	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(2E)-GPP	marts_M00312	[CH2+]/C=C(\C)CCC=C(C)C	geranyl cation	marts_M00313	dephosphorylation	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00001	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(\C)CCC=C(C)C	CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)C	1
W6HUT3;Q8L5K4;O64961;F2XF94;E2E2P0;E2E2N3;A0A7G5KLV0		marts_E00000;marts_E00223;marts_E00543;marts_E00732;marts_E00787;marts_E00792;marts_E01019	[CH2+]/C=C(\C)CCC=C(C)C	geranyl cation	marts_M00313	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	linaloyl diphosphate	marts_M00314	phosphorylation	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00001	[CH2+]/C=C(\C)CCC=C(C)C>>C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	[CH2+]C=C(C)CCC=C(C)C>>C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	2
W6HUT3;Q8L5K4;O64961;F2XF94;E2E2P0;E2E2N3;A0A7G5KLV0		marts_E00000;marts_E00223;marts_E00543;marts_E00732;marts_E00787;marts_E00792;marts_E01019	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	linaloyl diphosphate	marts_M00314	C=C[C+](C)CCC=C(C)C	linalyl cation	marts_M00315	dephosphorylation	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00001	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O>>C=C[C+](C)CCC=C(C)C	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O>>C=C[C+](C)CCC=C(C)C	3
W6HUT3;Q8L5K4;O64961;F2XF94;E2E2P0;E2E2N3;A0A7G5KLV0		marts_E00000;marts_E00223;marts_E00543;marts_E00732;marts_E00787;marts_E00792;marts_E01019	C=C[C+](C)CCC=C(C)C	linalyl cation	marts_M00315	CC1=CC[C@H]([C+](C)C)CC1	(R)-α-Terpinyl cation	marts_M00922	cyclization	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00001	C=C[C+](C)CCC=C(C)C>>CC1=CC[C@H]([C+](C)C)CC1	C=C[C+](C)CCC=C(C)C>>CC1=CCC([C+](C)C)CC1	4
W6HUT3;Q8L5K4;O64961;F2XF94;E2E2P0;E2E2N3;A0A7G5KLV0		marts_E00000;marts_E00223;marts_E00543;marts_E00732;marts_E00787;marts_E00792;marts_E01019	CC1=CC[C@H]([C+](C)C)CC1	(R)-α-Terpinyl cation	marts_M00922	CC1=CC[C+](C(C)C)CC1	terpinen-4-yl cation	marts_M00637	hydride shift	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00001	CC1=CC[C@H]([C+](C)C)CC1>>CC1=CC[C+](C(C)C)CC1	CC1=CCC([C+](C)C)CC1>>CC1=CC[C+](C(C)C)CC1	5
W6HUT3;Q8L5K4;O64961;F2XF94;E2E2P0;E2E2N3;A0A7G5KLV0		marts_E00000;marts_E00223;marts_E00543;marts_E00732;marts_E00787;marts_E00792;marts_E01019	CC1=CC[C+](C(C)C)CC1	terpinen-4-yl cation	marts_M00637	CC1=CC=C(C(C)C)CC1	α-terpinene	marts_M00936	deprotonation	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00001	CC1=CC[C+](C(C)C)CC1>>CC1=CC=C(C(C)C)CC1	CC1=CC[C+](C(C)C)CC1>>CC1=CC=C(C(C)C)CC1	6
W6HUT3;Q1XBU4;Q1EG72;O23945;F2XFA8;E9N3U9;E2E2P2;E2E2P1;E2E2N3;C0PTH8;A0A2Z6E9F0;A0A059PYD5		marts_E00000;marts_E00417;marts_E00421;marts_E00559;marts_E00720;marts_E00747;marts_E00785;marts_E00786;marts_E00792;marts_E00848;marts_E01108;marts_E01303	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(2E)-GPP	marts_M00312	[CH2+]/C=C(\C)CCC=C(C)C	geranyl cation	marts_M00313	dephosphorylation	experiment	https://www.sciencedirect.com/science/article/pii/S0003986183711562	marts_R00002	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(\C)CCC=C(C)C	CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)C	1
W6HUT3;Q1XBU4;Q1EG72;O23945;F2XFA8;E9N3U9;E2E2P2;E2E2P1;E2E2N3;C0PTH8;A0A2Z6E9F0;A0A059PYD5		marts_E00000;marts_E00417;marts_E00421;marts_E00559;marts_E00720;marts_E00747;marts_E00785;marts_E00786;marts_E00792;marts_E00848;marts_E01108;marts_E01303	[CH2+]/C=C(\C)CCC=C(C)C	geranyl cation	marts_M00313	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	linaloyl diphosphate	marts_M00314	phosphorylation	experiment	https://www.sciencedirect.com/science/article/pii/S0003986183711562	marts_R00002	[CH2+]/C=C(\C)CCC=C(C)C>>C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	[CH2+]C=C(C)CCC=C(C)C>>C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	2
W6HUT3;Q1XBU4;Q1EG72;O23945;F2XFA8;E9N3U9;E2E2P2;E2E2P1;E2E2N3;C0PTH8;A0A2Z6E9F0;A0A059PYD5		marts_E00000;marts_E00417;marts_E00421;marts_E00559;marts_E00720;marts_E00747;marts_E00785;marts_E00786;marts_E00792;marts_E00848;marts_E01108;marts_E01303	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	linaloyl diphosphate	marts_M00314	C=C[C+](C)CCC=C(C)C	linalyl cation	marts_M00315	dephosphorylation	experiment	https://www.sciencedirect.com/science/article/pii/S0003986183711562	marts_R00002	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O>>C=C[C+](C)CCC=C(C)C	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O>>C=C[C+](C)CCC=C(C)C	3
W6HUT3;Q1XBU4;Q1EG72;O23945;F2XFA8;E9N3U9;E2E2P2;E2E2P1;E2E2N3;C0PTH8;A0A2Z6E9F0;A0A059PYD5		marts_E00000;marts_E00417;marts_E00421;marts_E00559;marts_E00720;marts_E00747;marts_E00785;marts_E00786;marts_E00792;marts_E00848;marts_E01108;marts_E01303	C=C[C+](C)CCC=C(C)C	linalyl cation	marts_M00315	CC1=CC[C@@H]([C+](C)C)CC1	(S)-α-Terpinyl cation	marts_M00190	cyclization	experiment	https://www.sciencedirect.com/science/article/pii/S0003986183711562	marts_R00002	C=C[C+](C)CCC=C(C)C>>CC1=CC[C@@H]([C+](C)C)CC1	C=C[C+](C)CCC=C(C)C>>CC1=CCC([C+](C)C)CC1	4
W6HUT3;Q1XBU4;Q1EG72;O23945;F2XFA8;E9N3U9;E2E2P2;E2E2P1;E2E2N3;C0PTH8;A0A2Z6E9F0;A0A059PYD5		marts_E00000;marts_E00417;marts_E00421;marts_E00559;marts_E00720;marts_E00747;marts_E00785;marts_E00786;marts_E00792;marts_E00848;marts_E01108;marts_E01303	CC1=CC[C@@H]([C+](C)C)CC1	(S)-α-Terpinyl cation	marts_M00190	CC1=C[CH+][C@@H](C(C)C)CC1	unnamed_intermediate	marts_M00191	hydride shift	experiment	https://www.sciencedirect.com/science/article/pii/S0003986183711562	marts_R00002	CC1=CC[C@@H]([C+](C)C)CC1>>CC1=C[CH+][C@@H](C(C)C)CC1	CC1=CCC([C+](C)C)CC1>>CC1=C[CH+]C(C(C)C)CC1	5
W6HUT3;Q1XBU4;Q1EG72;O23945;F2XFA8;E9N3U9;E2E2P2;E2E2P1;E2E2N3;C0PTH8;A0A2Z6E9F0;A0A059PYD5		marts_E00000;marts_E00417;marts_E00421;marts_E00559;marts_E00720;marts_E00747;marts_E00785;marts_E00786;marts_E00792;marts_E00848;marts_E01108;marts_E01303	CC1=C[CH+][C@@H](C(C)C)CC1	unnamed_intermediate	marts_M00191	C=C1C=CC(C(C)C)CC1	β-phellandrene	marts_M00193	deprotonation	experiment	https://www.sciencedirect.com/science/article/pii/S0003986183711562	marts_R00002	CC1=C[CH+][C@@H](C(C)C)CC1>>C=C1C=CC(C(C)C)CC1	CC1=C[CH+]C(C(C)C)CC1>>C=C1C=CC(C(C)C)CC1	6
W6HUT3;R4JQT5;R4JND9;R4JJJ6;R4JGM2;R4JGL8;Q8L5K4;Q6F5H1;Q6F5H0;O48935;G8H5N1;G8H5N0;G5CV52;F2XF98;F2XF94;F1CKI6;E2E2P2;E2E2P0;E2E2N7;E2E2N3;A5YZT7;A0A0M3Q1Q3;A0A068EUF6		marts_E00000;marts_E00083;marts_E00086;marts_E00088;marts_E00091;marts_E00092;marts_E00223;marts_E00297;marts_E00298;marts_E00553;marts_E00669;marts_E00670;marts_E00681;marts_E00728;marts_E00732;marts_E00738;marts_E00785;marts_E00787;marts_E00789;marts_E00792;marts_E00960;marts_E01253;marts_E01301	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(2E)-GPP	marts_M00312	[CH2+]/C=C(\C)CCC=C(C)C	geranyl cation	marts_M00313	dephosphorylation	similarity	https://link.springer.com/article/10.1007/s00425-013-1884-2	marts_R00003	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(\C)CCC=C(C)C	CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)C	1
W6HUT3;R4JQT5;R4JND9;R4JJJ6;R4JGM2;R4JGL8;Q8L5K4;Q6F5H1;Q6F5H0;O48935;G8H5N1;G8H5N0;G5CV52;F2XF98;F2XF94;F1CKI6;E2E2P2;E2E2P0;E2E2N7;E2E2N3;A5YZT7;A0A0M3Q1Q3;A0A068EUF6		marts_E00000;marts_E00083;marts_E00086;marts_E00088;marts_E00091;marts_E00092;marts_E00223;marts_E00297;marts_E00298;marts_E00553;marts_E00669;marts_E00670;marts_E00681;marts_E00728;marts_E00732;marts_E00738;marts_E00785;marts_E00787;marts_E00789;marts_E00792;marts_E00960;marts_E01253;marts_E01301	[CH2+]/C=C(\C)CCC=C(C)C	geranyl cation	marts_M00313	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	linaloyl diphosphate	marts_M00314	phosphorylation	similarity	https://link.springer.com/article/10.1007/s00425-013-1884-2	marts_R00003	[CH2+]/C=C(\C)CCC=C(C)C>>C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	[CH2+]C=C(C)CCC=C(C)C>>C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	2
W6HUT3;R4JQT5;R4JND9;R4JJJ6;R4JGM2;R4JGL8;Q8L5K4;Q6F5H1;Q6F5H0;O48935;G8H5N1;G8H5N0;G5CV52;F2XF98;F2XF94;F1CKI6;E2E2P2;E2E2P0;E2E2N7;E2E2N3;A5YZT7;A0A0M3Q1Q3;A0A068EUF6		marts_E00000;marts_E00083;marts_E00086;marts_E00088;marts_E00091;marts_E00092;marts_E00223;marts_E00297;marts_E00298;marts_E00553;marts_E00669;marts_E00670;marts_E00681;marts_E00728;marts_E00732;marts_E00738;marts_E00785;marts_E00787;marts_E00789;marts_E00792;marts_E00960;marts_E01253;marts_E01301	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	linaloyl diphosphate	marts_M00314	C=C[C+](C)CCC=C(C)C	linalyl cation	marts_M00315	dephosphorylation	similarity	https://link.springer.com/article/10.1007/s00425-013-1884-2	marts_R00003	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O>>C=C[C+](C)CCC=C(C)C	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O>>C=C[C+](C)CCC=C(C)C	3
W6HUT3;R4JQT5;R4JND9;R4JJJ6;R4JGM2;R4JGL8;Q8L5K4;Q6F5H1;Q6F5H0;O48935;G8H5N1;G8H5N0;G5CV52;F2XF98;F2XF94;F1CKI6;E2E2P2;E2E2P0;E2E2N7;E2E2N3;A5YZT7;A0A0M3Q1Q3;A0A068EUF6		marts_E00000;marts_E00083;marts_E00086;marts_E00088;marts_E00091;marts_E00092;marts_E00223;marts_E00297;marts_E00298;marts_E00553;marts_E00669;marts_E00670;marts_E00681;marts_E00728;marts_E00732;marts_E00738;marts_E00785;marts_E00787;marts_E00789;marts_E00792;marts_E00960;marts_E01253;marts_E01301	C=C[C+](C)CCC=C(C)C	linalyl cation	marts_M00315	CC1=CC[C@H]([C+](C)C)CC1	(R)-α-Terpinyl cation	marts_M00922	cyclization	similarity	https://link.springer.com/article/10.1007/s00425-013-1884-2	marts_R00003	C=C[C+](C)CCC=C(C)C>>CC1=CC[C@H]([C+](C)C)CC1	C=C[C+](C)CCC=C(C)C>>CC1=CCC([C+](C)C)CC1	4
W6HUT3;R4JQT5;R4JND9;R4JJJ6;R4JGM2;R4JGL8;Q8L5K4;Q6F5H1;Q6F5H0;O48935;G8H5N1;G8H5N0;G5CV52;F2XF98;F2XF94;F1CKI6;E2E2P2;E2E2P0;E2E2N7;E2E2N3;A5YZT7;A0A0M3Q1Q3;A0A068EUF6		marts_E00000;marts_E00083;marts_E00086;marts_E00088;marts_E00091;marts_E00092;marts_E00223;marts_E00297;marts_E00298;marts_E00553;marts_E00669;marts_E00670;marts_E00681;marts_E00728;marts_E00732;marts_E00738;marts_E00785;marts_E00787;marts_E00789;marts_E00792;marts_E00960;marts_E01253;marts_E01301	CC1=CC[C@H]([C+](C)C)CC1	(R)-α-Terpinyl cation	marts_M00922	CC1=CC[C+](C(C)C)CC1	terpinen-4-yl cation	marts_M00637	hydride shift	similarity	https://link.springer.com/article/10.1007/s00425-013-1884-2	marts_R00003	CC1=CC[C@H]([C+](C)C)CC1>>CC1=CC[C+](C(C)C)CC1	CC1=CCC([C+](C)C)CC1>>CC1=CC[C+](C(C)C)CC1	5
W6HUT3;R4JQT5;R4JND9;R4JJJ6;R4JGM2;R4JGL8;Q8L5K4;Q6F5H1;Q6F5H0;O48935;G8H5N1;G8H5N0;G5CV52;F2XF98;F2XF94;F1CKI6;E2E2P2;E2E2P0;E2E2N7;E2E2N3;A5YZT7;A0A0M3Q1Q3;A0A068EUF6		marts_E00000;marts_E00083;marts_E00086;marts_E00088;marts_E00091;marts_E00092;marts_E00223;marts_E00297;marts_E00298;marts_E00553;marts_E00669;marts_E00670;marts_E00681;marts_E00728;marts_E00732;marts_E00738;marts_E00785;marts_E00787;marts_E00789;marts_E00792;marts_E00960;marts_E01253;marts_E01301	CC1=CC[C+](C(C)C)CC1	terpinen-4-yl cation	marts_M00637	CC1=CCC(C(C)C)=CC1	γ-terpinene	marts_M00662	deprotonation	similarity	https://link.springer.com/article/10.1007/s00425-013-1884-2	marts_R00003	CC1=CC[C+](C(C)C)CC1>>CC1=CCC(C(C)C)=CC1	CC1=CC[C+](C(C)C)CC1>>CC1=CCC(C(C)C)=CC1	6
W6HUT3;T1RRR9;T1RRJ4;T1RRI8;T1RR72;T1RR71;R9QMW8;R9QMW4;R9QMR6;R9QMR5;Q9M7D0;Q8L5K4;Q5SBP0;Q5GJ60;Q4QSN6;Q1EG72;P0DI77;P0DI76;O64961;O48935;I7GPX8;G8H5N1;G8H5N0;G8H5M8;G8H5M7;G5CV52;F2XFA5;F2XFA4;F2XFA1;F2XF94;F1CKI6;E2E2N8;E2E2N7;E2E2N5;E2E2N4;D5KXD2;C0PTH8;B5A434;A5YZT7;A0A6P6W6H5;A0A010YQZ8;A0A7D5HYZ9	WP_035852539.1;QLC36845.1	marts_E00000;marts_E00044;marts_E00046;marts_E00047;marts_E00049;marts_E00050;marts_E00067;marts_E00070;marts_E00074;marts_E00075;marts_E00130;marts_E00223;marts_E00334;marts_E00340;marts_E00366;marts_E00421;marts_E00512;marts_E00513;marts_E00543;marts_E00553;marts_E00630;marts_E00669;marts_E00670;marts_E00672;marts_E00673;marts_E00681;marts_E00722;marts_E00723;marts_E00725;marts_E00732;marts_E00738;marts_E00788;marts_E00789;marts_E00790;marts_E00791;marts_E00808;marts_E00848;marts_E00907;marts_E00960;marts_E00007;marts_E01370;marts_E01391	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(2E)-GPP	marts_M00312	[CH2+]/C=C(\C)CCC=C(C)C	geranyl cation	marts_M00313	dephosphorylation	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00004	CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(\C)CCC=C(C)C	CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)C	1
W6HUT3;T1RRR9;T1RRJ4;T1RRI8;T1RR72;T1RR71;R9QMW8;R9QMW4;R9QMR6;R9QMR5;Q9M7D0;Q8L5K4;Q5SBP0;Q5GJ60;Q4QSN6;Q1EG72;P0DI77;P0DI76;O64961;O48935;I7GPX8;G8H5N1;G8H5N0;G8H5M8;G8H5M7;G5CV52;F2XFA5;F2XFA4;F2XFA1;F2XF94;F1CKI6;E2E2N8;E2E2N7;E2E2N5;E2E2N4;D5KXD2;C0PTH8;B5A434;A5YZT7;A0A6P6W6H5;A0A010YQZ8;A0A7D5HYZ9	WP_035852539.1;QLC36845.1	marts_E00000;marts_E00044;marts_E00046;marts_E00047;marts_E00049;marts_E00050;marts_E00067;marts_E00070;marts_E00074;marts_E00075;marts_E00130;marts_E00223;marts_E00334;marts_E00340;marts_E00366;marts_E00421;marts_E00512;marts_E00513;marts_E00543;marts_E00553;marts_E00630;marts_E00669;marts_E00670;marts_E00672;marts_E00673;marts_E00681;marts_E00722;marts_E00723;marts_E00725;marts_E00732;marts_E00738;marts_E00788;marts_E00789;marts_E00790;marts_E00791;marts_E00808;marts_E00848;marts_E00907;marts_E00960;marts_E00007;marts_E01370;marts_E01391	[CH2+]/C=C(\C)CCC=C(C)C	geranyl cation	marts_M00313	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	linaloyl diphosphate	marts_M00314	phosphorylation	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00004	[CH2+]/C=C(\C)CCC=C(C)C>>C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	[CH2+]C=C(C)CCC=C(C)C>>C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	2
W6HUT3;T1RRR9;T1RRJ4;T1RRI8;T1RR72;T1RR71;R9QMW8;R9QMW4;R9QMR6;R9QMR5;Q9M7D0;Q8L5K4;Q5SBP0;Q5GJ60;Q4QSN6;Q1EG72;P0DI77;P0DI76;O64961;O48935;I7GPX8;G8H5N1;G8H5N0;G8H5M8;G8H5M7;G5CV52;F2XFA5;F2XFA4;F2XFA1;F2XF94;F1CKI6;E2E2N8;E2E2N7;E2E2N5;E2E2N4;D5KXD2;C0PTH8;B5A434;A5YZT7;A0A6P6W6H5;A0A010YQZ8;A0A7D5HYZ9	WP_035852539.1;QLC36845.1	marts_E00000;marts_E00044;marts_E00046;marts_E00047;marts_E00049;marts_E00050;marts_E00067;marts_E00070;marts_E00074;marts_E00075;marts_E00130;marts_E00223;marts_E00334;marts_E00340;marts_E00366;marts_E00421;marts_E00512;marts_E00513;marts_E00543;marts_E00553;marts_E00630;marts_E00669;marts_E00670;marts_E00672;marts_E00673;marts_E00681;marts_E00722;marts_E00723;marts_E00725;marts_E00732;marts_E00738;marts_E00788;marts_E00789;marts_E00790;marts_E00791;marts_E00808;marts_E00848;marts_E00907;marts_E00960;marts_E00007;marts_E01370;marts_E01391	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O	linaloyl diphosphate	marts_M00314	C=C[C+](C)CCC=C(C)C	linalyl cation	marts_M00315	dephosphorylation	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00004	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O>>C=C[C+](C)CCC=C(C)C	C=CC(C)(CCC=C(C)C)OP(=O)(O)OP(=O)(O)O>>C=C[C+](C)CCC=C(C)C	3
W6HUT3;T1RRR9;T1RRJ4;T1RRI8;T1RR72;T1RR71;R9QMW8;R9QMW4;R9QMR6;R9QMR5;Q9M7D0;Q8L5K4;Q5SBP0;Q5GJ60;Q4QSN6;Q1EG72;P0DI77;P0DI76;O64961;O48935;I7GPX8;G8H5N1;G8H5N0;G8H5M8;G8H5M7;G5CV52;F2XFA5;F2XFA4;F2XFA1;F2XF94;F1CKI6;E2E2N8;E2E2N7;E2E2N5;E2E2N4;D5KXD2;C0PTH8;B5A434;A5YZT7;A0A6P6W6H5;A0A010YQZ8;A0A7D5HYZ9	WP_035852539.1;QLC36845.1	marts_E00000;marts_E00044;marts_E00046;marts_E00047;marts_E00049;marts_E00050;marts_E00067;marts_E00070;marts_E00074;marts_E00075;marts_E00130;marts_E00223;marts_E00334;marts_E00340;marts_E00366;marts_E00421;marts_E00512;marts_E00513;marts_E00543;marts_E00553;marts_E00630;marts_E00669;marts_E00670;marts_E00672;marts_E00673;marts_E00681;marts_E00722;marts_E00723;marts_E00725;marts_E00732;marts_E00738;marts_E00788;marts_E00789;marts_E00790;marts_E00791;marts_E00808;marts_E00848;marts_E00907;marts_E00960;marts_E00007;marts_E01370;marts_E01391	C=C[C+](C)CCC=C(C)C	linalyl cation	marts_M00315	CC1=CCC([C+](C)C)CC1	α-terpinyl cation	marts_M00316	cyclization	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00004	C=C[C+](C)CCC=C(C)C>>CC1=CCC([C+](C)C)CC1	C=C[C+](C)CCC=C(C)C>>CC1=CCC([C+](C)C)CC1	4
W6HUT3;T1RRR9;T1RRJ4;T1RRI8;T1RR72;T1RR71;R9QMW8;R9QMW4;R9QMR6;R9QMR5;Q9M7D0;Q8L5K4;Q5SBP0;Q5GJ60;Q4QSN6;Q1EG72;P0DI77;P0DI76;O64961;O48935;I7GPX8;G8H5N1;G8H5N0;G8H5M8;G8H5M7;G5CV52;F2XFA5;F2XFA4;F2XFA1;F2XF94;F1CKI6;E2E2N8;E2E2N7;E2E2N5;E2E2N4;D5KXD2;C0PTH8;B5A434;A5YZT7;A0A6P6W6H5;A0A010YQZ8;A0A7D5HYZ9	WP_035852539.1;QLC36845.1	marts_E00000;marts_E00044;marts_E00046;marts_E00047;marts_E00049;marts_E00050;marts_E00067;marts_E00070;marts_E00074;marts_E00075;marts_E00130;marts_E00223;marts_E00334;marts_E00340;marts_E00366;marts_E00421;marts_E00512;marts_E00513;marts_E00543;marts_E00553;marts_E00630;marts_E00669;marts_E00670;marts_E00672;marts_E00673;marts_E00681;marts_E00722;marts_E00723;marts_E00725;marts_E00732;marts_E00738;marts_E00788;marts_E00789;marts_E00790;marts_E00791;marts_E00808;marts_E00848;marts_E00907;marts_E00960;marts_E00007;marts_E01370;marts_E01391	CC1=CCC([C+](C)C)CC1	α-terpinyl cation	marts_M00316	CC1=CCC(=C(C)C)CC1	terpinolene	marts_M00934	deprotonation	similarity	https://iubmb.qmul.ac.uk/enzyme/reaction/terp/menthane.html	marts_R00004	CC1=CCC([C+](C)C)CC1>>CC1=CCC(=C(C)C)CC1	CC1=CCC([C+](C)C)CC1>>CC1=CCC(=C(C)C)CC1	5
;A0A250IBE0		marts_E00001;marts_E01336	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(2E,6E,10E)-GGPP	marts_M00014	[CH2+]/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	(2E,6E,10E)-GG cation	marts_M00018	dephosphorylation	similarity	https://www.nature.com/articles/s41589-022-01026-2	marts_R00005	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	1
;A0A250IBE0		marts_E00001;marts_E01336	[CH2+]/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	(2E,6E,10E)-GG cation	marts_M00018	CC(C)=CCCC1(C)[CH+]CC/C(C)=C/CC/C(C)=C/C1	unnamed_intermediate	marts_M00260	cyclization	similarity	https://www.nature.com/articles/s41589-022-01026-2	marts_R00005	[CH2+]/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>>CC(C)=CCCC1(C)[CH+]CC/C(C)=C/CC/C(C)=C/C1	[CH2+]C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C>>CC(C)=CCCC1(C)[CH+]CCC(C)=CCCC(C)=CC1	2
;A0A250IBE0		marts_E00001;marts_E01336	CC(C)=CCCC1(C)[CH+]CC/C(C)=C/CC/C(C)=C/C1	unnamed_intermediate	marts_M00260	CC(C)=CCCC1(C)CC2[C+](C)CC/C=C(\C)CCC21	unnamed_intermediate	marts_M00598	cyclization	similarity	https://www.nature.com/articles/s41589-022-01026-2	marts_R00005	CC(C)=CCCC1(C)[CH+]CC/C(C)=C/CC/C(C)=C/C1>>CC(C)=CCCC1(C)CC2[C+](C)CC/C=C(\C)CCC21	CC(C)=CCCC1(C)[CH+]CCC(C)=CCCC(C)=CC1>>CC(C)=CCCC1(C)CC2[C+](C)CCC=C(C)CCC21	3
;A0A250IBE0		marts_E00001;marts_E01336	CC(C)=CCCC1(C)CC2[C+](C)CC/C=C(\C)CCC21	unnamed_intermediate	marts_M00598	C=C1CCC=C(C)CC[C@H]2[C@H]1C[C@]2(C)CCC=C(C)C	xeniaphyllene	marts_M00599	deprotonation	similarity	https://www.nature.com/articles/s41589-022-01026-2	marts_R00005	CC(C)=CCCC1(C)CC2[C+](C)CC/C=C(\C)CCC21>>C=C1CCC=C(C)CC[C@H]2[C@H]1C[C@]2(C)CCC=C(C)C	CC(C)=CCCC1(C)CC2[C+](C)CCC=C(C)CCC21>>C=C1CCC=C(C)CCC2C1CC2(C)CCC=C(C)C	4
