Enzyme_uniprot_ids	Enzyme_genbank_ids	Enzyme_marts_ids	Substrate_smiles	Substrate_name	Substrate_marts_id	Product_smiles	Product_name	Product_marts_id	Reaction_type	Evidence	Publication	Mechanism_marts_id	step_reaction_smiles	step_reaction_signature	step_index
Q947C4;Q675L4;Q50EK2;M4HYC6;M4HY05;M4HXU6;H8ZM70;F2XFB2	QND75952.1	marts_E00037;marts_E00183;marts_E00313;marts_E00356;marts_E00582;marts_E00584;marts_E00586;marts_E00655;marts_E00719	C=C[C@@]1(C)CC[C@H]2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1	sandaracopimarenyl cation	marts_M00022	C[CH+][C@]1(C)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	unnamed_intermediate	marts_M00266	proton transfer		https://academic.oup.com/plphys/article/161/2/600/6110591	marts_R00038	C=C[C@@]1(C)CC[C@H]2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1>>C[CH+][C@]1(C)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	C=CC1(C)CCC2[C+](CCC3C(C)(C)CCCC23C)C1>>C[CH+]C1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1	3
Q947C4;Q675L4;Q50EK2;M4HYC6;M4HY05;M4HXU6;H8ZM70;F2XFB2	QND75952.1	marts_E00037;marts_E00183;marts_E00313;marts_E00356;marts_E00582;marts_E00584;marts_E00586;marts_E00655;marts_E00719	C[CH+][C@]1(C)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	unnamed_intermediate	marts_M00266	CC(C)[C+]1C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	abietenyl cation	marts_M00023	methyl shift		https://academic.oup.com/plphys/article/161/2/600/6110591	marts_R00038	C[CH+][C@]1(C)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1>>CC(C)[C+]1C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	C[CH+]C1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1>>CC(C)[C+]1C=C2CCC3C(C)(C)CCCC3(C)C2CC1	4
Q947C4;Q675L4;Q50EK2;M4HYC6;M4HY05;M4HXU6;H8ZM70;F2XFB2	QND75952.1	marts_E00037;marts_E00183;marts_E00313;marts_E00356;marts_E00582;marts_E00584;marts_E00586;marts_E00655;marts_E00719	CC(C)[C+]1C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	abietenyl cation	marts_M00023	CC(C)C1(O)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	13-OH-abietene	marts_M00024	hydroxylation		https://academic.oup.com/plphys/article/161/2/600/6110591	marts_R00038	CC(C)[C+]1C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1>>CC(C)C1(O)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	CC(C)[C+]1C=C2CCC3C(C)(C)CCCC3(C)C2CC1>>CC(C)C1(O)C=C2CCC3C(C)(C)CCCC3(C)C2CC1	5
Q947C4;Q675L4;Q50EK2;M4HYC6;M4HY05;M4HXU6;H8ZM70;F2XFB2	QND75952.1	marts_E00037;marts_E00183;marts_E00313;marts_E00356;marts_E00582;marts_E00584;marts_E00586;marts_E00655;marts_E00719	CC(C)C1(O)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	13-OH-abietene	marts_M00024	CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1C(C)(C)CCC[C@]21C	levopimaradiene	marts_M00016	dehydration		https://academic.oup.com/plphys/article/161/2/600/6110591	marts_R00038	CC(C)C1(O)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1>>CC(C)C1=CC[C@H]2C(=C1)CC[C@H]1C(C)(C)CCC[C@]21C	CC(C)C1(O)C=C2CCC3C(C)(C)CCCC3(C)C2CC1>>CC(C)C1=CCC2C(=C1)CCC1C(C)(C)CCCC21C	6
Q1AHB2	QND75951.1	marts_E00038;marts_E00422	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	syn-copalyl diphosphate	marts_M00467	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC/C(C)=C/[CH2+]	syn-copalyl cation	marts_M00469	dephosphorylation		https://www.sciencedirect.com/science/article/pii/S000398610500384X?via%3Dihub#fig5	marts_R00039	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC/C(C)=C/[CH2+]	C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=C[CH2+]	1
Q1AHB2	QND75951.1	marts_E00038;marts_E00422	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC/C(C)=C/[CH2+]	syn-copalyl cation	marts_M00469	C=C[C@]1(C)CCC2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1	isopimarenyl cation	marts_M00470	cyclization		https://www.sciencedirect.com/science/article/pii/S000398610500384X?via%3Dihub#fig5	marts_R00039	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@@H]1CC/C(C)=C/[CH2+]>>C=C[C@]1(C)CCC2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1	C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=C[CH2+]>>C=CC1(C)CCC2[C+](CCC3C(C)(C)CCCC23C)C1	2
Q1AHB2	QND75951.1	marts_E00038;marts_E00422	C=C[C@]1(C)CCC2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1	isopimarenyl cation	marts_M00470	C=C[C@]1(C)CC[C+]2C(CC[C@H]3C(C)(C)CCC[C@]23C)C1	unnamed_intermediate	marts_M00493	hydride shift		https://www.sciencedirect.com/science/article/pii/S000398610500384X?via%3Dihub#fig5	marts_R00039	C=C[C@]1(C)CCC2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1>>C=C[C@]1(C)CC[C+]2C(CC[C@H]3C(C)(C)CCC[C@]23C)C1	C=CC1(C)CCC2[C+](CCC3C(C)(C)CCCC23C)C1>>C=CC1(C)CC[C+]2C(CCC3C(C)(C)CCCC23C)C1	3
Q1AHB2	QND75951.1	marts_E00038;marts_E00422	C=C[C@]1(C)CC[C+]2C(CC[C@H]3C(C)(C)CCC[C@]23C)C1	unnamed_intermediate	marts_M00493	CC1(C)CCC[C@@]2(C)[C@H]1CCC1C[C@@]3(C)[CH+]C[C@]12CC3	unnamed_intermediate	marts_M00494	cyclization		https://www.sciencedirect.com/science/article/pii/S000398610500384X?via%3Dihub#fig5	marts_R00039	C=C[C@]1(C)CC[C+]2C(CC[C@H]3C(C)(C)CCC[C@]23C)C1>>CC1(C)CCC[C@@]2(C)[C@H]1CCC1C[C@@]3(C)[CH+]C[C@]12CC3	C=CC1(C)CC[C+]2C(CCC3C(C)(C)CCCC23C)C1>>CC12[CH+]CC3(CC1)C(CCC1C(C)(C)CCCC13C)C2	4
Q1AHB2	QND75951.1	marts_E00038;marts_E00422	CC1(C)CCC[C@@]2(C)[C@H]1CCC1C[C@@]3(C)[CH+]C[C@]12CC3	unnamed_intermediate	marts_M00494	C[C+]1CC[C@@]23C[C@@H]1CC2CC[C@H]1C(C)(C)CCC[C@@]13C	stemodanyl cation	marts_M00497	WM rearrangement		https://www.sciencedirect.com/science/article/pii/S000398610500384X?via%3Dihub#fig5	marts_R00039	CC1(C)CCC[C@@]2(C)[C@H]1CCC1C[C@@]3(C)[CH+]C[C@]12CC3>>C[C+]1CC[C@@]23C[C@@H]1CC2CC[C@H]1C(C)(C)CCC[C@@]13C	CC12[CH+]CC3(CC1)C(CCC1C(C)(C)CCCC13C)C2>>C[C+]1CCC23CC1CC2CCC1C(C)(C)CCCC13C	5
Q1AHB2	QND75951.1	marts_E00038;marts_E00422	C[C+]1CC[C@@]23C[C@@H]1CC2CC[C@H]1C(C)(C)CCC[C@@]13C	stemodanyl cation	marts_M00497	C=C1CC[C@@]23C[C@@H]1C[C@@H]2CC[C@H]1C(C)(C)CCC[C@@]13C	stemod-13(17)-ene	marts_M00498	deprotonation		https://www.sciencedirect.com/science/article/pii/S000398610500384X?via%3Dihub#fig5	marts_R00039	C[C+]1CC[C@@]23C[C@@H]1CC2CC[C@H]1C(C)(C)CCC[C@@]13C>>C=C1CC[C@@]23C[C@@H]1C[C@@H]2CC[C@H]1C(C)(C)CCC[C@@]13C	C[C+]1CCC23CC1CC2CCC1C(C)(C)CCCC13C>>C=C1CCC23CC1CC2CCC1C(C)(C)CCCC13C	6
F2XF92;A0A1Z3GCD1;A0A562SP41	QND75951.1;	marts_E00038;marts_E00734;marts_E01133;marts_E01345	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(+)-copalyl diphosphate	marts_M00019	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/[CH2+]	(+)-copalyl cation	marts_M00020	dephosphorylation		https://www.jbc.org/article/S0021-9258(19)48997-7/fulltext	marts_R00040	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/[CH2+]	C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=C[CH2+]	1
F2XF92;A0A1Z3GCD1;A0A562SP41	QND75951.1;	marts_E00038;marts_E00734;marts_E01133;marts_E01345	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/[CH2+]	(+)-copalyl cation	marts_M00020	C=C[C@@]1(C)CC[C@H]2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1	sandaracopimarenyl cation	marts_M00022	cyclization		https://www.jbc.org/article/S0021-9258(19)48997-7/fulltext	marts_R00040	C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/[CH2+]>>C=C[C@@]1(C)CC[C@H]2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1	C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=C[CH2+]>>C=CC1(C)CCC2[C+](CCC3C(C)(C)CCCC23C)C1	2
F2XF92;A0A1Z3GCD1;A0A562SP41	QND75951.1;	marts_E00038;marts_E00734;marts_E01133;marts_E01345	C=C[C@@]1(C)CC[C@H]2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1	sandaracopimarenyl cation	marts_M00022	C=C[C@]1(C)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	isopimara-8(14),15-diene	marts_M00576	deprotonation		https://www.jbc.org/article/S0021-9258(19)48997-7/fulltext	marts_R00040	C=C[C@@]1(C)CC[C@H]2[C+](CC[C@H]3C(C)(C)CCC[C@]23C)C1>>C=C[C@]1(C)C=C2CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]2CC1	C=CC1(C)CCC2[C+](CCC3C(C)(C)CCCC23C)C1>>C=CC1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1	3
		marts_E00039	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(2E,6E)-FPP	marts_M00002	[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C	(E,E)-farnesyl cation	marts_M00006	dephosphorylation	similarity		marts_R00041	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)CCC=C(C)C	1
		marts_E00039	[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C	(E,E)-farnesyl cation	marts_M00006	C=CC(C)(CC/C=C(\C)CCC=C(C)C)OP(=O)([O-])OP(=O)([O-])[O-]	nerolidyl diphosphate	marts_M00029	phosphorylation	similarity		marts_R00041	[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C>>C=CC(C)(CC/C=C(\C)CCC=C(C)C)OP(=O)([O-])OP(=O)([O-])[O-]	[CH2+]C=C(C)CCC=C(C)CCC=C(C)C>>C=CC(C)(CCC=C(C)CCC=C(C)C)OP(=O)([O-])OP(=O)([O-])[O-]	2
		marts_E00039	C=CC(C)(CC/C=C(\C)CCC=C(C)C)OP(=O)([O-])OP(=O)([O-])[O-]	nerolidyl diphosphate	marts_M00029	[CH2+]/C=C(/C)CC/C=C(\C)CCC=C(C)C	nerolidyl cation	marts_M00030	dephosphorylation	similarity		marts_R00041	C=CC(C)(CC/C=C(\C)CCC=C(C)C)OP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(/C)CC/C=C(\C)CCC=C(C)C	C=CC(C)(CCC=C(C)CCC=C(C)C)OP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)CCC=C(C)C	3
		marts_E00039	[CH2+]/C=C(/C)CC/C=C(\C)CCC=C(C)C	nerolidyl cation	marts_M00030	C/C1=C/CC([C+](C)C)CC/C(C)=C/CC1	(Z,E)-germacradienyl cation	marts_M00287	cyclization	similarity		marts_R00041	[CH2+]/C=C(/C)CC/C=C(\C)CCC=C(C)C>>C/C1=C/CC([C+](C)C)CC/C(C)=C/CC1	[CH2+]C=C(C)CCC=C(C)CCC=C(C)C>>CC1=CCC([C+](C)C)CCC(C)=CCC1	4
		marts_E00039	C/C1=C/CC([C+](C)C)CC/C(C)=C/CC1	(Z,E)-germacradienyl cation	marts_M00287	C/C1=C/[CH+][C@@H](C(C)C)CC/C(C)=C/CC1	unnamed_intermediate	marts_M00792	hydride shift	similarity		marts_R00041	C/C1=C/CC([C+](C)C)CC/C(C)=C/CC1>>C/C1=C/[CH+][C@@H](C(C)C)CC/C(C)=C/CC1	CC1=CCC([C+](C)C)CCC(C)=CCC1>>CC1=C[CH+]C(C(C)C)CCC(C)=CCC1	5
		marts_E00039	C/C1=C/[CH+][C@@H](C(C)C)CC/C(C)=C/CC1	unnamed_intermediate	marts_M00792	CC1=C[C@@H]2[C@@H](C(C)C)CC[C+](C)[C@@H]2CC1	muurolyl cation	marts_M00078	cyclization	similarity		marts_R00041	C/C1=C/[CH+][C@@H](C(C)C)CC/C(C)=C/CC1>>CC1=C[C@@H]2[C@@H](C(C)C)CC[C+](C)[C@@H]2CC1	CC1=C[CH+]C(C(C)C)CCC(C)=CCC1>>CC1=CC2C(CC1)[C+](C)CCC2C(C)C	6
		marts_E00039	CC1=C[C@@H]2[C@@H](C(C)C)CC[C+](C)[C@@H]2CC1	muurolyl cation	marts_M00078	CC1=C[C@@H]2[C@@H](C(C)C)CC=C(C)[C@@H]2CC1	α-muuroladiene	marts_M00867	deprotonation	similarity		marts_R00041	CC1=C[C@@H]2[C@@H](C(C)C)CC[C+](C)[C@@H]2CC1>>CC1=C[C@@H]2[C@@H](C(C)C)CC=C(C)[C@@H]2CC1	CC1=CC2C(CC1)[C+](C)CCC2C(C)C>>CC1=CC2C(CC1)C(C)=CCC2C(C)C	7
;A0A385AJM7;A0A495JMV3;A0A0M8XX89;A0A3N1A8E7;A0A1N7KE47;A0A010YQZ8	7S5L_A;XP_055691875.1;;WP_053652186.1;WP_035852539.1;XNX58198.1;XP_010247958.1	marts_E00040;marts_E00745;marts_E00793;marts_E00882;marts_E01082;marts_E01311;marts_E01326;marts_E01358;marts_E01359;marts_E01361;marts_E01362;marts_E01370;marts_E01442;marts_E01443	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(2E,6E,10E)-GGPP	marts_M00014	[CH2+]/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	(2E,6E,10E)-GG cation	marts_M00018	dephosphorylation			marts_R00042	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	1
;A0A385AJM7;A0A495JMV3;A0A0M8XX89;A0A3N1A8E7;A0A1N7KE47;A0A010YQZ8	7S5L_A;XP_055691875.1;;WP_053652186.1;WP_035852539.1;XNX58198.1;XP_010247958.1	marts_E00040;marts_E00745;marts_E00793;marts_E00882;marts_E01082;marts_E01311;marts_E01326;marts_E01358;marts_E01359;marts_E01361;marts_E01362;marts_E01370;marts_E01442;marts_E01443	[CH2+]/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	(2E,6E,10E)-GG cation	marts_M00018	C/C1=C\CC/C(C)=C/CC([C+](C)C)CC/C(C)=C/CC1	cembrenyl cation	marts_M00256	cyclization			marts_R00042	[CH2+]/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C>>C/C1=C\CC/C(C)=C/CC([C+](C)C)CC/C(C)=C/CC1	[CH2+]C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C>>CC1=CCCC(C)=CCC([C+](C)C)CCC(C)=CCC1	2
;A0A385AJM7;A0A495JMV3;A0A0M8XX89;A0A3N1A8E7;A0A1N7KE47;A0A010YQZ8	7S5L_A;XP_055691875.1;;WP_053652186.1;WP_035852539.1;XNX58198.1;XP_010247958.1	marts_E00040;marts_E00745;marts_E00793;marts_E00882;marts_E01082;marts_E01311;marts_E01326;marts_E01358;marts_E01359;marts_E01361;marts_E01362;marts_E01370;marts_E01442;marts_E01443	C/C1=C\CC/C(C)=C/CC([C+](C)C)CC/C(C)=C/CC1	cembrenyl cation	marts_M00256	C=C(C)[C@H]1C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC1	cembrene A	marts_M00590	deprotonation			marts_R00042	C/C1=C\CC/C(C)=C/CC([C+](C)C)CC/C(C)=C/CC1>>C=C(C)[C@H]1C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC1	CC1=CCCC(C)=CCC([C+](C)C)CCC(C)=CCC1>>C=C(C)C1CC=C(C)CCC=C(C)CCC=C(C)CC1	3
T1WGD9;J9QS25;F0ZPL2;F0ZL92;A0A5S9I252;A0A010YQZ8	WP_035852539.1	marts_E00042;marts_E00619;marts_E00740;marts_E00742;marts_E01045;marts_E01370	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(2E,6E)-FPP	marts_M00002	[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C	(E,E)-farnesyl cation	marts_M00006	dephosphorylation		https://europepmc.org/article/MED/31418991#free-full-text	marts_R00043	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)CCC=C(C)C	1
T1WGD9;J9QS25;F0ZPL2;F0ZL92;A0A5S9I252;A0A010YQZ8	WP_035852539.1	marts_E00042;marts_E00619;marts_E00740;marts_E00742;marts_E01045;marts_E01370	[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C	(E,E)-farnesyl cation	marts_M00006	C/C1=C\CC(C)(C)[CH+]CC/C(C)=C/CC1	(E,E)-humulyl cation	marts_M00035	cyclization		https://europepmc.org/article/MED/31418991#free-full-text	marts_R00043	[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C>>C/C1=C\CC(C)(C)[CH+]CC/C(C)=C/CC1	[CH2+]C=C(C)CCC=C(C)CCC=C(C)C>>CC1=CCC(C)(C)[CH+]CCC(C)=CCC1	2
T1WGD9;J9QS25;F0ZPL2;F0ZL92;A0A5S9I252;A0A010YQZ8	WP_035852539.1	marts_E00042;marts_E00619;marts_E00740;marts_E00742;marts_E01045;marts_E01370	C/C1=C\CC(C)(C)[CH+]CC/C(C)=C/CC1	(E,E)-humulyl cation	marts_M00035	C/C1=C\CC[C+](C)C2CC(C)(C)C2CC1	cyryophyllenyl cation	marts_M00096	cyclization		https://europepmc.org/article/MED/31418991#free-full-text	marts_R00043	C/C1=C\CC(C)(C)[CH+]CC/C(C)=C/CC1>>C/C1=C\CC[C+](C)C2CC(C)(C)C2CC1	CC1=CCC(C)(C)[CH+]CCC(C)=CCC1>>CC1=CCC[C+](C)C2CC(C)(C)C2CC1	3
T1WGD9;J9QS25;F0ZPL2;F0ZL92;A0A5S9I252;A0A010YQZ8	WP_035852539.1	marts_E00042;marts_E00619;marts_E00740;marts_E00742;marts_E01045;marts_E01370	C/C1=C\CC[C+](C)C2CC(C)(C)C2CC1	cyryophyllenyl cation	marts_M00096	C=C1CC/C=C(\C)CC[C@@H]2[C@H]1CC2(C)C	(E)-2-epi-β-caryophyllene	marts_M00825	deprotonation		https://europepmc.org/article/MED/31418991#free-full-text	marts_R00043	C/C1=C\CC[C+](C)C2CC(C)(C)C2CC1>>C=C1CC/C=C(\C)CC[C@@H]2[C@H]1CC2(C)C	CC1=CCC[C+](C)C2CC(C)(C)C2CC1>>C=C1CCC=C(C)CCC2C1CC2(C)C	4
T1RRS0;T1RRJ6;T1RRI5;P9WEW2;P9WEW1;P9WEW0;J9R1J8;I7H727;F1A1D4;F0ZL92;F0ZK52;F0ZDD0;E9F8R9;E5RM29;D8RLD3;B5A435;A0A5Q0QMX1;A0A3S9GVB5;A0A385AJM7;A0A385AJM6;A0A348B781;A0A2A2D8W5;A0A140AZ66;A0A0C3FBR2;A0A0B4EB91;A0A076GAR6;	XDF46154.1	marts_E00043;marts_E00045;marts_E00048;marts_E00449;marts_E00450;marts_E00451;marts_E00618;marts_E00629;marts_E00739;marts_E00742;marts_E00743;marts_E00744;marts_E00748;marts_E00754;marts_E00801;marts_E00906;marts_E01053;marts_E01064;marts_E01082;marts_E01083;marts_E01094;marts_E01124;marts_E01226;marts_E01269;marts_E01276;marts_E01294;marts_E01441	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]	(2E,6E)-FPP	marts_M00002	[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C	(E,E)-farnesyl cation	marts_M00006	dephosphorylation		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3866635/	marts_R00044	CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>[CH2+]C=C(C)CCC=C(C)CCC=C(C)C	1
T1RRS0;T1RRJ6;T1RRI5;P9WEW2;P9WEW1;P9WEW0;J9R1J8;I7H727;F1A1D4;F0ZL92;F0ZK52;F0ZDD0;E9F8R9;E5RM29;D8RLD3;B5A435;A0A5Q0QMX1;A0A3S9GVB5;A0A385AJM7;A0A385AJM6;A0A348B781;A0A2A2D8W5;A0A140AZ66;A0A0C3FBR2;A0A0B4EB91;A0A076GAR6;	XDF46154.1	marts_E00043;marts_E00045;marts_E00048;marts_E00449;marts_E00450;marts_E00451;marts_E00618;marts_E00629;marts_E00739;marts_E00742;marts_E00743;marts_E00744;marts_E00748;marts_E00754;marts_E00801;marts_E00906;marts_E01053;marts_E01064;marts_E01082;marts_E01083;marts_E01094;marts_E01124;marts_E01226;marts_E01269;marts_E01276;marts_E01294;marts_E01441	[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C	(E,E)-farnesyl cation	marts_M00006	C/C1=C\CC([C+](C)C)CC/C(C)=C/CC1	(E,E)-germacradienyl cation	marts_M00005	cyclization		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3866635/	marts_R00044	[CH2+]/C=C(\C)CC/C=C(\C)CCC=C(C)C>>C/C1=C\CC([C+](C)C)CC/C(C)=C/CC1	[CH2+]C=C(C)CCC=C(C)CCC=C(C)C>>CC1=CCC([C+](C)C)CCC(C)=CCC1	2
T1RRS0;T1RRJ6;T1RRI5;P9WEW2;P9WEW1;P9WEW0;J9R1J8;I7H727;F1A1D4;F0ZL92;F0ZK52;F0ZDD0;E9F8R9;E5RM29;D8RLD3;B5A435;A0A5Q0QMX1;A0A3S9GVB5;A0A385AJM7;A0A385AJM6;A0A348B781;A0A2A2D8W5;A0A140AZ66;A0A0C3FBR2;A0A0B4EB91;A0A076GAR6;	XDF46154.1	marts_E00043;marts_E00045;marts_E00048;marts_E00449;marts_E00450;marts_E00451;marts_E00618;marts_E00629;marts_E00739;marts_E00742;marts_E00743;marts_E00744;marts_E00748;marts_E00754;marts_E00801;marts_E00906;marts_E01053;marts_E01064;marts_E01082;marts_E01083;marts_E01094;marts_E01124;marts_E01226;marts_E01269;marts_E01276;marts_E01294;marts_E01441	C/C1=C\CC([C+](C)C)CC/C(C)=C/CC1	(E,E)-germacradienyl cation	marts_M00005	C=C(C)C1C/C=C(\C)CC/C=C(\C)CC1	germacrene A	marts_M00040	deprotonation		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3866635/	marts_R00044	C/C1=C\CC([C+](C)C)CC/C(C)=C/CC1>>C=C(C)C1C/C=C(\C)CC/C=C(\C)CC1	CC1=CCC([C+](C)C)CCC(C)=CCC1>>C=C(C)C1CC=C(C)CCC=C(C)CC1	3
T1RRS0;T1RRJ6;T1RRI5;P9WEW2;P9WEW1;P9WEW0;J9R1J8;I7H727;F1A1D4;F0ZL92;F0ZK52;F0ZDD0;E9F8R9;E5RM29;D8RLD3;B5A435;A0A5Q0QMX1;A0A3S9GVB5;A0A385AJM7;A0A385AJM6;A0A348B781;A0A2A2D8W5;A0A140AZ66;A0A0C3FBR2;A0A0B4EB91;A0A076GAR6;	XDF46154.1	marts_E00043;marts_E00045;marts_E00048;marts_E00449;marts_E00450;marts_E00451;marts_E00618;marts_E00629;marts_E00739;marts_E00742;marts_E00743;marts_E00744;marts_E00748;marts_E00754;marts_E00801;marts_E00906;marts_E01053;marts_E01064;marts_E01082;marts_E01083;marts_E01094;marts_E01124;marts_E01226;marts_E01269;marts_E01276;marts_E01294;marts_E01441	C=C(C)C1C/C=C(\C)CC/C=C(\C)CC1	germacrene A	marts_M00040	C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C	β-elemene	marts_M00041	Cope rearrangement		https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3866635/	marts_R00044	C=C(C)C1C/C=C(\C)CC/C=C(\C)CC1>>C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C	C=C(C)C1CC=C(C)CCC=C(C)CC1>>C=CC1(C)CCC(C(=C)C)CC1C(=C)C	4
