epoch,loss,pointwise_loss,relational_loss,variance_loss,train_mean_cosine,validation_mean_cosine,validation_p10_cosine
150,0.10429150966364284,0.10355635125969731,0.0029403464625004767,1.4435151337407703e-06,0.9140450954437256,0.6852858662605286,0.4238130569458008
155,0.10536811743364778,0.10467318861290466,0.0027795170195573982,1.0057715265903362e-06,0.9139444231987,0.686289370059967,0.42127955257892613
160,0.10581836502912433,0.10510279619416525,0.0028620414587474147,1.1699279596985772e-06,0.9144086241722107,0.6838411092758179,0.42077895998954773
165,0.10565923691488975,0.10492480424947517,0.002937394183475611,1.6654250726407005e-06,0.9145410656929016,0.6847699284553528,0.4237426996231079
170,0.10290172756757847,0.10220286267441372,0.0027952508264502815,1.0450290405018211e-06,0.9149059057235718,0.6847950220108032,0.42099356949329375
175,0.10585480200689892,0.1051350825054701,0.0028787054078176963,8.473029464407456e-07,0.9154861569404602,0.6852498054504395,0.42308720350265505
180,0.10323716058980587,0.10254044726837513,0.0027867256187249063,6.392105586750996e-07,0.9154376983642578,0.684342086315155,0.42374839186668395
185,0.10285857908947524,0.10216866624216701,0.0027595002983891686,7.5722582973973e-07,0.9158692955970764,0.6840320825576782,0.4190967410802841
190,0.10254551712856737,0.1018699828621953,0.0027019095764127237,1.1382699297026319e-06,0.9158281087875366,0.6831858158111572,0.41868438124656676
195,0.10074895906240441,0.10008325410443683,0.0026626575671861944,8.110997272482099e-07,0.916225016117096,0.6846812963485718,0.4166339486837387
200,0.10110710526621619,0.10041745665461518,0.0027582700645854305,1.6224480215135181e-06,0.9165250658988953,0.6850784420967102,0.4222563564777374
205,0.10101004663941472,0.10031587439914082,0.002776467681288459,1.104650690713031e-06,0.916179358959198,0.6837859749794006,0.4222491592168808
210,0.09976470045918642,0.09907630571099214,0.002753175430265147,2.0090177882636008e-06,0.9167563915252686,0.6839560270309448,0.4258220613002777
215,0.10266029158996981,0.1019823748704999,0.002711546312216236,6.02657501287975e-07,0.9167183041572571,0.6842924952507019,0.4221732705831528
220,0.10163761363473049,0.10092893866605537,0.002834511555319782,9.43304215514556e-07,0.9169578552246094,0.6842979192733765,0.42402969896793363
225,0.09969002285669017,0.09898299931786782,0.0028280004978093296,4.694139047493335e-07,0.9170515537261963,0.683962881565094,0.4213550388813019
230,0.10008474595324937,0.0994023673756178,0.0027292696677884737,1.2133864930906701e-06,0.9172726273536682,0.6844643950462341,0.4228345602750778
235,0.10027220966510994,0.09956720055535782,0.0028198392314533163,9.838043953032168e-07,0.9172092080116272,0.6853782534599304,0.42429329454898834
240,0.09896065528656162,0.09829613323821577,0.0026579365678413144,7.585992090414863e-07,0.9175242185592651,0.6843805313110352,0.42409863471984866
245,0.09885065586760987,0.0981855716469676,0.0026602733644743473,3.236597221138952e-07,0.9176726937294006,0.6843301653862,0.4251597732305527
250,0.10045351295970208,0.09974183107531348,0.002846348153557195,1.904715412989432e-06,0.9171420931816101,0.6843902468681335,0.42095618247985844
255,0.09843427072777304,0.09777884653141332,0.0026216628909825758,1.716183506623777e-07,0.9179133176803589,0.6842698454856873,0.42202341854572295
260,0.09793013498880142,0.0972696710811105,0.002641642593432131,1.0574043445494892e-06,0.9181146621704102,0.6838747262954712,0.4193481206893921
265,0.0987956227604733,0.09813497128874757,0.0026423682534504073,1.1798080333053718e-06,0.9182125329971313,0.6842595934867859,0.42564071118831637
270,0.09771469140122103,0.09704732531031897,0.002669249423021494,1.064389433067422e-06,0.9183397889137268,0.6844775676727295,0.4220035344362259
275,0.09782449580555738,0.09717090029356092,0.00261413176181228,1.2507865227065807e-06,0.9181895852088928,0.6838803291320801,0.419974610209465
280,0.09844159872032875,0.09776187098996583,0.00271868851674764,1.1130244718853732e-06,0.9185107350349426,0.683987557888031,0.42173084020614626
285,0.09844238518975502,0.09777161496323208,0.0026829919566638593,4.4321944208837355e-07,0.9186182022094727,0.6833105683326721,0.42468829452991486
290,0.0997817502465359,0.09910024633241254,0.002725839614868164,8.781989467828427e-07,0.9183929562568665,0.6838950514793396,0.416778427362442
295,0.10050700379665507,0.09983955063792162,0.0026696919420257557,6.053479135220567e-07,0.9186379909515381,0.6834317445755005,0.4163768380880356
300,0.09729293387296588,0.09663120570570924,0.0026465814159966484,1.6550759535802658e-06,0.9189116358757019,0.682590126991272,0.41556527018547057
