reaction_id,reaction_smiles,tps_feature_success,tps_feature_error,horizyn_fingerprint_success,horizyn_fingerprint_error,used_for_distillation
Rh_27337,O=O.[H+].[H+].[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@H](C(C)=O)CC[C@@]21[H].[SH]12[Fe]3[SH]4[Fe]1[SH]1[Fe]2[SH]3[Fe+]41.[SH]12[Fe]3[SH]4[Fe]1[SH]1[Fe]2[SH]3[Fe+]41>>[H]O[H].[H][C@]12CC[C@]3(C)[C@@H](C(C)=O)C[C@@H](O)[C@@]3([H])[C@]1([H])CCC1=CC(=O)CC[C@@]12C.[SH]12[Fe]3[SH]4[Fe]1[SH]1[Fe+]2[SH]3[Fe+]41.[SH]12[Fe]3[SH]4[Fe]1[SH]1[Fe+]2[SH]3[Fe+]41,True,,True,,True
Rh_27341,O=O.[H]*[H].[H][N+]([H])([H])[H]>>*.NO.[H+].[H]O[H],True,,True,,True
Rh_27349,CC(=O)N[C@@H](CS)C(=O)N[C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.O=[As]([O-])([O-])O>>CC(=O)N[C@@H](CS[As](=O)([O-])[O-])C(=O)N[C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.[H]O[H],True,,True,,True
Rh_27353,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.O=C1NC(=O)C2=C1C1=C(NC3=C1C=CC=C3Cl)C1=C2C2=C(C(Cl)=CC=C2)N1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>CO[C@H]1[C@H](O)[C@@H](O)[C@H](N2C3=C(C=CC=C3Cl)C3=C2C2=C(C4=C(N2)C(Cl)=CC=C4)C2=C3C(=O)NC2=O)O[C@@H]1CO.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],True,,True,,True
Rh_27377,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=C([O-])[C@H](O)CO>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=C([O-])[C@@H](CO)OP(=O)([O-])[O-].[H+],True,,True,,True
Rh_27381,O=C([O-])[C@@H](COP(=O)([O-])[O-])OP(=O)([O-])[O-].[H]O[H]>>O=C([O-])[C@@H](CO)OP(=O)([O-])[O-].O=P([O-])([O-])O,True,,True,,True
Rh_27385,NC(=O)/C=C\C(=O)[O-].[H]O[H]>>O=C([O-])/C=C\C(=O)[O-].[H][N+]([H])([H])[H],True,,True,,True
Rh_27397,O=C1NC(=O)C2=C1C1=C(NC3=C1C=CC=C3Cl)C1=C2C2=C(C(Cl)=CC=C2)N1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[H]O[H]>>O=C1NC(=O)C2=C1C1=C(NC3=C1C=CC=C3Cl)C1=C2C2=C(N1)C(Cl)=CC=C2.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,True,,True,,True
Rh_27401,O=C([O-])C1(O)C=CC2=CC=CC=C2O1>>O=C([O-])C(=O)/C=C/C1=CC=CC=C1O,True,,True,,True
Rh_27413,O=C([O-])CCC(=O)C(=O)[O-].O=O.[H][C@]12/C=C\[C@H](O)[C@@H]3OC4=C5C(=CC=C4OC)C[C@H]1[NH+](C)CC[C@]532>>O=C([O-])CCC(=O)[O-].O=C=O.[H]C([H])=O.[H][C@]12/C=C\[C@H](O)[C@@H]3OC4=C5C(=C\C=C/4O)/C[C@H]1[NH+](C)CC[C@]/532,True,,True,,True
Rh_27417,O=C([O-])C1=CC=CN=C1.[Fe+3].[Fe+3].[H]O[H]>>O=C([O-])C1=CC=C(O)N=C1.[Fe+2].[Fe+2].[H+].[H+],True,,True,,True
Rh_27421,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C/C(C)=C/C/C=C(\C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27429,[1*]C(=O)OC[C@H](COP(=O)([O-])[O-])OC([2*])=O.[H]O[H]>>O=P([O-])([O-])O.[1*]C(=O)OC[C@H](CO)OC([2*])=O,True,,True,,True
Rh_27433,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)=C1.NC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H]([NH3+])C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(N)=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-].[H+],True,,True,,True
Rh_27437,NC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H]([NH3+])C(=O)[O-].NC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H]([NH3+])C(=O)[O-].[H]OO[H]>>NC(=O)CNC(=O)[C@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(N)=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-].[H]O[H].[H]O[H],True,,True,,True
Rh_27445,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.OC[C@@H](O)[C@H](O)[C@@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.OC1OC[C@@H](O)[C@H](O)[C@H]1O.[H+],True,,True,,True
Rh_27449,*C(=O)OC[C@H](COP(=O)([O-])OP(=O)([O-])[O-])OC(*)=O.[H]O[H]>>O=P([O-])([O-])O.[1*]C(=O)OC[C@H](COP(=O)([O-])[O-])OC([2*])=O.[H+],True,,True,,True
Rh_27453,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[I-].[NH3+][C@@H](CC1=CC=C(O)C=C1)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[NH3+][C@@H](CC1=CC=C(O)C(I)=C1)C(=O)[O-],True,,True,,True
Rh_27457,NC(=O)C1=CC=C[N+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)=C1.[I-].[NH3+][C@@H](CC1=CC=C(O)C(I)=C1)C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](N4C=NC5=C4N=CN=C5N)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[NH3+][C@@H](CC1=CC(I)=C([O-])C(I)=C1)C(=O)[O-],True,,True,,True
Rh_27461,NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+].[H][C@]1([C@H](O)CO)O[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]1([C@H](O)CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,True,,True,,True
Rh_27465,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].[H][C@]1([C@H](O)CO)O[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]1([C@H](O)CO)O[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C(N)N=CN=C43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,True,,True,,True
Rh_27469,CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.[H]O[H]>>CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H]([NH3+])C(O)O[C@@H]2CO)O[C@H](CO)[C@@H](O)[C@@H]1O.CC(=O)[O-],True,,True,,True
Rh_27473,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H][C@]1([C@H](O)COP(=O)([O-])[O-])O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+].[H][C@]1([C@H](O)COP(=O)([O-])[O-])O[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H]1O,True,,True,,True
Rh_27477,COC1=C2O[C@H]3/C(OC)=C\C=C4\[C@H]5CC(=C\2[C@]43CC[NH+]5C)\C=C\1.O=C([O-])CCC(=O)C(=O)[O-].O=O>>COC1=C2O[C@H]3C(=O)C/C=C4/[C@H]5CC(=C2[C@]43CC[NH+]5C)C=C1.O=C([O-])CCC(=O)[O-].O=C=O.[H]C([H])=O,True,,True,,True
Rh_27481,CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.[H][C@@]1(C(C)(C)O)CC2=C3OC(=O)C=CC3=CC=C2O1>>CC(C)=O.CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=C1C=CC2=C\C=C3\OC=C\C3=C\2O1.[H+].[H]O[H].[H]O[H],True,,True,,True
Rh_27485,NC(=O)NC(NC(N)=O)C(=O)[O-].[H+].[H+].[H]O[H]>>NC(=O)N[C@H]([NH3+])C(=O)[O-].O=C=O.[H][N+]([H])([H])[H],True,,True,,True
Rh_27489,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]>>[H][C@]1([C@H](O)COP(=O)([O-])[O-])O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.[H][C@]1([C@H](O)COP(=O)([O-])[O-])O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,True,,True,,True
Rh_27493,C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O.O=C1C=C(C2=CC(O)=C(O)C(O)=C2)OC2=CC([O-])=CC(O)=C12>>COC1=CC(C2=CC(=O)C3=C(O)C=C([O-])C=C3O2)=CC(O)=C1O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],True,,True,,True
Rh_27506,[H]O[H].[H][C@]12CC[C@]([H])([C@@H](C(=O)OC)[C@@H](OC(=O)C3=CC=CC=C3)C1)[NH+]2C>>O=C([O-])C1=CC=CC=C1.[H+].[H][C@]12CC[C@]([H])([C@@H](C(=O)OC)[C@@H](O)C1)[NH+]2C,True,,True,,True
Rh_27510,C=C(OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(N)NC3=O)[C@H](O)[C@@H]1O)C(=O)[O-].O=C1/N=C2C(=C/C3=CC=C(O)C=C3N\2C[C@H](O)[C@H](O)[C@H](O)CO)C(=O)[N-]1>>C=C(OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=CC(O)=CC=C2/C=C2C(=O)[N-]C(=O)\N=C/21)C(=O)[O-].NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],True,,True,,True
Rh_27514,CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])COP(=O)([O-])[O-].[H]O[H]>>CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO.O=P([O-])([O-])O,True,,True,,True
Rh_27530,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27534,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C=C[C@](C)(O)CC/C=C(\C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27546,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=C(N2)C(=O)NC(=O)N1.NC1=C(C(=O)[O-])C=CC=C1.O=O>>CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]1O)C1=NC(=O)[N-]C(=O)C1=N2.NC1=C(O)C=CC=C1C(=O)[O-].[H+].[H]O[H],True,,True,,True
Rh_27551,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27555,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27559,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27563,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27586,CC(=O)C(=O)[O-].[NH3+][C@@H](CC1=CNC2=C1C=CC=C2)C(=O)[O-]>>C[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)CC1=CNC2=C1C=CC=C2,True,,True,,True
Rh_27594,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27602,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27606,[1*]C(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC([2*])=O.[NH3+][C@@H](CO)C(=O)[O-]>>*C(=O)OC[C@H](COP(=O)([O-])OC[C@H]([NH3+])C(=O)[O-])OC(*)=O.[NH3+]CCO,True,,True,,True
Rh_27614,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27618,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27622,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_27642,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1.O=P([O-])([O-])O>>NC1=C2N=CNC2=NC=N1.O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True,,True,,True
Rh_27654,CC(=O)C(=O)[O-].CCC(=O)C(=O)[O-].[H+]>>CC[C@](O)(C(C)=O)C(=O)[O-].O=C=O,True,,True,,True
Rh_27658,O=P([O-])([O-])O[C@@H]1C[C@H](O)[C@@H](CO)O1>>O=P([O-])([O-])OC[C@H]1OC(O)C[C@@H]1O,True,,True,,True
Rh_27662,O=C([O-])CC[C@H](O)C(=O)[O-].O=O>>O=C([O-])CCC(=O)C(=O)[O-].[H]OO[H],True,,True,,True
Rh_27666,C[C@H](C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].[H+]>>CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-].O=C=O,True,,True,,True
Rh_27670,O=P([O-])([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O.[H]O[H]>>O=P([O-])([O-])O.O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,True,,True,,True
