reaction_id,reaction_smiles,tps_feature_success,tps_feature_error,horizyn_fingerprint_success,horizyn_fingerprint_error,used_for_distillation
Rh_66492,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C(=O)N1>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],True,,True,,True
Rh_66496,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O.C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O[C@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],True,,True,,True
Rh_66500,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O.C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O>>CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H]1O[C@H](C)[C@@H](O)[C@H](O)[C@@H]1O.NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],True,,True,,True
Rh_66524,[H][C@]1([C@@H](O)CO)OC(=O)C(O)=C1[O-].[H][C@]1([C@@H](O)CO)OC(=O)C([O-])=C1[O]>>[H][C@]1([C@@H](O)CO)OC(=O)C(O)=C1[O-].[H][C@]1([C@@H](O)CO)OC(=O)C([O-])=C1[O],True,,True,,True
Rh_66528,*N[C@@H](CC1=CC=C(OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C(N)N=CN=C43)[C@H](O)[C@@H]2O)C=C1)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>*N[C@@H](CC1=CC=C(OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C(N)N=CN=C43)[C@H](O)[C@@H]2OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C(N)N=CN=C43)[C@H](O)[C@@H]2O)C=C1)C(*)=O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_66544,*N[C@@H](CS)C(*)=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O>>*N[C@@H](CSC)C(*)=O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],True,,True,,True
Rh_66548,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=[N+]([O-])C1=CC=C([O-])C=C1>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=[N+]([O-])C1=CC=C(OS(=O)(=O)[O-])C=C1,True,,True,,True
Rh_66552,*N[C@@H](CCC(N)=O)C(*)=O.[NH3+]CCC1=CNC2=CC=C(O)C=C12>>*N[C@@H](CCC(=O)NCC/C1=C/NC2=CC=C(O)C=C21)C(*)=O.[H][N+]([H])([H])[H],True,,True,,True
Rh_66556,*N[C@@H](CCC(N)=O)C(*)=O.[NH3+]CCC1=CC=C(O)C(O)=C1>>*N[C@@H](CCC(=O)NCCC1=CC(O)=C(O)C=C1)C(*)=O.[H][N+]([H])([H])[H],True,,True,,True
Rh_66560,*N[C@@H](CCC(N)=O)C(*)=O.[NH3+]C[C@H](O)C1=CC(O)=C(O)C=C1>>*N[C@@H](CCC(=O)NC[C@H](O)C1=CC(O)=C(O)C=C1)C(*)=O.[H][N+]([H])([H])[H],True,,True,,True
Rh_66564,*N[C@@H](CCC(N)=O)C(*)=O.[NH3+]CCC1=CNC=N1>>*N[C@@H](CCC(=O)NCCC1=CNC=N1)C(*)=O.[H][N+]([H])([H])[H],True,,True,,True
Rh_66572,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.OC1=CC2=CC=CC=C2C=C1>>NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=S(=O)([O-])OC1=CC=C2C=CC=CC2=C1.[H+],True,,True,,True
Rh_66576,CC(C)C1=CC=C(O)C=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>CC(C)C1=CC=C(OS(=O)(=O)[O-])C=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+],True,,True,,True
Rh_66580,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>CC(C)(C1=CC=C(O)C=C1)C1=CC=C(OS(=O)(=O)[O-])C=C1.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.[H+],True,,True,,True
Rh_66588,*O[C@H]1[C@@H](O)[C@H](N2C=CC(N)=NC2=O)O[C@@H]1COP(*)(=O)[O-].C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O>>*O[C@H]1[C@@H](O)[C@H](N2C=C(C)C(N)=NC2=O)O[C@@H]1COP(*)(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],True,,True,,True
Rh_66592,*O[C@H]1C[C@H](*)O[C@@H]1COP(=O)([O-])O[C@H]1C[C@H](O)O[C@@H]1COP(=O)([O-])O[C@H]1C[C@H](*)O[C@@H]1COP(*)(=O)[O-]>>*O[C@H]1C[C@H](*)O[C@@H]1COP(=O)([O-])[O-].*[C@H]1C[C@H](OP(=O)([O-])OC[C@@H](O)/C=C/C=O)[C@@H](COP(*)(=O)[O-])O1.[H+],True,,True,,True
Rh_66596,O=O.[NH3+]CCC1=CC=C(O)C=C1.[NH3+]CCC1=CC=C(O)C=C1>>[NH3+]CCC1=CC=C(O)C(O)=C1.[NH3+]CCC1=CC=C(O)C(O)=C1,True,,True,,True
Rh_66600,O=O.[NH3+]CCC1=CC=C(O)C(O)=C1.[NH3+]CCC1=CC=C(O)C(O)=C1>>[H]O[H].[H]O[H].[NH3+]CCC1=CC(=O)C(=O)C=C1.[NH3+]CCC1=CC(=O)C(=O)C=C1,True,,True,,True
Rh_66604,*O[C@H]1C[C@H](N2C=CC(N)=NC2=O)O[C@@H]1COP(*)(=O)[O-].[H+].[H]O[H]>>*O[C@H]1C[C@H](N2C=CC(=O)NC2=O)O[C@@H]1COP(*)(=O)[O-].[H][N+]([H])([H])[H],True,,True,,True
Rh_66608,*[C@@H]1O[C@H](COP(*)(=O)[O-])[C@@H](OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(N)=NC3=O)[C@H](O)[C@@H]2OP(=O)([O-])OC[C@H]2O[C@@H](N3/C=N\C4=C3N=CN=C4N)[C@H](O)[C@@H]2O)[C@H]1O.[H]O[H]>>*[C@@H]1O[C@H](COP(*)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](N4C=CC(N)=NC4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](N4/C=N\C5=C4N=C(N)NC5=O)O[C@@H]3CO)[C@@H](OP(=O)([O-])OC[C@H]3O[C@@H](N4/C=N\C5=C4N=CN=C5N)[C@H](O)[C@@H]3O)[C@H]2O)C=C1.[H+],True,,True,,True
Rh_66612,*N[C@@H](CCCCNC(=O)CCCC[C@@H]1SC[C@]2([H])N(C(=O)[O-])C(=O)N[C@]12[H])C(*)=O.CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-]>>*N[C@@H](CCCCNC(=O)CCCC[C@@H]1SC[C@]2([H])NC(=O)N[C@]12[H])C(*)=O.CC(C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-],True,,True,,True
Rh_66616,[Mg+2].[Na+].[Na+]>>[Mg+2].[Na+].[Na+],True,,True,,True
Rh_66620,CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.O=O.O=O.[H][C@@]12C/C=C3\[C@]([H])(CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)CCCC(C)C)[C@@]1(C)CCC(=O)C2>>CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H+].[H+].[H+].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H][C@@]12C/C=C3\[C@]([H])(CC[C@@]4(C)[C@@]3([H])CC[C@]4([H])[C@H](C)CCC[C@H](C)C(=O)[O-])[C@@]1(C)CCC(=O)C2,True,,True,,True
Rh_66624,CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.O=O.O=O.[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCCC(C)C>>CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H+].[H+].[H+].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H][C@@]12CC/C3=C/C(=O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1([H])[C@H](C)CCC[C@H](C)C(=O)[O-],True,,True,,True
Rh_66628,*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])C[C@H](O)[C@H](CC1=CC=C(O)C(O)=C1)[NH2+]C)C(*)=O.O=O>>*N[C@@H](COP(=O)([O-])OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@@H]([NH3+])C[C@H](O)[C@]1([H])CC2=CC=C(O)C(O)=C2C[NH2+]1)C(*)=O.[H]OO[H],True,,True,,True
Rh_66632,*N[C@@H](CCCNC(N)=[NH2+])C(*)=O.CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=CC(=O)NC3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O>>*N[C@@H](CCCNC(=[NH2+])N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)C(*)=O.O=C1C=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1.[H+],True,,True,,True
Rh_66636,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>CC1=CC[C@@]2(CC1)[C@H](C)CC[C@H]2C(C)(C)O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_66640,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@]12CC[C@]1(C)[C@@]1([H])CC(C)(C)[C@@]1([H])CC[C@]2(C)O,True,,True,,True
Rh_66644,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@@]12CC(C)(C)C/C(=C(/C)CO)[C@@]1([H])CC[C@@H]2C,True,,True,,True
Rh_66648,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@@]12CC=C(C)[C@@]1([H])CC(C)(C)C[C@H]1C[C@]12C,True,,True,,True
Rh_66652,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>O=P([O-])([O-])OP(=O)([O-])O.[H][C@@]12CC[C@@H](C)C1=CC(C)(C)C[C@H]1C[C@]12C,True,,True,,True
Rh_66656,[Cu+2].[H][C@]1([C@@H](O)CO)OC(=O)C(O)=C1[O-]>>[Cu+].[H+].[H][C@]1([C@@H](O)CO)OC(=O)C([O-])=C1[O],True,,True,,True
Rh_66660,*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](*)O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>*C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](*)O.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],True,,True,,True
Rh_66664,CC1=C2/C=C3\N=C(/C=C4\N/C(=C\C5=N/C(=C\C(=C1CCC(=O)[O-])N2)C(C)=C5CCC(=O)[O-])C(C)=C4CCC(=O)[O-])C(CCC(=O)[O-])=C3C.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>CC1=C2/C=C3\N=C(/C=C4\N/C(=C\C5=N/C(=C\C(=C1CCC(=O)[O-])N2)C(C)=C5CCC(=O)[O-])C(C)=C4CCC(=O)[O-])C(CCC(=O)[O-])=C3C.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],True,,True,,True
Rh_66668,CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(O)C=C(O)C(C(=O)[O-])=C1C.O=O>>CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(O)C=C(O)C(C(=O)[O-])=C1CO.[H+].[H]O[H],True,,True,,True
Rh_66672,CC1=C(O)C=C(O)C(C(=O)[O-])=C1CO.[H+]>>C/C1=C(O)/C=C(/O)C2=C1COC2=O.[H]O[H],True,,True,,True
Rh_66676,C/C1=C(O)/C=C(/O)C2=C1COC2=O.CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC1=C(O)C2=C(COC2=O)C(C)=C1O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_66680,CC1=C2CC3=C(C)C(CCC(=O)[O-])=C(CC4=C(CCC(=O)[O-])C(C)=C(CC5=C(CCC(=O)[O-])C(C)=C(CC(=C1CCC(=O)[O-])N2)N5)N4)N3.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>CC1=C2CC3=C(C)C(CCC(=O)[O-])=C(CC4=C(CCC(=O)[O-])C(C)=C(CC5=C(CCC(=O)[O-])C(C)=C(CC(=C1CCC(=O)[O-])N2)N5)N4)N3.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],True,,True,,True
Rh_66684,*N[C@@H](CS)C(*)=O.*N[C@@H](CSN=O)C(*)=O>>*N[C@@H](CS)C(*)=O.*N[C@@H](CSN=O)C(*)=O,True,,True,,True
Rh_66688,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC1=C(O)C2=C(COC2=O)C(C)=C1O.O=O.O=O.[H]*[H]>>*.CC(C)=O.CC1=C(O)C(C/C=C(\C)CC/C=C(\C)CCC(=O)[O-])=C(O)C2=C1COC2=O.[H+].[H]O[H],True,,True,,True
Rh_66692,*N[C@@H](CCCNC(N)=[NH2+])C(*)=O.CC1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)C(=O)NC1=O>>*N[C@@H](CCCNC(=[NH2+])N[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(*)=O.CC1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)C(=O)NC1=O.[H+],True,,True,,True
Rh_66696,CC1=C(O)C(C/C=C(\C)CC/C=C(\C)CCC(=O)[O-])=C(O)C2=C1COC2=O.C[S+](CC[C@H]([NH3+])C(=O)[O-])C[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O>>COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C/C=C(\C)CC/C=C(\C)CCC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.[H+],True,,True,,True
Rh_66700,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C/C=C(\C)CC/C=C(\C)CCC(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O>>COC1=C(C/C=C(\C)CC/C=C(\C)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]2OP(=O)([O-])[O-])C(O)=C2C(=O)OCC2=C1C.NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O,True,,True,,True
Rh_66704,COC1=C(C/C=C(\C)CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]2OP(=O)([O-])[O-])C(O)=C2C(=O)OCC2=C1C.[H]O[H]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C/C=C(\C)CCC(=O)[O-].[H+],True,,True,,True
Rh_66708,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCCCCCCCC.[H]O[H]>>CCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O.CCCCCCCCCCCCCCCC(=O)[O-].[H+],True,,True,,True
Rh_66712,CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)NC1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].O=O.O=O.O=O.[H][C@@]12CC/C(C)=C/CC/C(C)=C/C[C@@]1(C)CC[C@]1([H])[C@@H](C(=C)C)CC[C@@]21C>>CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].CC1=C(C)C=C2C(=C1)/N=C1/C(=O)[N-]C(=O)N=C1N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-].[H+].[H+].[H+].[H+].[H]O[H].[H]O[H].[H]O[H].[H]O[H].[H][C@@]12CC/C(C)=C/CC/C(C(=O)[O-])=C/C[C@@]1(C)CC[C@]1([H])[C@@H](C(=C)C)CC[C@@]21C,True,,True,,True
Rh_66716,O=S(=O)([O-])C[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O.[H]C(=O)[C@H](O)COP(=O)([O-])[O-]>>O=P([O-])([O-])OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O.[H]C(=O)[C@H](O)CS(=O)(=O)[O-],True,,True,,True
Rh_66720,C[C@H](O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>C[C@H](O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],True,,True,,True
Rh_66724,C[C@H](O)C(=O)[O-].[NH3+][C@@H](CC1=CC=CC=C1)C(=O)[O-]>>C[C@H](O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)[O-].[H]O[H],True,,True,,True
Rh_66728,CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H]O[H]>>CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+],True,,True,,True
