reaction_id,rhea_id,status,gate_hit,n_candidates,n_scored_candidates,n_positive_enzymes,n_scored_positive_enzymes,best_positive_rank,best_positive_enzyme_id,best_positive_score,top1_hit,top3_hit,top5_hit,top10_hit,top10_enzyme_ids,top10_scores,reciprocal_rank
RHEA:22408,RHEA:22408,ok,True,80,80,24,24,34.0,A0A0E3D8M9,0.00029727802,False,False,False,False,"[""A0A8H8CFI5"", ""A0A8H7XQ49"", ""A0A8H7XP09"", ""A0A8K1AY78"", ""A0A1L9UKS1"", ""P9WEV2"", ""A0A0P0ZD79"", ""A0A1L7VFX3"", ""A0A2Z6AQX6"", ""A0A0P0ZEM1""]","[0.015638143, 0.015020771, 0.0055819657, 0.0031999971, 0.0031806536, 0.002448074, 0.002119483, 0.0020780733, 0.0018417467, 0.0018178446]",0.029411764705882353
RHEA:22436,RHEA:22436,ok,False,40,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:22672,RHEA:22672,ok,False,106,0,5,0,,,,False,False,False,False,[],[],0.0
RHEA:23112,RHEA:23112,ok,False,14,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:24116,RHEA:24116,ok,True,66,66,10,2,28.0,U5PZT6,1.5352658e-37,False,False,False,False,"[""D5SL78"", ""A0A8H7XMX0"", ""B5GMG2"", ""A0A8H8CFI5"", ""A0A8H7XQ49"", ""A0A8H7XP09"", ""Q54YE2"", ""Q86II4"", ""Q7KWU0"", ""A0A858E4Y8""]","[3.3514805e-26, 3.2738420000000005e-27, 3.176374e-27, 8.240424e-28, 7.9231357e-28, 4.436109e-28, 8.246134e-31, 9.329623e-33, 7.0342074e-33, 5.229374000000001e-33]",0.03571428571428571
RHEA:24316,RHEA:24316,ok,True,63,63,23,1,23.0,A0A348FUE1,0.0,False,False,False,False,"[""A0A075FAK4"", ""A0A0E3D8M9"", ""A0A0E3D8P4"", ""A0A0M4M0T9"", ""A0A0M5L832"", ""A0A0P0ZD79"", ""A0A0U2D9C5"", ""A0A0U5G0B1"", ""A0A140JWS2"", ""A0A169T193""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.043478260869565216
RHEA:25282,RHEA:25282,ok,False,10,0,5,0,,,,False,False,False,False,[],[],0.0
RHEA:25436,RHEA:25436,ok,True,69,69,4,1,56.0,U5PZT6,2.1644376e-28,False,False,False,False,"[""B8XA41"", ""A0A0B4G504"", ""F0ZDD0"", ""Q54YE2"", ""Q4QSN4"", ""F0ZL92"", ""A0A385AJN0"", ""Q55E23"", ""B6SCF6"", ""Q9T0K1""]","[7.0558304e-21, 4.153811e-23, 1.2868839e-23, 4.0487888e-24, 3.4634425e-24, 1.7909253000000002e-24, 1.6719123999999999e-25, 1.274323e-25, 8.809317600000001e-26, 8.242381999999999e-26]",0.017857142857142856
RHEA:25440,RHEA:25440,ok,True,25,25,1,1,23.0,A0A1V0QSF6,2.794866e-19,False,False,False,False,"[""Q8NJA1"", ""Q8NIG9"", ""Q8NIH0"", ""Q00909"", ""Q8NID7"", ""Q7LJR6"", ""O13489"", ""Q8NIC1"", ""O59947"", ""Q7LJF8""]","[2.963391e-15, 2.8103418e-15, 2.6834478e-15, 2.5033675e-15, 2.3990127e-15, 2.3727915e-15, 2.1098653e-15, 1.6717998e-15, 1.6342191e-15, 1.529881e-15]",0.043478260869565216
RHEA:25444,RHEA:25444,ok,True,80,80,4,1,39.0,G8H5M7,0.0,False,False,False,False,"[""D5SL78"", ""Q9K498"", ""A0A0B4G504"", ""A0A0D4D912"", ""A0A140KFG9"", ""A0A385AJN0"", ""A0A455R413"", ""A0A4Y5QVX6"", ""A0A4Y5QWA6"", ""A0A4Y5QZ62""]","[2.5451598e-36, 1.0991943999999999e-38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.02564102564102564
RHEA:25448,RHEA:25448,ok,False,26,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25452,RHEA:25452,ok,False,71,0,4,0,,,,False,False,False,False,[],[],0.0
RHEA:25456,RHEA:25456,ok,True,115,115,1,1,81.0,O64405,0.0,False,False,False,False,"[""D5SL78"", ""Q9K498"", ""A0A8H7XMX0"", ""A0A8H7XP09"", ""B1W019"", ""E4MYY0"", ""O13489"", ""A0A5S9I252"", ""K0K750"", ""O59947""]","[1.6020098e-32, 2.8750174e-34, 7.282394e-35, 4.3003796e-35, 1.978253e-35, 1.4114549e-35, 1.0638949e-35, 6.5405305e-36, 5.9212414e-36, 4.909968e-36]",0.012345679012345678
RHEA:25460,RHEA:25460,ok,True,29,29,1,1,27.0,O64405,2.867773e-37,False,False,False,False,"[""O13489"", ""O59947"", ""Q8NJA1"", ""Q8NIH0"", ""Q8NIH6"", ""Q8NIG9"", ""Q8NIH3"", ""Q8NIC1"", ""Q6A1B7"", ""Q8NID7""]","[4.8992753e-32, 3.7159857e-32, 3.3750644e-32, 2.6681853e-32, 2.6556345e-32, 2.4435001e-32, 2.267796e-32, 2.062742e-32, 1.9965191e-32, 1.9432889e-32]",0.037037037037037035
RHEA:25464,RHEA:25464,ok,True,16,16,3,1,13.0,O64405,4.6480922000000005e-38,False,False,False,False,"[""A0A8H8CMW1"", ""S0ECT9"", ""I1S104"", ""A0A1V0QSG6"", ""A8NU13"", ""A0A0U5GNT1"", ""Q4KSH9"", ""Q54YE2"", ""Q54YE1"", ""Q40577""]","[2.3159397e-33, 9.298104e-34, 5.8492273e-34, 1.0447909e-35, 9.43458e-36, 2.3089232e-36, 2.1692976e-36, 1.1420236e-36, 4.654145e-37, 2.2624244e-37]",0.07692307692307693
RHEA:25468,RHEA:25468,ok,False,22,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25472,RHEA:25472,ok,True,58,58,1,1,47.0,O64405,0.0,False,False,False,False,"[""D9XD61"", ""M4VQY9"", ""A0A5S9I252"", ""D9XDR8"", ""B1W019"", ""K0K750"", ""A0A8H7XP09"", ""A0A5Q0QU70"", ""B8XA41"", ""A0A343W969""]","[4.702322e-32, 4.5375538e-34, 8.395836e-36, 8.0141135e-36, 7.7583065e-36, 4.0681467e-36, 2.735291e-36, 1.6307021e-36, 1.2625531499999998e-36, 3.77163e-37]",0.02127659574468085
RHEA:25476,RHEA:25476,ok,True,59,59,1,1,49.0,O64405,0.0,False,False,False,False,"[""O13489"", ""O59947"", ""M4VQY9"", ""B1W019"", ""Q6A1B7"", ""A0A8H7XP09"", ""Q8NID7"", ""Q8NIH6"", ""Q8NJA1"", ""Q8NIH3""]","[3.4822047e-37, 2.5166486e-37, 1.1634417999999998e-37, 6.491753999999999e-38, 6.131328e-38, 5.7286466e-38, 4.954403e-38, 4.3809607e-38, 4.3785877e-38, 4.3562297000000005e-38]",0.02040816326530612
RHEA:25484,RHEA:25484,ok,True,97,97,3,2,42.0,R9QMY8,7.837319e-34,False,False,False,False,"[""A0A8H7XQ49"", ""A0A8H8CFI5"", ""A0A8H7XP09"", ""Q54YE2"", ""G8H5N1"", ""G8H5M9"", ""P9WEY7"", ""Q86II4"", ""Q7KWU0"", ""G8H5M8""]","[8.2706296e-27, 8.039994000000001e-27, 3.6458455e-27, 1.1519165e-28, 2.8391352e-29, 1.8771552e-29, 8.72186e-30, 2.573048e-30, 1.0774369e-30, 8.697966e-31]",0.023809523809523808
RHEA:25488,RHEA:25488,ok,True,94,94,15,13,15.0,Q9M7C9,6.692979e-36,False,False,False,False,"[""B5GMG2"", ""A0A8H7XQ49"", ""A0A8H8CFI5"", ""G8H5N1"", ""Q54YE2"", ""G8H5M9"", ""G8H5M7"", ""G8H5M8"", ""D5KXD2"", ""O64961""]","[2.497455e-29, 1.3830132e-30, 1.1894879e-30, 5.2919444e-33, 3.5569386e-33, 2.5788122e-33, 4.732875e-34, 3.8842562e-34, 1.2991386e-34, 1.2050228e-34]",0.06666666666666667
RHEA:25492,RHEA:25492,ok,False,103,0,9,0,,,,False,False,False,False,[],[],0.0
RHEA:25496,RHEA:25496,ok,True,87,87,13,12,22.0,O24475,4.4358495e-38,False,False,False,False,"[""B5GMG2"", ""A0A8H8CFI5"", ""A0A8H7XQ49"", ""G8H5N1"", ""G8H5M9"", ""C1K5M3"", ""O23945"", ""G8H5M7"", ""G8H5M8"", ""O64961""]","[3.0009084000000002e-30, 2.8639960000000006e-33, 2.3051338e-33, 4.6561226e-34, 1.984005e-34, 3.549101e-35, 3.0341323e-35, 2.663188e-35, 2.0386682e-35, 6.519754e-36]",0.045454545454545456
RHEA:25500,RHEA:25500,ok,True,111,111,20,16,4.0,G8H5N1,1.9550778e-36,False,False,True,True,"[""A0A8H7XQ49"", ""A0A8H8CFI5"", ""A0A8H7XP09"", ""G8H5N1"", ""G8H5M9"", ""O23945"", ""G8H5M8"", ""G8H5M7"", ""Q54YE2"", ""D5KXD2""]","[1.460153e-35, 1.1615008e-35, 9.4749035e-36, 1.9550778e-36, 8.391765e-37, 9.604297e-38, 7.2439536e-38, 6.522285e-38, 3.5827082e-38, 2.2489568e-38]",0.25
RHEA:25504,RHEA:25504,ok,True,96,96,4,4,58.0,A0A1V0QSH2,0.0,False,False,False,False,"[""A0A8H7XP09"", ""A0A8H8CFI5"", ""A0A8H7XQ49"", ""G8H5N1"", ""P9WEY7"", ""G8H5M9"", ""Q54YE2"", ""O23945"", ""G8H5M7"", ""G8H5M8""]","[6.899131000000001e-32, 6.812877e-32, 6.78021e-32, 6.2280386e-34, 3.569728e-34, 3.1276906e-34, 1.5998464e-34, 5.3476234e-35, 4.7439172e-35, 4.2784866e-35]",0.017241379310344827
RHEA:25508,RHEA:25508,ok,True,90,90,1,1,83.0,R9QMZ0,0.0,False,False,False,False,"[""A0A8H7XP09"", ""A0A8H7XQ49"", ""A0A8H8CFI5"", ""C1K5M3"", ""G8H5N1"", ""G8H5M9"", ""O23945"", ""G8H5M7"", ""G8H5M8"", ""P9WEY7""]","[4.0124337e-35, 2.3058349e-35, 1.751579e-35, 1.17939564e-35, 2.8673915e-36, 1.1615931e-36, 3.2283852e-37, 3.0884535e-37, 2.766825e-37, 2.5588362e-37]",0.012048192771084338
RHEA:25524,RHEA:25524,ok,False,63,0,4,0,,,,False,False,False,False,[],[],0.0
RHEA:25532,RHEA:25532,ok,False,32,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:25536,RHEA:25536,ok,True,32,32,3,3,12.0,A5A8G0,0.0,False,False,False,False,"[""A0A075FBT3"", ""A0A0U4CDK4"", ""A0A1Z3GBK8"", ""A0A1Z3GC64"", ""A0A2K9RFY0"", ""A0A2K9RFZ2"", ""A0A2K9RFZ9"", ""A0A3G1QTS7"", ""A0A5P8DI06"", ""A4KAG7""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.08333333333333333
RHEA:25540,RHEA:25540,ok,False,32,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:25544,RHEA:25544,ok,False,33,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25548,RHEA:25548,ok,True,45,44,8,6,19.0,F2XFB2,0.0,False,False,False,False,"[""A0A075FBG7"", ""A0A075FBT3"", ""A0A0H5BN57"", ""A0A0H5BN61"", ""A0A0U4CDK4"", ""A0A1W6QDI7"", ""A0A1X9ISH5"", ""A0A1Z3GC64"", ""A0A1Z3GCD1"", ""A0A2K9RFY0""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.05263157894736842
RHEA:25552,RHEA:25552,ok,False,30,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25556,RHEA:25556,ok,False,30,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25560,RHEA:25560,ok,False,31,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:25613,RHEA:25613,ok,False,104,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25617,RHEA:25617,ok,False,61,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25621,RHEA:25621,ok,False,72,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25641,RHEA:25641,ok,False,36,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25645,RHEA:25645,ok,False,36,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25649,RHEA:25649,ok,False,36,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:25662,RHEA:25662,ok,True,94,94,12,8,56.0,A0A6P6W6H5,5.969042e-38,False,False,False,False,"[""B5GMG2"", ""A0A8H7XQ49"", ""A0A8H8CFI5"", ""Q54YE2"", ""G8H5N1"", ""G8H5M9"", ""G8H5M7"", ""Q86II4"", ""G8H5M8"", ""O64961""]","[8.620486500000001e-28, 4.2918073e-28, 1.6801576e-28, 1.1046249e-31, 5.2428594e-32, 2.5535478000000004e-32, 5.178554e-33, 2.3973074e-33, 2.1355305e-33, 1.3332543e-33]",0.017857142857142856
RHEA:25666,RHEA:25666,ok,True,87,87,4,4,47.0,A0A6P6W6H5,8.431932e-39,False,False,False,False,"[""B5GMG2"", ""A0A8H7XQ49"", ""A0A8H8CFI5"", ""G8H5N1"", ""G8H5M9"", ""O23945"", ""G8H5M7"", ""G8H5M8"", ""C1K5M3"", ""O64961""]","[6.579667e-29, 1.2843824e-31, 1.2338975e-31, 2.1242368e-33, 1.0367089e-33, 3.021648e-34, 1.3256718e-34, 9.071456e-35, 3.5493177e-35, 3.131593e-35]",0.02127659574468085
RHEA:25694,RHEA:25694,ok,True,66,66,13,13,3.0,A0A2Z6AQX6,0.0032683113,False,True,True,True,"[""Q0CRW6"", ""P9WEV2"", ""A0A2Z6AQX6"", ""A0A1L9UKS1"", ""A0A8K1AY78"", ""A0A0P0ZEM1"", ""A0A0P0ZD79"", ""P9WEV6"", ""P9WER5"", ""M2U578""]","[0.0034595698, 0.0034564836, 0.0032683113, 0.0028681608, 0.0028445676, 0.002628268, 0.0025106608, 0.0018306429, 0.0016689777, 0.0016626582]",0.3333333333333333
RHEA:25759,RHEA:25759,ok,True,30,30,3,1,21.0,A5A8G0,6.810710399999998e-35,False,False,False,False,"[""Q5KSN4"", ""B9SIL7"", ""B9SIM2"", ""B9SIM3"", ""Q39548"", ""A0A1Z3GC64"", ""A0A075FBT3"", ""A0A2K9RFY0"", ""A0A3G1QTS7"", ""Q2QQJ5""]","[3.0951254000000004e-32, 1.5961782e-32, 1.0415017e-32, 2.0420484e-33, 9.5869655e-34, 6.305636e-34, 5.1966984e-34, 4.5750268e-34, 4.137957e-34, 2.5166237e-34]",0.047619047619047616
RHEA:25976,RHEA:25976,ok,True,6,6,1,1,5.0,Q9K498,2.2171176e-10,False,False,True,True,"[""P00183"", ""A0A455R4X0"", ""A0A3G9GNK2"", ""A0A455R624"", ""Q9K498"", ""Q82IY3""]","[0.0016347669, 2.0499337e-08, 8.0886386e-10, 6.9332556e-10, 2.2171176e-10, 8.000283e-12]",0.2
RHEA:25980,RHEA:25980,ok,True,6,6,1,1,6.0,Q9K498,0.0,False,False,False,True,"[""P00183"", ""A0A455R4X0"", ""A0A3G9GNK2"", ""A0A455R624"", ""Q82IY3"", ""Q9K498""]","[2.7504743e-35, 6.473256e-38, 0.0, 0.0, 0.0, 0.0]",0.16666666666666666
RHEA:25984,RHEA:25984,ok,True,6,6,1,1,5.0,Q9K498,2.2171262e-10,False,False,True,True,"[""P00183"", ""A0A455R4X0"", ""A0A3G9GNK2"", ""A0A455R624"", ""Q9K498"", ""Q82IY3""]","[0.001634756, 2.0499181e-08, 8.088747e-10, 6.9333084e-10, 2.2171262e-10, 8.000283e-12]",0.2
RHEA:25988,RHEA:25988,ok,True,6,6,1,1,6.0,Q9K498,0.0,False,False,False,True,"[""P00183"", ""A0A455R4X0"", ""A0A3G9GNK2"", ""A0A455R624"", ""Q82IY3"", ""Q9K498""]","[2.7504743e-35, 6.473306e-38, 0.0, 0.0, 0.0, 0.0]",0.16666666666666666
RHEA:25992,RHEA:25992,ok,False,39,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:26081,RHEA:26081,ok,True,80,80,3,1,5.0,G5CV54,1.8439466e-37,False,False,True,True,"[""D5SL78"", ""Q9K498"", ""A0A8H7XMX0"", ""A0A8H7XP09"", ""G5CV54"", ""G8H5N1"", ""A0A386JV86"", ""G8H5M9"", ""Q54YE2"", ""P85964""]","[1.4522727e-32, 2.7295817e-34, 2.4003351e-34, 1.300075e-35, 1.8439466e-37, 1.1154106e-37, 6.211274999999999e-38, 5.445541700000001e-38, 2.9667268e-38, 2.3878185000000004e-38]",0.2
RHEA:26115,RHEA:26115,ok,False,22,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:26128,RHEA:26128,ok,False,43,0,4,0,,,,False,False,False,False,[],[],0.0
RHEA:26160,RHEA:26160,ok,False,28,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:26213,RHEA:26213,ok,False,46,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:26245,RHEA:26245,ok,False,12,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:26430,RHEA:26430,ok,False,35,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:27421,RHEA:27421,ok,True,61,61,13,3,3.0,A0A385AJN0,0.0,False,True,True,True,"[""A0A0B4G504"", ""A0A1L6Z3A5"", ""A0A385AJN0"", ""A0A386JV86"", ""A0A4Y5L9K3"", ""A0A4Y5QWA6"", ""A0A4Y5QZ62"", ""A0A6P6W6H5"", ""A0A858E4Y6"", ""A0A858E7J4""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3333333333333333
RHEA:27425,RHEA:27425,ok,True,89,89,26,13,5.0,G8H5N1,1.2216348e-33,False,False,True,True,"[""D5SL78"", ""A0A8H7XMX0"", ""A0A8H8CMW1"", ""G5CV54"", ""G8H5N1"", ""G8H5M9"", ""B6SCF6"", ""A0A4Y5L9K3"", ""B6HV35"", ""A8NE23""]","[5.5183604e-29, 6.7792048e-31, 2.1987352e-33, 2.088561e-33, 1.2216348e-33, 5.8654939999999994e-34, 1.8066227e-34, 1.640487e-34, 1.5958966e-34, 8.442184e-35]",0.2
RHEA:27526,RHEA:27526,ok,True,37,37,1,1,37.0,Q84ZW8,0.0,False,False,False,False,"[""D5SL78"", ""D9XD61"", ""A0A8H7XMX0"", ""A0A343W969"", ""E4MYY0"", ""E8W6C7"", ""S0EGZ9"", ""Q9X839"", ""D8RNZ9"", ""A0A348AUW1""]","[4.3620763e-26, 8.646542e-27, 2.2580816e-27, 2.748638e-28, 7.405285e-29, 5.845715e-30, 1.3634426e-30, 2.929221e-32, 1.2252524e-32, 1.0499667e-32]",0.02702702702702703
RHEA:27530,RHEA:27530,ok,False,27,0,5,0,,,,False,False,False,False,[],[],0.0
RHEA:27534,RHEA:27534,ok,True,27,27,2,1,26.0,Q84ZW8,0.0,False,False,False,False,"[""D9XD61"", ""E4MYY0"", ""B5GW45"", ""E8W6C7"", ""A0A343W969"", ""A0A8H8CMW1"", ""Q9X839"", ""S0EGZ9"", ""A0A348AUW1"", ""A0A348AUV9""]","[1.3129518e-30, 3.1924112e-33, 1.1931718e-33, 1.6377107e-34, 1.1800488e-34, 1.3289977999999998e-35, 5.582005e-36, 3.5397023e-36, 3.4796703e-36, 2.352416e-36]",0.038461538461538464
RHEA:27830,RHEA:27830,ok,False,96,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:27954,RHEA:27954,ok,False,19,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:28266,RHEA:28266,ok,True,79,79,8,5,24.0,Q4KSH9,1.3543815999999998e-37,False,False,False,False,"[""D5SL78"", ""Q9K498"", ""A0A8H7XMX0"", ""A0A8H7XP09"", ""G5CV54"", ""A0A386JV86"", ""G8H5N1"", ""G8H5M9"", ""P85964"", ""Q54YE2""]","[6.1908355e-31, 2.0350583e-32, 2.7069056e-33, 2.704272e-34, 7.529054499999998e-35, 5.08013e-35, 4.7249176e-35, 1.9201845e-35, 1.6537247e-35, 1.3873266e-35]",0.041666666666666664
RHEA:28282,RHEA:28282,ok,True,71,71,2,2,2.0,Q5GJ60,0.0492145,False,True,True,True,"[""Q6JD73"", ""Q5GJ60"", ""Q6JD70"", ""Q1EG72"", ""G8H5N1"", ""G5CV54"", ""Q2NM15"", ""G8H5M9"", ""O22340"", ""R9QMR5""]","[0.060688533, 0.0492145, 0.046299145, 0.036570475, 0.020710465, 0.019977145, 0.018628474, 0.018104052, 0.017901173, 0.014024275]",0.5
RHEA:28290,RHEA:28290,ok,False,10,0,3,0,,,,False,False,False,False,[],[],0.0
RHEA:28294,RHEA:28294,ok,True,59,59,21,3,4.0,A0A142BX70,0.0,False,False,True,True,"[""A0A0A2JP58"", ""A0A0D4D912"", ""A0A140KFG9"", ""A0A142BX70"", ""A0A1V0QSF3"", ""A0A1V0QSG6"", ""A0A1W6GW06"", ""A0A1W6GW18"", ""A0A1W6GW32"", ""A0A2R4QKX7""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.25
RHEA:28298,RHEA:28298,ok,True,80,80,4,3,5.0,G5CV54,4.6730885e-38,False,False,True,True,"[""D5SL78"", ""Q9K498"", ""A0A8H7XMX0"", ""A0A8H7XP09"", ""G5CV54"", ""G8H5N1"", ""A0A386JV86"", ""G8H5M9"", ""Q54YE2"", ""A0A0B4G504""]","[2.1090088e-33, 6.878649e-35, 5.7050998e-36, 3.7176352e-37, 4.6730885e-38, 3.0552314e-38, 1.4102526e-38, 1.3432003e-38, 3.76944e-39, 0.0]",0.2
RHEA:28302,RHEA:28302,ok,True,76,76,2,1,37.0,J9RLZ7,2.9060045e-32,False,False,False,False,"[""A0A8H7XP09"", ""A0A4Y5L9K3"", ""G8H5N1"", ""G5CV54"", ""E4MYY0"", ""B6SCF6"", ""G8H5M9"", ""G8H5M7"", ""A0A142BX70"", ""E8W6C7""]","[1.5760816e-28, 4.6318823e-29, 2.9613923e-29, 2.582716e-29, 2.0432055e-29, 1.1521313e-29, 1.0817493e-29, 8.624655e-30, 6.672605e-30, 5.728495e-30]",0.02702702702702703
RHEA:28635,RHEA:28635,ok,False,33,0,6,0,,,,False,False,False,False,[],[],0.0
RHEA:28639,RHEA:28639,ok,False,46,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:28643,RHEA:28643,ok,True,43,43,4,2,17.0,Q2NM15,2.1284039e-35,False,False,False,False,"[""A0A386JV86"", ""E3W204"", ""E3W203"", ""E3W202"", ""B8XA41"", ""A0A343W969"", ""Q84KL5"", ""A0A858E4Y8"", ""B9RXW0"", ""A0A1L6Z3A5""]","[5.4175866e-32, 1.5921579e-33, 1.2787394e-33, 9.099083e-34, 7.126385e-34, 6.3957063e-34, 3.71757e-34, 8.3870374e-35, 8.265202e-35, 7.935176299999998e-35]",0.058823529411764705
RHEA:29483,RHEA:29483,ok,False,32,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:29487,RHEA:29487,ok,False,38,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:29491,RHEA:29491,ok,False,24,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:29495,RHEA:29495,ok,True,20,20,1,1,14.0,B1B1U4,0.0,False,False,False,False,"[""A0A0U5GNT1"", ""A0A167V661"", ""A0A1D6EFT8"", ""A0A1L2D3T3"", ""A0A1V0QSF3"", ""A0A1V0QSF6"", ""A0A348AUV5"", ""A0A348AUV6"", ""A0A348AUV7"", ""A0A348AUV9""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07142857142857142
RHEA:29499,RHEA:29499,ok,True,35,35,1,1,19.0,Q4KSH9,0.0,False,False,False,False,"[""A0A0U5GNT1"", ""A0A151ZEA6"", ""A0A385AJM2"", ""A0A385AJM4"", ""B1B1U4"", ""D9XD61"", ""F0ZLU4"", ""F4Q7D4"", ""G8H5N1"", ""I1S104""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.05263157894736842
RHEA:29503,RHEA:29503,ok,False,22,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:29507,RHEA:29507,ok,True,17,17,1,1,4.0,A0A1L5YKS7,0.0,False,False,True,True,"[""A0A0C3FBR2"", ""A0A0C9VD04"", ""A0A142BX74"", ""A0A1L5YKS7"", ""A0A1V0QSG6"", ""A0A5Q0QNJ2"", ""A0A5Q0QSI8"", ""A0A5S9I252"", ""B5H7H3"", ""E2E2N7""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.25
RHEA:29511,RHEA:29511,ok,True,34,34,7,2,20.0,A0A385AJM6,0.0,False,False,False,False,"[""M4VQY9"", ""B8XA41"", ""G8H5N1"", ""A0A348AUW1"", ""G8H5M9"", ""A0A348AUV9"", ""A0A348AUV7"", ""A0A167V661"", ""A0A348AUV6"", ""A0A348AUW0""]","[2.8102612e-34, 1.395744e-37, 6.650774e-38, 5.5853644e-38, 3.9397013e-38, 3.9111602e-38, 3.1139219999999995e-38, 3.0451087e-38, 2.9400932000000003e-38, 2.64382e-38]",0.05
RHEA:30371,RHEA:30371,ok,False,12,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:30375,RHEA:30375,ok,True,30,30,2,2,6.0,G8H5N1,0.0,False,False,False,True,"[""A0A0U5GNT1"", ""A0A1D6EFT8"", ""A0A3L6G2C1"", ""B1B1U4"", ""D9XD61"", ""G8H5N1"", ""I6R4V5"", ""O13489"", ""O59947"", ""P13513""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.16666666666666666
RHEA:30379,RHEA:30379,ok,True,26,26,1,1,21.0,Q4KSH9,2.1546832e-36,False,False,False,False,"[""O13489"", ""O59947"", ""Q6A1B7"", ""Q8NIH6"", ""Q8NIH3"", ""Q8NJA1"", ""Q8NIH0"", ""Q8NIG9"", ""Q8NIC1"", ""Q8NID7""]","[6.9733234e-32, 2.4730958e-32, 1.3977884e-32, 7.213997e-33, 6.2453376e-33, 6.209846e-33, 4.584096e-33, 4.180942e-33, 4.180432000000001e-33, 3.8313244e-33]",0.047619047619047616
RHEA:30383,RHEA:30383,ok,True,43,43,2,2,13.0,Q6Q3H2,2.0184384e-37,False,False,False,False,"[""B8XA41"", ""B8NHE0"", ""D9XD61"", ""A0A8H7XP09"", ""M4VQY9"", ""G8H5N1"", ""J7LQ09"", ""G8H5M9"", ""I7H727"", ""G5CV52""]","[1.1658684e-28, 4.3863248e-32, 8.82422e-33, 4.631358e-34, 1.3886715e-35, 6.837024e-36, 3.7763685e-36, 2.1048663e-36, 6.249662e-37, 6.003916399999999e-37]",0.07692307692307693
RHEA:30423,RHEA:30423,ok,False,25,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:30427,RHEA:30427,ok,True,86,86,4,2,63.0,Q29VN3,0.0,False,False,False,False,"[""A0A0A2JP58"", ""A0A0B4G504"", ""A0A0D4D912"", ""A0A142BX70"", ""A0A1V0E492"", ""A0A348B779"", ""A0A348B780"", ""A0A348B782"", ""A0A385AJN0"", ""A0A3L6G998""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.015873015873015872
RHEA:30431,RHEA:30431,ok,False,13,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:30451,RHEA:30451,ok,False,41,0,1,0,,,,False,False,False,False,[],[],0.0
