reaction_id,rhea_id,status,gate_hit,n_candidates,n_scored_candidates,n_positive_enzymes,n_scored_positive_enzymes,best_positive_rank,best_positive_enzyme_id,best_positive_score,top1_hit,top3_hit,top5_hit,top10_hit,top10_enzyme_ids,top10_scores,reciprocal_rank
RHEA:30463,RHEA:30463,ok,True,26,26,1,1,7.0,B8XA41,0.0,False,False,False,True,"[""A0A151ZEA6"", ""A0A385AJM2"", ""A0A385AJM4"", ""A0A385AJM6"", ""A0A7G5KLV2"", ""B1B1U4"", ""B8XA41"", ""D9XD61"", ""E3W202"", ""E3W203""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.14285714285714285
RHEA:30467,RHEA:30467,ok,True,25,25,1,1,5.0,B8XA41,0.0,False,False,True,True,"[""A0A385AJM6"", ""A0A7G5KLV2"", ""B1B1U4"", ""B8NHE0"", ""B8XA41"", ""D2YZP9"", ""D9XD61"", ""E3W202"", ""E3W203"", ""E3W204""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2
RHEA:30471,RHEA:30471,ok,True,34,34,4,2,6.0,B8XA41,8.7046065e-38,False,False,False,True,"[""D5SL78"", ""D9XD61"", ""A0A8H7XMX0"", ""M4VQY9"", ""Q4KSH9"", ""B8XA41"", ""Q6Q3H2"", ""A0A385AJM6"", ""E3W204"", ""E3W202""]","[6.0790657e-31, 1.3232841e-31, 4.9235360000000004e-33, 7.8575817e-35, 9.2970923e-38, 8.7046065e-38, 5.317813300000001e-38, 3.18818e-38, 1.1868543e-38, 5.51282e-39]",0.16666666666666666
RHEA:30675,RHEA:30675,ok,False,26,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:30855,RHEA:30855,ok,False,22,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:30947,RHEA:30947,ok,False,19,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:30951,RHEA:30951,ok,True,21,21,1,1,15.0,B1B1U4,0.0,False,False,False,False,"[""A0A0U5GNT1"", ""A0A140KFG9"", ""A0A167V661"", ""A0A1D6EFT8"", ""A0A1V0QSF3"", ""A0A1V0QSF6"", ""A0A348AUV5"", ""A0A348AUV6"", ""A0A348AUV7"", ""A0A348AUV9""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.06666666666666667
RHEA:30987,RHEA:30987,ok,False,40,0,4,0,,,,False,False,False,False,[],[],0.0
RHEA:30999,RHEA:30999,ok,False,42,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:31003,RHEA:31003,ok,True,33,33,2,2,7.0,A8C980,0.0,False,False,False,True,"[""A0A067DDU9"", ""A0A067FI21"", ""A0A0S2IHL6"", ""A0A0U2U4F3"", ""A0AAW1L0L7"", ""A1CVK0"", ""A8C980"", ""A8C981"", ""A8CDT2"", ""A8CDT3""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.14285714285714285
RHEA:31007,RHEA:31007,ok,True,21,21,18,6,3.0,A8C980,0.0,False,True,True,True,"[""A0A067DDU9"", ""A1CVK0"", ""A8C980"", ""A8C981"", ""A8CDT3"", ""B0Y5B4"", ""E2IUA7"", ""E2IUA9"", ""E4V6I8"", ""E7DN64""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.3333333333333333
RHEA:31011,RHEA:31011,ok,False,33,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31023,RHEA:31023,ok,False,53,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31035,RHEA:31035,ok,False,22,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31351,RHEA:31351,ok,True,29,29,1,1,28.0,Q9C5M3,0.0,False,False,False,False,"[""A0A067DDU9"", ""A0A348DU52"", ""A1DN30"", ""A8C980"", ""A8C981"", ""A8CDT3"", ""B6K412"", ""E2IUA9"", ""I1RQ76"", ""O48651""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.03571428571428571
RHEA:31383,RHEA:31383,ok,True,37,35,11,4,6.0,A8C980,0.0,False,False,False,True,"[""A0A067FI21"", ""A0A0S2IHL6"", ""A0A0U2U4F3"", ""A0AAW1L0L7"", ""A1CVK0"", ""A8C980"", ""A8C981"", ""A8CDT2"", ""B0Y5B4"", ""B6EXY6""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.16666666666666666
RHEA:31387,RHEA:31387,ok,True,37,37,3,3,20.0,E7DN64,0.0,False,False,False,False,"[""A0A067DDU9"", ""A0A067ECN5"", ""A0A067FI21"", ""A0A0S2IHL6"", ""A0A0U2U4F3"", ""A0A5B8NBE6"", ""A0A5B8NBN0"", ""A0AAW1L0L7"", ""A1CVK0"", ""A8C980""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.05
RHEA:31415,RHEA:31415,ok,True,24,23,1,1,14.0,Q40577,0.0,False,False,False,False,"[""A0A291SJC7"", ""A0A348B788"", ""A0A5S9I252"", ""A0A8H8CMW1"", ""A8NU13"", ""B8NHE0"", ""E3VWJ0"", ""F2XFA0"", ""G2P5T1"", ""G8H5M9""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07142857142857142
RHEA:31419,RHEA:31419,ok,False,30,0,3,0,,,,False,False,False,False,[],[],0.0
RHEA:31423,RHEA:31423,ok,True,15,15,1,1,7.0,Q40577,0.0,False,False,False,True,"[""A0A348B788"", ""A0A516F405"", ""B8NHE0"", ""E3VWJ0"", ""G8H5M9"", ""G8H5N1"", ""Q40577"", ""Q4KSH9"", ""Q55012"", ""Q6JD70""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.14285714285714285
RHEA:31427,RHEA:31427,ok,True,34,34,11,5,9.0,E3W204,1.1868543e-38,False,False,False,True,"[""D5SL78"", ""D9XD61"", ""A0A8H7XMX0"", ""M4VQY9"", ""Q4KSH9"", ""B8XA41"", ""Q6Q3H2"", ""A0A385AJM6"", ""E3W204"", ""E3W202""]","[6.0790657e-31, 1.3232841e-31, 4.9236106e-33, 7.857642e-35, 9.2970923e-38, 8.7045404e-38, 5.317853700000001e-38, 3.18818e-38, 1.1868543e-38, 5.51282e-39]",0.1111111111111111
RHEA:31431,RHEA:31431,ok,True,42,42,3,3,7.0,E3W204,4.872793400000001e-38,False,False,False,True,"[""J7LH11"", ""G8H5N1"", ""A0A8H8CMW1"", ""G8H5M9"", ""I7H727"", ""Q2XSC4"", ""E3W204"", ""G5CV52"", ""G8H5N0"", ""Q6Q3H2""]","[6.9751943e-37, 4.292312e-37, 2.434683e-37, 1.0695746e-37, 8.440592400000001e-38, 8.070307999999999e-38, 4.872793400000001e-38, 4.4393023e-38, 1.5324856e-38, 7.293722000000001e-39]",0.14285714285714285
RHEA:31435,RHEA:31435,ok,True,26,26,3,3,9.0,E3W202,0.0,False,False,False,True,"[""A0A151ZEA6"", ""A0A385AJM2"", ""A0A385AJM4"", ""A0A385AJM6"", ""A0A7G5KLV2"", ""B1B1U4"", ""B8XA41"", ""D9XD61"", ""E3W202"", ""E3W203""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1111111111111111
RHEA:31439,RHEA:31439,ok,False,15,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31699,RHEA:31699,ok,False,5,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31795,RHEA:31795,no_smiles,False,0,0,1,0,,,,False,False,False,False,[],[],
RHEA:31807,RHEA:31807,ok,False,43,0,4,0,,,,False,False,False,False,[],[],0.0
RHEA:31811,RHEA:31811,ok,False,39,0,6,0,,,,False,False,False,False,[],[],0.0
RHEA:31815,RHEA:31815,ok,False,59,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:31819,RHEA:31819,ok,False,60,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31823,RHEA:31823,ok,True,19,19,2,1,9.0,A0A8H8CMW1,0.0,False,False,False,True,"[""A0A0B4FWC3"", ""A0A0B4G3Q7"", ""A0A0B4GN88"", ""A0A0B4IF96"", ""A0A1L2D3T3"", ""A0A1L5YKS7"", ""A0A1V0E4A6"", ""A0A1V0QSG6"", ""A0A8H8CMW1"", ""A7NH01""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.1111111111111111
RHEA:31827,RHEA:31827,ok,True,40,40,3,1,17.0,B2KSJ5,0.0,False,False,False,False,"[""A0A067SEC9"", ""A0A1V0E4A6"", ""A0A343W969"", ""A0A348B779"", ""A0A348B780"", ""A0A348B781"", ""A0A348B782"", ""A0A3G9GNJ4"", ""A0A5Q0QMX0"", ""A0A5Q0QMX1""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.058823529411764705
RHEA:31831,RHEA:31831,ok,False,49,0,4,0,,,,False,False,False,False,[],[],0.0
RHEA:31847,RHEA:31847,ok,False,33,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31851,RHEA:31851,ok,False,51,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31855,RHEA:31855,ok,False,14,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31859,RHEA:31859,ok,False,30,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31863,RHEA:31863,ok,False,34,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31867,RHEA:31867,ok,False,45,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31871,RHEA:31871,ok,True,51,51,1,1,51.0,Q9SYN1,0.0,False,False,False,False,"[""A0A067DDU9"", ""A0A067ECN5"", ""A0A067FI21"", ""A0A0E0SP71"", ""A0A0S2IHL6"", ""A0A0U2U4F3"", ""A0A5B8NBE6"", ""A0A5B8NBN0"", ""A0AAW1L0L7"", ""A1CVK0""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0196078431372549
RHEA:31875,RHEA:31875,ok,False,29,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31879,RHEA:31879,ok,True,37,37,1,1,37.0,Q9SYN1,0.0,False,False,False,False,"[""A0A067DDU9"", ""A0A067ECN5"", ""A0A067FI21"", ""A0A0S2IHL6"", ""A0A0U2U4F3"", ""A0A5B8NBE6"", ""A0A5B8NBN0"", ""A0AAW1L0L7"", ""A1CVK0"", ""A8C980""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.02702702702702703
RHEA:31883,RHEA:31883,ok,True,45,45,1,1,18.0,E7DN64,0.0,False,False,False,False,"[""A0A067DDU9"", ""A0A067FI21"", ""A0A0E0SP71"", ""A0A0S2IHL6"", ""A0A0U2U4F3"", ""A0AAW1L0L7"", ""A1CVK0"", ""A8C980"", ""A8C981"", ""A8CDT2""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.05555555555555555
RHEA:31887,RHEA:31887,ok,False,52,0,5,0,,,,False,False,False,False,[],[],0.0
RHEA:31895,RHEA:31895,ok,True,80,80,17,1,3.0,A0A8H7XP09,5.5006834e-37,False,True,True,True,"[""Q84KL5"", ""B9RXW0"", ""A0A8H7XP09"", ""A0A348B782"", ""O64404"", ""A0A8H7XMX0"", ""A0A0B4G504"", ""A0A0A2JP58"", ""G8H5N1"", ""Q84LB2""]","[8.213871e-36, 1.9689238e-36, 5.5006834e-37, 4.520253e-37, 2.4437645e-37, 1.2180957e-37, 4.775811999999999e-38, 4.137917e-38, 3.0924723e-38, 2.8459427e-38]",0.3333333333333333
RHEA:31987,RHEA:31987,ok,False,30,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:31991,RHEA:31991,ok,True,27,27,1,1,25.0,Q6JD70,0.0,False,False,False,False,"[""M4VQY9"", ""G8H5N1"", ""G8H5M9"", ""G8H5M8"", ""D5KXD2"", ""B8NHE0"", ""G5CV52"", ""A0A343W969"", ""Q4KSH9"", ""A0A7G5KLV2""]","[6.388385e-36, 1.7278924e-36, 6.318123e-37, 2.3859167e-37, 9.985441e-38, 7.313535e-38, 1.0451679999999999e-38, 6.423294000000001e-39, 3.702996e-39, 0.0]",0.04
RHEA:31995,RHEA:31995,ok,True,27,27,1,1,26.0,Q6JD73,0.0,False,False,False,False,"[""M4VQY9"", ""G8H5N1"", ""G8H5M9"", ""G8H5M8"", ""D5KXD2"", ""B8NHE0"", ""G5CV52"", ""A0A343W969"", ""Q4KSH9"", ""A0A7G5KLV2""]","[6.388286999999999e-36, 1.7278924e-36, 6.318219399999999e-37, 2.3859167e-37, 9.985364999999998e-38, 5.6855404e-38, 1.045176e-38, 5.5224180000000005e-39, 3.702996e-39, 0.0]",0.038461538461538464
RHEA:31999,RHEA:31999,ok,True,64,64,5,1,63.0,U3LVL5,0.0,False,False,False,False,"[""A0A0D4D912"", ""A0A140KFG9"", ""A0A142BX70"", ""A0A1V0E492"", ""A0A2R4QKX7"", ""A0A3L6G998"", ""A0A4Y5L9K3"", ""A0A4Y5QVX6"", ""A0A5S9I252"", ""A0A7J6HK32""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.015873015873015872
RHEA:32003,RHEA:32003,ok,False,43,0,2,0,,,,False,False,False,False,[],[],0.0
RHEA:32011,RHEA:32011,ok,True,18,18,3,1,4.0,A0A8H8CMW1,1.5007053e-34,False,False,True,True,"[""S0ECT9"", ""A0A343W969"", ""E4N7E5"", ""A0A8H8CMW1"", ""A9GK58"", ""S0EGZ9"", ""E8W6C7"", ""A0A0B4FWC3"", ""A8NU13"", ""A0A0B4GN88""]","[2.4160727e-33, 2.2582042e-33, 1.7983243e-33, 1.5007053e-34, 1.2990594e-34, 1.3965444e-35, 3.037872e-36, 1.1817324e-36, 1.1205161e-36, 2.126649e-37]",0.25
RHEA:32015,RHEA:32015,ok,False,35,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:32019,RHEA:32019,ok,True,37,37,5,4,13.0,A0A7G5KLV1,0.0,False,False,False,False,"[""A0A142BX70"", ""A0A1L2D3T3"", ""A0A1V0E4A6"", ""A0A1V0QSG6"", ""A0A2R4QKX7"", ""A0A348B779"", ""A0A348B780"", ""A0A5Q0QMX0"", ""A0A5Q0QMX1"", ""A0A5Q0QP64""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07692307692307693
RHEA:32023,RHEA:32023,ok,False,19,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:32027,RHEA:32027,ok,True,33,33,1,1,17.0,Q4KSH9,0.0,False,False,False,False,"[""A0A0U5GNT1"", ""A0A1V0QSF3"", ""A0A1V0QSF6"", ""D5KXD2"", ""G8H5M8"", ""G8H5N1"", ""I6R4V5"", ""O13489"", ""O59947"", ""O64404""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.058823529411764705
RHEA:32031,RHEA:32031,ok,True,45,45,3,2,40.0,Q6JD70,0.0,False,False,False,False,"[""Q9K498"", ""A0A8H7XP09"", ""P85964"", ""A0A343W969"", ""G5CV54"", ""G8H5N1"", ""A0A386JV86"", ""G8H5M9"", ""Q54YE2"", ""G8H5M8""]","[7.100343e-32, 2.2415612e-34, 2.2498958e-35, 1.7660441e-35, 1.4848341999999998e-35, 9.248147e-36, 6.0233955e-36, 4.506465e-36, 2.7910065e-36, 1.0280708e-36]",0.025
RHEA:32075,RHEA:32075,ok,False,17,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:32151,RHEA:32151,ok,True,34,34,1,1,24.0,Q2QQJ5,0.0,False,False,False,False,"[""A0A075FBT3"", ""A0A0U4CDK4"", ""A0A1U8QHE3"", ""A0A1Z3GBK8"", ""A0A1Z3GC64"", ""A0A2K9RFY0"", ""A0A2K9RFZ2"", ""A0A2K9RFZ9"", ""A0A3G1QTS7"", ""A0A5P8DI06""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.041666666666666664
RHEA:32295,RHEA:32295,ok,True,37,37,30,30,1.0,A0A1D8PI71,0.0,True,True,True,True,"[""A0A1D8PI71"", ""A0A1P7Y0A2"", ""A0A1P7Y0A8"", ""A0A1P7Y0C9"", ""A0A1P7Y0D0"", ""A0A1P7Y0D4"", ""A0A2P1DP91"", ""A0A345BJQ0"", ""A0A3G1DJL2"", ""A0A3G9GNK2""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
RHEA:32299,RHEA:32299,ok,True,38,38,30,30,1.0,A0A1D8PI71,0.0,True,True,True,True,"[""A0A1D8PI71"", ""A0A1L9WUW3"", ""A0A1P7Y0A2"", ""A0A1P7Y0A8"", ""A0A1P7Y0C9"", ""A0A1P7Y0D0"", ""A0A1P7Y0D4"", ""A0A345BJQ0"", ""A0A3G1DJL2"", ""A0A455R7E6""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1.0
RHEA:32327,RHEA:32327,ok,False,35,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:32439,RHEA:32439,ok,True,6,6,1,1,6.0,Q9K498,0.0,False,False,False,True,"[""A0A3G9GNK2"", ""A0A455R4X0"", ""A0A455R624"", ""P00183"", ""Q82IY3"", ""Q9K498""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.16666666666666666
RHEA:32539,RHEA:32539,ok,False,92,0,9,0,,,,False,False,False,False,[],[],0.0
RHEA:32543,RHEA:32543,ok,True,60,59,12,5,13.0,A5Y5L5,0.0,False,False,False,False,"[""A0A1D6LTV0"", ""A0A4Y5QZ62"", ""A0A7D0AGU9"", ""A0A7G5KLV3"", ""A0A858E4Y6"", ""A0A858E4Y8"", ""A0A858E7J4"", ""A0A858E899"", ""A0A8H7XMX0"", ""A0A8H7XP09""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07692307692307693
RHEA:32547,RHEA:32547,ok,True,90,90,5,2,52.0,E2E2P1,0.0,False,False,False,False,"[""A0A8H7XQ49"", ""A0A8H7XP09"", ""A0A8H8CFI5"", ""G8H5N1"", ""O23945"", ""G8H5M9"", ""C1K5M3"", ""G8H5M7"", ""Q54YE2"", ""P9WEY7""]","[4.849164e-33, 4.7771910000000004e-33, 2.8789370000000002e-33, 3.9328152e-35, 2.014548e-35, 1.684387e-35, 1.17952155e-35, 6.126425e-36, 3.796156e-36, 2.9506131e-36]",0.019230769230769232
RHEA:32551,RHEA:32551,ok,True,65,64,12,10,12.0,R9QMZ0,1.0150184e-32,False,False,False,False,"[""D5SL78"", ""B5GMG2"", ""A0A8H7XMX0"", ""A0A8H7XQ49"", ""A0A8H8CFI5"", ""A0A8H7XP09"", ""Q54YE2"", ""Q86II4"", ""Q7KWU0"", ""B5A434""]","[8.559159000000001e-25, 6.778549e-26, 1.6941058e-26, 2.6954659000000003e-27, 2.5159222000000003e-27, 1.1245291e-27, 6.1166157e-29, 2.1620672e-30, 9.88395e-31, 1.8250915e-32]",0.08333333333333333
RHEA:32555,RHEA:32555,ok,True,66,65,8,6,1.0,A0A8H7XQ49,5.65668e-31,True,True,True,True,"[""A0A8H7XQ49"", ""A0A8H8CFI5"", ""A0A8H7XMX0"", ""A0A8H7XP09"", ""D8RNZ9"", ""Q54YE2"", ""D5SL78"", ""Q7KWU0"", ""Q5GJ60"", ""Q86II4""]","[5.65668e-31, 4.3307790000000005e-31, 4.2493147000000005e-31, 5.334897e-32, 1.05568925e-33, 3.5132587e-34, 3.5697126e-35, 2.9178746e-35, 2.8551354e-35, 2.7850202e-35]",1.0
RHEA:32559,RHEA:32559,ok,True,110,110,11,4,16.0,G5CV52,1.2334579e-34,False,False,False,False,"[""A0A8H7XQ49"", ""A0A8H8CFI5"", ""A0A8H7XP09"", ""Q54YE2"", ""C1K5M3"", ""G8H5N1"", ""G8H5M9"", ""P9WEY7"", ""O23945"", ""G8H5M8""]","[6.821465999999999e-30, 5.0529887e-30, 4.1472253000000005e-30, 1.2066064e-32, 1.1920215e-32, 9.446442e-33, 5.8575140000000004e-33, 5.046643e-33, 1.0595947e-33, 6.6700966e-34]",0.0625
RHEA:32563,RHEA:32563,ok,True,94,93,5,2,44.0,W6HUT3,0.999111,False,False,False,False,"[""A0A343W970"", ""Q1EG72"", ""Q5GJ60"", ""A0A1D6LTV0"", ""A0A386KZ50"", ""E2E2N7"", ""G8H5M9"", ""F2XFA8"", ""Q6XDB5"", ""F2XF95""]","[0.9999999, 0.9999939, 0.9999932, 0.999987, 0.99998057, 0.9999765, 0.9999682, 0.99996483, 0.9999597, 0.9999577]",0.022727272727272728
RHEA:32567,RHEA:32567,ok,False,79,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:32571,RHEA:32571,ok,False,28,0,5,0,,,,False,False,False,False,[],[],0.0
RHEA:32575,RHEA:32575,ok,True,94,94,10,6,29.0,A0A1V0QSG0,4.2759365e-37,False,False,False,False,"[""B5GMG2"", ""A0A8H7XQ49"", ""A0A8H8CFI5"", ""G8H5N1"", ""Q54YE2"", ""G8H5M9"", ""G8H5M7"", ""G8H5M8"", ""D5KXD2"", ""O64961""]","[3.371608e-29, 2.1059331e-30, 1.7468926e-30, 6.314473499999999e-33, 4.7840480000000004e-33, 3.090888e-33, 5.9698743e-34, 4.5528466999999995e-34, 1.5504469e-34, 1.5023090999999999e-34]",0.034482758620689655
RHEA:32579,RHEA:32579,ok,True,87,87,2,2,52.0,A7IZZ1,0.0,False,False,False,False,"[""B5GMG2"", ""A0A8H8CFI5"", ""A0A8H7XQ49"", ""G8H5N1"", ""G8H5M9"", ""O23945"", ""C1K5M3"", ""G8H5M7"", ""G8H5M8"", ""O64961""]","[3.8414426e-30, 3.8936193e-33, 3.1899765e-33, 5.3605545e-34, 2.2910449999999998e-34, 3.8051323e-35, 3.549101e-35, 3.20987e-35, 2.3363818e-35, 7.585006e-36]",0.019230769230769232
RHEA:32679,RHEA:32679,ok,True,56,55,14,4,4.0,A0A8H7XQ49,1.2025657e-27,False,False,True,True,"[""D5SL78"", ""A0A8H7XMX0"", ""B5GMG2"", ""A0A8H7XQ49"", ""A0A8H8CFI5"", ""Q54YE2"", ""Q86II4"", ""Q7KWU0"", ""B5A434"", ""F6M8I0""]","[9.031995e-26, 5.7954330000000005e-27, 4.5035980000000005e-27, 1.2025657e-27, 7.822439e-28, 3.1902996e-29, 6.6573713e-31, 8.426592400000001e-32, 2.5197085e-33, 1.3910905e-33]",0.25
RHEA:32687,RHEA:32687,ok,True,71,71,8,1,63.0,R9QMY8,0.0,False,False,False,False,"[""B5GMG2"", ""A0A8H7XQ49"", ""A0A8H8CFI5"", ""O23945"", ""Q54YE2"", ""Q9M7C9"", ""R9QMZ0"", ""F2XFA2"", ""O24475"", ""C0PT35""]","[1.40499e-31, 2.829957e-35, 2.0051945e-35, 1.5357411e-36, 5.1843324e-38, 4.6396597e-38, 1.5734663000000002e-38, 1.0007133e-38, 9.551131e-39, 7.829322000000001e-39]",0.015873015873015872
RHEA:32691,RHEA:32691,ok,True,100,100,22,1,18.0,A5Y5L5,1.0,False,False,False,False,"[""A0A0E3D8M9"", ""A0A0E3D8P4"", ""A0A140JWS2"", ""A0A1D6LTV0"", ""A0A1V0QSF9"", ""A0A1V0QSG0"", ""A0A1V0QSH2"", ""A0A1V0QSH7"", ""A0A343W970"", ""A0A386KZ50""]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.05555555555555555
RHEA:32699,RHEA:32699,ok,True,56,56,4,3,20.0,U5PZT6,3.4009385000000004e-32,False,False,False,False,"[""A0A0B4G504"", ""M4VQY9"", ""A0A8H7XP09"", ""A0A8H8CMW1"", ""Q54YE2"", ""Q9X839"", ""A0A343W969"", ""F0ZL92"", ""B8XA41"", ""F0ZK52""]","[3.1710384e-25, 1.0786815999999998e-25, 8.056942e-27, 2.2271805e-28, 2.3896975e-29, 1.4698815999999998e-29, 1.0596777e-29, 1.004171e-29, 2.7189041e-30, 8.424186e-31]",0.05
RHEA:32703,RHEA:32703,ok,False,14,0,5,0,,,,False,False,False,False,[],[],0.0
RHEA:33103,RHEA:33103,ok,True,44,44,10,9,5.0,A0A348B779,0.0,False,False,True,True,"[""A0A1L2D3T3"", ""A0A1V0E4A6"", ""A0A2R4QKX7"", ""A0A343W969"", ""A0A348B779"", ""A0A348B780"", ""A0A348B781"", ""A0A348B782"", ""A0A5Q0QMX0"", ""A0A5Q0QMX1""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2
RHEA:33107,RHEA:33107,ok,True,46,46,10,10,3.0,A0A5Q0QU70,7.200972e-31,False,True,True,True,"[""A0A1L7VZE7"", ""A0A1L7U8F2"", ""A0A5Q0QU70"", ""Q9AR04"", ""B8PD44"", ""A0A8H8CMW1"", ""A0A348B782"", ""I7H727"", ""D9XDR8"", ""P9WEY7""]","[5.6929865e-30, 3.2142526e-30, 7.200972e-31, 1.866984e-31, 7.9088665e-32, 5.155397e-32, 1.9050773e-32, 3.7123710000000004e-33, 3.332626e-33, 2.0590067e-33]",0.3333333333333333
RHEA:33111,RHEA:33111,ok,True,35,35,8,7,5.0,A0A348B779,0.0,False,False,True,True,"[""A0A1L2D3T3"", ""A0A1V0E4A6"", ""A0A1V0QSG6"", ""A0A2R4QKX7"", ""A0A348B779"", ""A0A348B780"", ""A0A5Q0QMX0"", ""A0A5Q0QMX1"", ""A0A5Q0QP64"", ""A0A5Q0QRJ3""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2
RHEA:33119,RHEA:33119,ok,True,37,37,2,2,14.0,A0A8H8CMW1,0.0,False,False,False,False,"[""A0A142BX70"", ""A0A1L2D3T3"", ""A0A1V0E4A6"", ""A0A1V0QSG6"", ""A0A2R4QKX7"", ""A0A348B779"", ""A0A348B780"", ""A0A5Q0QMX0"", ""A0A5Q0QMX1"", ""A0A5Q0QP64""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.07142857142857142
RHEA:33123,RHEA:33123,ok,False,19,0,1,0,,,,False,False,False,False,[],[],0.0
RHEA:33983,RHEA:33983,ok,True,42,42,6,1,5.0,A0A1X9ISH5,0.0,False,False,True,True,"[""A0A075FBT3"", ""A0A0H5BN57"", ""A0A0H5BN61"", ""A0A0U4CDK4"", ""A0A1X9ISH5"", ""A0A1Z3GC64"", ""A0A1Z3GCD1"", ""A0A2K9RFY0"", ""A0A3G1QTS7"", ""A5A8G0""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.2
