reaction_id,reaction_signature,reaction_smiles,reaction_seen,cluster_id
MARTS_RXN_c7f62ba677aef5ac,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC=C(C)CCC(C)(CCC=C(C)C)C2CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC/C=C(\C)CC[C@@](C)(CCC=C(C)C)[C@@H]2C[C@@H]12,False,C20_GGPP_like::MARTS_RXN_6b2dcf26c8922a57
MARTS_RXN_be324f8633fc718b,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC=C(C)CCC2C1CC1(C)CCC(C)(C)C21,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC/C=C(\C)CC[C@@H]2C1C[C@@]1(C)CCC(C)(C)[C@@H]21,False,C20_GGPP_like::MARTS_RXN_0feaca316b3fb310
MARTS_RXN_a78f2392f8c21c04,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC=C(C)CCC2C1CC2(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC=C(C)CC[C@H]2[C@H]1C[C@]2(C)CCC=C(C)C,False,C20_GGPP_like::MARTS_RXN_6b2dcf26c8922a57
MARTS_RXN_86ce128d7d61cd1d,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC(C)=CCC2CCC(C)=C(CC1)C2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC/C(C)=C/C[C@@H]2CCC(C)=C(CC1)C2(C)C,False,C20_GGPP_like::MARTS_RXN_0b0f5e083f773cac
MARTS_RXN_4d9779092922e63a,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)CCC3(C)C(C)CCC4CC1C2C43,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC[C@@]2(C)CC[C@]3(C)[C@H]4[C@@H](CC[C@H]3C)C[C@H]1[C@H]42,False,C20_GGPP_like::MARTS_RXN_4d9779092922e63a
MARTS_RXN_8d7f7dd54117072a,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)CCC3(C)CCC(C(C)(C)O)C3CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC[C@]2(C)CC[C@@]3(C)CC[C@@H](C(C)(C)O)[C@@H]3C[C@@H]12,False,C20_GGPP_like::MARTS_RXN_8d7f7dd54117072a
MARTS_RXN_3e20a5676626288a,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)CCC3=C(C(C)C)CCC3(C)CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC[C@]2(C)CCC3=C(C(C)C)CC[C@]3(C)C[C@@H]12,True,C20_GGPP_like::MARTS_RXN_3e20a5676626288a
MARTS_RXN_f7cc3793e8fe05f4,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,False,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39
MARTS_RXN_618cb8d5f98f8d39,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,True,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39
MARTS_RXN_adb450f93ec6df77,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)=CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C/C(C)=C/C/C=C(\C)CC/C=C(\C)CCC=C(C)C,True,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39
MARTS_RXN_29704a84d49c8b3b,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=CCO)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C(=C\CO)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,False,C20_GGPP_like::MARTS_RXN_29704a84d49c8b3b
MARTS_RXN_5d8d9a77365d75b5,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=CCO)CCC1C(C)=CCC2C(C)(C)CCCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/CO,False,C20_GGPP_like::MARTS_RXN_00588b0f0a754835
MARTS_RXN_76499a11d46582b6,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1(C)C(C)CC=C2C1CCCC2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])CC[C@@]1(C)[C@@H]2CCCC(C)(C)C2=CC[C@@H]1C,False,C20_GGPP_like::MARTS_RXN_00588b0f0a754835
MARTS_RXN_9557d9c04ed3543b,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1(C)C(C)CCC2(C)C(C)=CCCC21,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC[C@H]2[C@](C)(CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@H](C)CC[C@]12C,True,C20_GGPP_like::MARTS_RXN_00588b0f0a754835
MARTS_RXN_9e53a73973061d2f,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1(O)C(C)CCC2C(C)(C)CCCC21C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])CC[C@@]1(O)[C@H](C)CC[C@H]2C(C)(C)CCC[C@@]21C,False,C20_GGPP_like::MARTS_RXN_00588b0f0a754835
MARTS_RXN_e9ed9dc21c00f52b,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1=C(C)CCC2C(C)(C)CCCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C(CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]2(C)CCCC(C)(C)C2CC1,False,C20_GGPP_like::MARTS_RXN_00588b0f0a754835
MARTS_RXN_00588b0f0a754835,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1C(C)(O)CCC2C(C)(C)CCCC21C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,True,C20_GGPP_like::MARTS_RXN_00588b0f0a754835
MARTS_RXN_ffdf938f67fac694,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1C(C)=CCC2C(C)(C)CCCC12C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-],True,C20_GGPP_like::MARTS_RXN_00588b0f0a754835
MARTS_RXN_f5414ceb0f1f5ab4,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1CCC(C)C2CCC(C)C3=C(C(C)CC3)C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1CCC(C)[C@H]2CCC(C)C3=C(C(C)CC3)[C@@H]12,False,C20_GGPP_like::MARTS_RXN_a5374cc39ade96ae
MARTS_RXN_a5374cc39ade96ae,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1CCC(C)C2CCC(C)C3CCC(C)=C3C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1CCC(C)[C@H]2CCC(C)[C@@H]3CCC(C)=C3[C@@H]12,False,C20_GGPP_like::MARTS_RXN_a5374cc39ade96ae
MARTS_RXN_fa03c166bbd74319,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1CCC(C)C2CCC3(C)C(O)CCC(C)C3C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1CCC(C)[C@H]2CC[C@]3(C)[C@@H]([C@@H]12)[C@H](C)CC[C@H]3O,False,C20_GGPP_like::MARTS_RXN_fa03c166bbd74319
MARTS_RXN_4fba5e08211844e3,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC=C(C)C1CCC2(C)CC=C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CC/C=C(/C)[C@@H]1CC[C@@]2(C)CC=C(C)CC[C@H]12,True,C20_GGPP_like::MARTS_RXN_4fba5e08211844e3
MARTS_RXN_9239c973f487b019,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=C1C=C2C(C)CCCC2(C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C1/C=C2[C@@H](C)CCC[C@]2(C)CC1,False,C20_GGPP_like::MARTS_RXN_9239c973f487b019
MARTS_RXN_932a9e24c66214c5,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=C1CC=C(C)CCC=C(C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C1/C/C=C(\C)CC/C=C(\C)CC1,False,C20_GGPP_like::MARTS_RXN_1d852b407f95b2b1
MARTS_RXN_1d852b407f95b2b1,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=C1CC=C(C)CC1,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C\CC/C(C)=C1\CC=C(C)CC1,False,C20_GGPP_like::MARTS_RXN_1d852b407f95b2b1
MARTS_RXN_6d6aa67d85ada1bf,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC1C(COP(=O)(O)OP(=O)(O)O)C1(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C1C(COP(=O)(O)OP(=O)(O)O)C1(C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,False,C20_GGPP_like::MARTS_RXN_6d6aa67d85ada1bf
MARTS_RXN_9bfd169ae97ddf61,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,False,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39
MARTS_RXN_a3395ba9b8c61185,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,False,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39
MARTS_RXN_b3c865336ac365fa,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO,False,C20_GGPP_like::MARTS_RXN_618cb8d5f98f8d39
MARTS_RXN_ad8e38949c9e302b,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)C1=CCC(C)=CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC[C@H](C)C1=CCC(C)=CC1,False,C20_GGPP_like::MARTS_RXN_1d852b407f95b2b1
MARTS_RXN_22bda90ee992550a,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC1(C)C2CC3C(C2)C31C,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C\CCC1(C)C2CC3C(C2)C31C,False,C20_GGPP_like::MARTS_RXN_22bda90ee992550a
MARTS_RXN_6c1cbb35db925c2f,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C1CCC(C)=C2CCC(C)=CC21,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C1CCC(C)=C2CCC(C)=CC21,False,C20_GGPP_like::MARTS_RXN_2e59d1c7b929f7af
MARTS_RXN_ff0c2ddf47874579,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C1CCC(C)C2=C1C=C(C)CC2,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC[C@@H](C)[C@@H]1CC[C@@H](C)C2=C1C=C(C)CC2,True,C20_GGPP_like::MARTS_RXN_2e59d1c7b929f7af
MARTS_RXN_a330ce4c40995688,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C1CCC(C)C2CC=C(C)C=C21,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H](C)[C@H]2CC=C(C)C=C12,False,C20_GGPP_like::MARTS_RXN_a330ce4c40995688
MARTS_RXN_2e59d1c7b929f7af,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C1CCC(C)c2ccc(C)cc21,CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC[C@H](C)[C@@H]1CC[C@@H](C)c2ccc(C)cc21,False,C20_GGPP_like::MARTS_RXN_2e59d1c7b929f7af
MARTS_RXN_6b2dcf26c8922a57,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC1(C)C2C=C(C)CCC=C(C)CCC21,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC[C@@]1(C)[C@@H]2/C=C(\C)CC/C=C(\C)CC[C@@H]21,False,C20_GGPP_like::MARTS_RXN_6b2dcf26c8922a57
MARTS_RXN_9aca0b07537d223f,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC1(C)CCC(C)=CCCC(C)(O)C2CC21,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC[C@]1(C)CC/C(C)=C/CC[C@@](C)(O)[C@@H]2C[C@H]21,False,C20_GGPP_like::MARTS_RXN_6b2dcf26c8922a57
MARTS_RXN_4356ef28995dc307,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1=CC23C(O)C(C)CCC2(C)CCC3C(C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1=C[C@@]23[C@H](CC[C@]2(C)CC[C@H](C)[C@@H]3O)[C@@H](C)CC1,False,C20_GGPP_like::MARTS_RXN_4356ef28995dc307
MARTS_RXN_31029ac2a5b7a0fa,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1CCC2(C)CC3C(C)CCC3C(C)(O)CC=C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)[C@H]1CC[C@]2(C)C[C@@H]3[C@H](C)CC[C@H]3[C@@](C)(O)C/C=C/12,True,C20_GGPP_like::MARTS_RXN_31029ac2a5b7a0fa
MARTS_RXN_e266d387018a41d7,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1CCC23C4C(O)C(C)CCC42C(C)CCC13C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)[C@@H]1CC[C@@]23[C@H]4[C@H](O)[C@@H](C)CC[C@]42[C@H](C)CC[C@@]13C,False,C20_GGPP_like::MARTS_RXN_e266d387018a41d7
MARTS_RXN_9d212bb942092d78,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C=C3CCC(C(C)C)C3(C)CCC2(C)CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C=C3CC[C@H](C(C)C)[C@@]3(C)CC[C@]2(C)CCC1,False,C20_GGPP_like::MARTS_RXN_9d212bb942092d78
MARTS_RXN_2176351dca9cd5fc,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC(C(C)C)=C3CCC(C)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C[C@@]3(C)CCC(C(C)C)=C3CC[C@H](C)[C@@H]2CC1,True,C20_GGPP_like::MARTS_RXN_2176351dca9cd5fc
MARTS_RXN_7b0c8670d1ee5632,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC(C)(C)C3C3CCC(C)C23CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C[C@@]3(C)CCC(C)(C)[C@H]3[C@@H]3CC[C@H](C)[C@]23CC1,True,C20_GGPP_like::MARTS_RXN_51c6e7c89344a669
MARTS_RXN_51c6e7c89344a669,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)C23CC2(C)CCC(C)(C)C2C3CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC[C@H](C)[C@]23C[C@@]2(C)CCC(C)(C)[C@H]2[C@@H]3CC1,False,C20_GGPP_like::MARTS_RXN_51c6e7c89344a669
MARTS_RXN_5904725d5317baab,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)C2C23CCC(C(C)C)C2(C)CCC13,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC[C@H](C)[C@@H]2[C@@]23CC[C@@H](C(C)C)[C@]2(C)CC[C@@H]13,False,C20_GGPP_like::MARTS_RXN_5904725d5317baab
MARTS_RXN_1c2da1449873c23c,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC3(C)C2C2C(CC1)C(C)CCC2C3(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC[C@]3(C)[C@@H]2[C@@H]2[C@@H](CC1)[C@H](C)CC[C@@H]2C3(C)C,False,C20_GGPP_like::MARTS_RXN_1c2da1449873c23c
MARTS_RXN_0e08d025745c0527,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@@]23CC[C@@H]4C(C)(C)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3,False,C20_GGPP_like::MARTS_RXN_0e08d025745c0527
MARTS_RXN_be815318a50a29dc,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(C(C)C)CCC(C)(O)C2CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/[C@@H]2[C@@H](C(C)C)CC[C@@](C)(O)[C@@H]2CC/C(C)=C/CC1,False,C20_GGPP_like::MARTS_RXN_029b92fe95def7ba
MARTS_RXN_f062a1f7997d101a,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(C(C)C)CCC(C)=C3CCC(C)C32CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@@H]2[C@H](C(C)C)CCC(C)=C3CC[C@H](C)[C@]32CC1,True,C20_GGPP_like::MARTS_RXN_f062a1f7997d101a
MARTS_RXN_e71ff45cbd78c666,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(C(C)C)CCC(C)C23CCC(C)C3=CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@@H]2[C@H](C(C)C)CC[C@@H](C)[C@@]23CC[C@H](C)C3=CC1,False,C20_GGPP_like::MARTS_RXN_e71ff45cbd78c666
MARTS_RXN_237f1c153ad64a02,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(CCC(C)=CCC1)C(C)CCC2(O)C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C\[C@@H]2[C@H](CC/C(C)=C/CC1)[C@@H](C)CC[C@]2(O)C(C)C,False,C20_GGPP_like::MARTS_RXN_237f1c153ad64a02
