reaction_id,cluster_id
MARTS_RXN_e7e4baa8593b105a,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5
MARTS_RXN_67805eaea5cd75f4,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4
MARTS_RXN_5d4a8a447c7ef94b,C15_FPP_like::MARTS_RXN_5d4a8a447c7ef94b
MARTS_RXN_2553bd9296f451ae,C15_FPP_like::MARTS_RXN_2553bd9296f451ae
MARTS_RXN_363a7d5a8012bceb,C15_FPP_like::MARTS_RXN_363a7d5a8012bceb
MARTS_RXN_273d945266e1a548,C15_FPP_like::MARTS_RXN_1428f098b24c82b2
MARTS_RXN_3d09cb5fb80099ee,C15_FPP_like::MARTS_RXN_3d09cb5fb80099ee
MARTS_RXN_a9dae59672a6db7a,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a
MARTS_RXN_e7b4ed13dce41111,C15_FPP_like::MARTS_RXN_4ea065b2a78469c4
MARTS_RXN_0f583a4fa8e06eb8,C15_FPP_like::MARTS_RXN_0f583a4fa8e06eb8
MARTS_RXN_20e1b5e4c86aa80d,C15_FPP_like::MARTS_RXN_0d73bf3c23ca2234
MARTS_RXN_37c622385e922d2e,C15_FPP_like::MARTS_RXN_37c622385e922d2e
MARTS_RXN_484a249db6f91749,C15_FPP_like::MARTS_RXN_484a249db6f91749
MARTS_RXN_d285caca89e1ff23,C15_FPP_like::MARTS_RXN_d285caca89e1ff23
MARTS_RXN_e46dc8f06a5009ad,C15_FPP_like::MARTS_RXN_3a4f24000917253d
MARTS_RXN_e2930242d2ecb089,C15_FPP_like::MARTS_RXN_3ae1fc659b1448c6
MARTS_RXN_af6c10b224526fc4,C15_FPP_like::MARTS_RXN_1b487b81876e118b
MARTS_RXN_1b487b81876e118b,C15_FPP_like::MARTS_RXN_1b487b81876e118b
MARTS_RXN_aa08b38a4b890e6d,C15_FPP_like::MARTS_RXN_aa08b38a4b890e6d
MARTS_RXN_697ad09519496911,C15_FPP_like::MARTS_RXN_697ad09519496911
MARTS_RXN_efb5de73536ca75d,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4
MARTS_RXN_45be1b4caa766730,C15_FPP_like::MARTS_RXN_45be1b4caa766730
MARTS_RXN_574cd0378c5f164d,C15_FPP_like::MARTS_RXN_574cd0378c5f164d
MARTS_RXN_b0d6adf0f8f25e7b,C15_FPP_like::MARTS_RXN_b0d6adf0f8f25e7b
MARTS_RXN_1e265ed0245aab34,C15_FPP_like::MARTS_RXN_1e265ed0245aab34
MARTS_RXN_82dc7487f6ef8ea3,C15_FPP_like::MARTS_RXN_7e7a4dec11c772f2
MARTS_RXN_2642b09ac3c03635,C15_FPP_like::MARTS_RXN_1e265ed0245aab34
MARTS_RXN_38d26f0aa1b1f071,C15_FPP_like::MARTS_RXN_38d26f0aa1b1f071
MARTS_RXN_577afee79e2cab7f,C15_FPP_like::MARTS_RXN_577afee79e2cab7f
MARTS_RXN_e97dbd3ee1e19b8f,C15_FPP_like::MARTS_RXN_577afee79e2cab7f
MARTS_RXN_0f70e41209369141,C15_FPP_like::MARTS_RXN_0f70e41209369141
MARTS_RXN_c16bf87bd5f1509c,C15_FPP_like::MARTS_RXN_c16bf87bd5f1509c
MARTS_RXN_91d7d339e1488bd0,C15_FPP_like::MARTS_RXN_4e8885af0277ca69
MARTS_RXN_8f56554fbb1e0d18,C15_FPP_like::MARTS_RXN_4e8885af0277ca69
MARTS_RXN_a0be9c90f829e36d,C15_FPP_like::MARTS_RXN_4e8885af0277ca69
MARTS_RXN_e5945b3aed7e026a,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd
MARTS_RXN_2e27139e482a6dfd,C15_FPP_like::MARTS_RXN_2e27139e482a6dfd
MARTS_RXN_529b3e1ea6d5d85a,C15_FPP_like::MARTS_RXN_529b3e1ea6d5d85a
MARTS_RXN_07865104318f5787,C15_FPP_like::MARTS_RXN_07865104318f5787
MARTS_RXN_d4f733465fb3692b,C15_FPP_like::MARTS_RXN_07865104318f5787
MARTS_RXN_c10979d29e2cb6a7,C15_FPP_like::MARTS_RXN_c10979d29e2cb6a7
MARTS_RXN_9063c0c9ffabebd5,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5
MARTS_RXN_784e9972f718f138,C15_FPP_like::MARTS_RXN_2f66322fcd3079e5
MARTS_RXN_6d4b93a57332c8e7,C15_FPP_like::MARTS_RXN_6d4b93a57332c8e7
MARTS_RXN_8d049834636c4bf1,C15_FPP_like::MARTS_RXN_8d049834636c4bf1
MARTS_RXN_df155569071abbaf,C15_FPP_like::MARTS_RXN_8d049834636c4bf1
MARTS_RXN_c38237fa511c255a,C15_FPP_like::MARTS_RXN_4e8885af0277ca69
MARTS_RXN_c30abce3ed2d10fa,C15_FPP_like::MARTS_RXN_8d049834636c4bf1
MARTS_RXN_68d7c7a6b97fc6da,C15_FPP_like::MARTS_RXN_4e8885af0277ca69
MARTS_RXN_f7bbe0adf8b8ddb5,C15_FPP_like::MARTS_RXN_4e8885af0277ca69
MARTS_RXN_4e8885af0277ca69,C15_FPP_like::MARTS_RXN_4e8885af0277ca69
MARTS_RXN_e51c77fbe5d6e84c,C15_FPP_like::MARTS_RXN_d285caca89e1ff23
MARTS_RXN_01511fe455cdde25,C15_FPP_like::MARTS_RXN_01511fe455cdde25
MARTS_RXN_cffca17c4e58c2b9,C15_FPP_like::MARTS_RXN_01511fe455cdde25
MARTS_RXN_4ea065b2a78469c4,C15_FPP_like::MARTS_RXN_4ea065b2a78469c4
MARTS_RXN_ba7b0f03f6da410b,C15_FPP_like::MARTS_RXN_ba7b0f03f6da410b
MARTS_RXN_6bd0977b42d0b28e,C15_FPP_like::MARTS_RXN_6bd0977b42d0b28e
MARTS_RXN_96dd0e42f0581580,C15_FPP_like::MARTS_RXN_96dd0e42f0581580
MARTS_RXN_f0b6b1822fec7bbf,C15_FPP_like::MARTS_RXN_67805eaea5cd75f4
MARTS_RXN_c47716e3c171dcec,C15_FPP_like::MARTS_RXN_747e481950538f21
MARTS_RXN_4961eab77935b533,C15_FPP_like::MARTS_RXN_4961eab77935b533
MARTS_RXN_42bfdab7b6fdc232,C15_FPP_like::MARTS_RXN_42bfdab7b6fdc232
MARTS_RXN_33427cd75be07ac8,C15_FPP_like::MARTS_RXN_33427cd75be07ac8
MARTS_RXN_404fc9ed6f1950fa,C15_FPP_like::MARTS_RXN_404fc9ed6f1950fa
MARTS_RXN_b1f6de0feffa6a5e,C15_FPP_like::MARTS_RXN_458f0538d21fa0df
MARTS_RXN_d976b8fff242e480,C15_FPP_like::MARTS_RXN_d976b8fff242e480
MARTS_RXN_308ae5d61a8d303e,C15_FPP_like::MARTS_RXN_308ae5d61a8d303e
MARTS_RXN_458f0538d21fa0df,C15_FPP_like::MARTS_RXN_458f0538d21fa0df
MARTS_RXN_63e6da6592215ec8,C15_FPP_like::MARTS_RXN_63e6da6592215ec8
MARTS_RXN_511719bb8614820e,C15_FPP_like::MARTS_RXN_511719bb8614820e
MARTS_RXN_f1b5e1eb6087705f,C15_FPP_like::MARTS_RXN_747e481950538f21
MARTS_RXN_951f2d0a07d7f072,C15_FPP_like::MARTS_RXN_951f2d0a07d7f072
MARTS_RXN_f6678ba7c00ddd11,C15_FPP_like::MARTS_RXN_f6678ba7c00ddd11
MARTS_RXN_a835c7512bd8dffd,C15_FPP_like::MARTS_RXN_a835c7512bd8dffd
MARTS_RXN_c0d41a7707a36816,C15_FPP_like::MARTS_RXN_c0d41a7707a36816
MARTS_RXN_908734b433c369e2,C15_FPP_like::MARTS_RXN_908734b433c369e2
MARTS_RXN_410c0512e374e696,C15_FPP_like::MARTS_RXN_410c0512e374e696
MARTS_RXN_42004072f4db1451,C15_FPP_like::MARTS_RXN_42004072f4db1451
MARTS_RXN_4581d9186380d33c,C15_FPP_like::MARTS_RXN_4581d9186380d33c
MARTS_RXN_bca813a0b5f35b09,C15_FPP_like::MARTS_RXN_bca813a0b5f35b09
MARTS_RXN_bfae5825c0b4a71c,C15_FPP_like::MARTS_RXN_bfae5825c0b4a71c
MARTS_RXN_7844025b037230bb,C15_FPP_like::MARTS_RXN_7844025b037230bb
MARTS_RXN_b7bd3b75310cb60f,C15_FPP_like::MARTS_RXN_b7bd3b75310cb60f
MARTS_RXN_6290a24f780c8fab,C15_FPP_like::MARTS_RXN_6290a24f780c8fab
MARTS_RXN_747e481950538f21,C15_FPP_like::MARTS_RXN_747e481950538f21
MARTS_RXN_0d75732112ff40fa,C15_FPP_like::MARTS_RXN_0d75732112ff40fa
MARTS_RXN_c1dd43a147d429c7,C15_FPP_like::MARTS_RXN_c1dd43a147d429c7
MARTS_RXN_7345bb901e40f13b,C15_FPP_like::MARTS_RXN_7345bb901e40f13b
MARTS_RXN_5ebefc2c594480ea,C15_FPP_like::MARTS_RXN_5ebefc2c594480ea
MARTS_RXN_524236d5871c8779,C15_FPP_like::MARTS_RXN_524236d5871c8779
MARTS_RXN_0aa1aeb0f8d8f23a,C15_FPP_like::MARTS_RXN_0aa1aeb0f8d8f23a
MARTS_RXN_bb0c8b67ae81b96c,C15_FPP_like::MARTS_RXN_bb0c8b67ae81b96c
MARTS_RXN_c039ce9df6e875e8,C15_FPP_like::MARTS_RXN_484a249db6f91749
MARTS_RXN_7e7a4dec11c772f2,C15_FPP_like::MARTS_RXN_7e7a4dec11c772f2
MARTS_RXN_d0442569d82cdfbe,C15_FPP_like::MARTS_RXN_d0442569d82cdfbe
MARTS_RXN_aa1c51dc47fedf4f,C15_FPP_like::MARTS_RXN_aa1c51dc47fedf4f
MARTS_RXN_e1b21c993a0c71e6,C15_FPP_like::MARTS_RXN_e1b21c993a0c71e6
MARTS_RXN_cef068eebcb47854,C15_FPP_like::MARTS_RXN_cef068eebcb47854
MARTS_RXN_1659aa23de20f1c3,C15_FPP_like::MARTS_RXN_1659aa23de20f1c3
MARTS_RXN_48d77adfec360440,C15_FPP_like::MARTS_RXN_48d77adfec360440
MARTS_RXN_d51ef41d620fa90e,C15_FPP_like::MARTS_RXN_d51ef41d620fa90e
MARTS_RXN_0d73bf3c23ca2234,C15_FPP_like::MARTS_RXN_0d73bf3c23ca2234
MARTS_RXN_4ffa9a18599ed8bf,C15_FPP_like::MARTS_RXN_4ffa9a18599ed8bf
MARTS_RXN_2ffb342ca0601b18,C15_FPP_like::MARTS_RXN_2ffb342ca0601b18
MARTS_RXN_b44a6383dd2aaa1e,C15_FPP_like::MARTS_RXN_b44a6383dd2aaa1e
MARTS_RXN_bee3bfd0a3ce9d09,C15_FPP_like::MARTS_RXN_3a4f24000917253d
MARTS_RXN_781f3e745c61d66f,C15_FPP_like::MARTS_RXN_781f3e745c61d66f
MARTS_RXN_2e5de5bb57ab7647,C15_FPP_like::MARTS_RXN_2e5de5bb57ab7647
MARTS_RXN_3a4f24000917253d,C15_FPP_like::MARTS_RXN_3a4f24000917253d
MARTS_RXN_d0c235775bc5fa24,C15_FPP_like::MARTS_RXN_1e265ed0245aab34
MARTS_RXN_f3ae22de5b08f4aa,C15_FPP_like::MARTS_RXN_f3ae22de5b08f4aa
MARTS_RXN_3ae1fc659b1448c6,C15_FPP_like::MARTS_RXN_3ae1fc659b1448c6
MARTS_RXN_7f868086a3e78f84,C15_FPP_like::MARTS_RXN_4b39e8d478cede47
MARTS_RXN_1428f098b24c82b2,C15_FPP_like::MARTS_RXN_1428f098b24c82b2
MARTS_RXN_d147768eaf206e54,C15_FPP_like::MARTS_RXN_3d09cb5fb80099ee
MARTS_RXN_79949be171faa424,C15_FPP_like::MARTS_RXN_1f7cef5e91c21723
MARTS_RXN_1f7cef5e91c21723,C15_FPP_like::MARTS_RXN_1f7cef5e91c21723
MARTS_RXN_ea5f048150a727ac,C15_FPP_like::MARTS_RXN_484a249db6f91749
MARTS_RXN_cded9fefc27600de,C15_FPP_like::MARTS_RXN_1b487b81876e118b
MARTS_RXN_5aa1e407cf39158f,C15_FPP_like::MARTS_RXN_5aa1e407cf39158f
MARTS_RXN_f5e8b39a2de92b5e,C15_FPP_like::MARTS_RXN_aa08b38a4b890e6d
MARTS_RXN_faf8834b256f41eb,C15_FPP_like::MARTS_RXN_faf8834b256f41eb
MARTS_RXN_510852dd5fb5023c,C15_FPP_like::MARTS_RXN_510852dd5fb5023c
MARTS_RXN_d86b1fdbc72dc191,C15_FPP_like::MARTS_RXN_a9dae59672a6db7a
MARTS_RXN_081cddde5cfec930,C15_FPP_like::MARTS_RXN_081cddde5cfec930
MARTS_RXN_771248cd18de39ed,C15_FPP_like::MARTS_RXN_771248cd18de39ed
MARTS_RXN_effb285ed78e9c48,C15_FPP_like::MARTS_RXN_effb285ed78e9c48
MARTS_RXN_1d163920da857104,C15_FPP_like::MARTS_RXN_1d163920da857104
MARTS_RXN_7c05abd7a60050ed,C15_FPP_like::MARTS_RXN_38d26f0aa1b1f071
MARTS_RXN_08766bcda58bfb98,C15_FPP_like::MARTS_RXN_08766bcda58bfb98
MARTS_RXN_b099e0d8d67da6e9,C15_FPP_like::MARTS_RXN_b099e0d8d67da6e9
MARTS_RXN_4b39e8d478cede47,C15_FPP_like::MARTS_RXN_4b39e8d478cede47
MARTS_RXN_5298c5c71be13322,C15_FPP_like::MARTS_RXN_5298c5c71be13322
MARTS_RXN_6492a29728cb9f5d,C15_FPP_like::MARTS_RXN_6492a29728cb9f5d
MARTS_RXN_ad1e7c35f1507032,C15_FPP_like::MARTS_RXN_ad1e7c35f1507032
MARTS_RXN_6c7d3c1df7ff6c27,C15_FPP_like::MARTS_RXN_6c7d3c1df7ff6c27
MARTS_RXN_4cfa7e6347acb9dd,C15_FPP_like::MARTS_RXN_4cfa7e6347acb9dd
MARTS_RXN_2250a8a7fe50b40b,C15_FPP_like::MARTS_RXN_2250a8a7fe50b40b
MARTS_RXN_20a7753479f93509,C15_FPP_like::MARTS_RXN_20a7753479f93509
MARTS_RXN_576c56875aefb3a0,C15_FPP_like::MARTS_RXN_576c56875aefb3a0
MARTS_RXN_8fbf35fa86d400ea,C15_FPP_like::MARTS_RXN_8fbf35fa86d400ea
MARTS_RXN_fdd3c203535dcbf2,C15_FPP_like::MARTS_RXN_fdd3c203535dcbf2
MARTS_RXN_ed3cf125a033969c,C15_FPP_like::MARTS_RXN_ed3cf125a033969c
MARTS_RXN_8d1c367b4e2dfd3e,C15_FPP_like::MARTS_RXN_8d1c367b4e2dfd3e
MARTS_RXN_35b946a8497aca8d,C15_FPP_like::MARTS_RXN_12ea767952411492
MARTS_RXN_ca8ee430d64a2f8a,C15_FPP_like::MARTS_RXN_16962b9e0f45c782
MARTS_RXN_09ecbae2d03be4fd,C15_FPP_like::MARTS_RXN_012d56c064db981a
MARTS_RXN_012d56c064db981a,C15_FPP_like::MARTS_RXN_012d56c064db981a
MARTS_RXN_98758b30deafb117,C15_FPP_like::MARTS_RXN_98758b30deafb117
MARTS_RXN_7d1185597c0f232d,C15_FPP_like::MARTS_RXN_7d1185597c0f232d
MARTS_RXN_16962b9e0f45c782,C15_FPP_like::MARTS_RXN_16962b9e0f45c782
MARTS_RXN_77507c68e72eca5f,C10_GPP_like::MARTS_RXN_0bc621c08854694f
MARTS_RXN_0bc621c08854694f,C10_GPP_like::MARTS_RXN_0bc621c08854694f
MARTS_RXN_8d2492a66172fc60,C10_GPP_like::MARTS_RXN_8d2492a66172fc60
MARTS_RXN_264d20fcc642e814,C10_GPP_like::MARTS_RXN_264d20fcc642e814
MARTS_RXN_c2e48d0936622fb5,C10_GPP_like::MARTS_RXN_c2e48d0936622fb5
MARTS_RXN_1242a365f538e79b,C10_GPP_like::MARTS_RXN_1242a365f538e79b
MARTS_RXN_994ba3440a8dbed7,C10_GPP_like::MARTS_RXN_994ba3440a8dbed7
MARTS_RXN_55a14b5942034dc9,C10_GPP_like::MARTS_RXN_55a14b5942034dc9
MARTS_RXN_a4e96415200ab234,C10_GPP_like::MARTS_RXN_a4e96415200ab234
MARTS_RXN_54ce947e1616af93,C10_GPP_like::MARTS_RXN_54ce947e1616af93
MARTS_RXN_8d064654eda71035,C10_GPP_like::MARTS_RXN_8d064654eda71035
MARTS_RXN_2f4ae72be0cd4553,C10_GPP_like::MARTS_RXN_2f4ae72be0cd4553
MARTS_RXN_9fe6bcba74a21a54,C10_GPP_like::MARTS_RXN_9fe6bcba74a21a54
MARTS_RXN_6314ab7563ea004f,C10_GPP_like::MARTS_RXN_6314ab7563ea004f
MARTS_RXN_64e8d90fe13ffb00,C10_GPP_like::MARTS_RXN_64e8d90fe13ffb00
MARTS_RXN_ea56a260171d74ba,C10_GPP_like::MARTS_RXN_ea56a260171d74ba
MARTS_RXN_a034669a1e4070bd,C10_GPP_like::MARTS_RXN_a034669a1e4070bd
MARTS_RXN_e275424c414b8c5d,C10_GPP_like::MARTS_RXN_e275424c414b8c5d
MARTS_RXN_9e4ea3b1a4631521,C10_GPP_like::MARTS_RXN_9e4ea3b1a4631521
MARTS_RXN_dd89a5b3606fb5ca,C10_GPP_like::MARTS_RXN_dd89a5b3606fb5ca
MARTS_RXN_030ced04f7a341d7,C10_GPP_like::MARTS_RXN_030ced04f7a341d7
MARTS_RXN_96ac57c793266e5e,C10_GPP_like::MARTS_RXN_96ac57c793266e5e
MARTS_RXN_c6418049ba960ea2,C10_GPP_like::MARTS_RXN_c6418049ba960ea2
MARTS_RXN_fc09735a9f8b0862,C10_GPP_like::MARTS_RXN_fc09735a9f8b0862
MARTS_RXN_33b3f74378db9fa9,C10_GPP_like::MARTS_RXN_33b3f74378db9fa9
MARTS_RXN_b6faae8ed504914f,C10_GPP_like::MARTS_RXN_b6faae8ed504914f
MARTS_RXN_d6623e3ddb6955f4,C10_GPP_like::MARTS_RXN_d6623e3ddb6955f4
MARTS_RXN_cab46dc67f5d9643,C10_GPP_like::MARTS_RXN_cab46dc67f5d9643
MARTS_RXN_0396c90bff0f8103,C10_GPP_like::MARTS_RXN_0396c90bff0f8103
MARTS_RXN_08a2e34a37c324e8,C5_IPP_DMAPP_like::MARTS_RXN_08a2e34a37c324e8
MARTS_RXN_bcbc2819005abe22,C5_IPP_DMAPP_like::MARTS_RXN_bcbc2819005abe22
MARTS_RXN_855945c546e1be39,C5_IPP_DMAPP_like::MARTS_RXN_855945c546e1be39
